,Unnamed: 0,id,date_insert,year,month,day,hour,sensor_id,lat,lng,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,Water_Quality_Label
6851,20640,20641.0,2025-11-18 03:00:00,2025,11,18,3,979,38.317789,21.818416,19.76,57644.93,-46.85,202.28,129.94,5.24,5.24,57.21,38.65,37590.26,Ok
6852,20646,20647.0,2025-11-18 04:00:00,2025,11,18,4,979,38.317789,21.818416,19.87,57757.23,-47.69,203.14,133.45,5.3,5.3,57.96,38.74,37663.49,Ok
6853,20652,20653.0,2025-11-18 05:00:00,2025,11,18,5,979,38.317789,21.818416,19.96,57722.05,-48.37,201.64,126.22,5.36,5.36,58.87,38.71,37640.55,Ok
6854,20658,20659.0,2025-11-18 06:00:00,2025,11,18,6,979,38.317789,21.818416,19.94,57565.82,-49.65,210.01,130.12,5.32,5.32,58.32,38.59,37538.68,Ok
6855,20664,20665.0,2025-11-18 07:00:00,2025,11,18,7,979,38.317789,21.818416,19.98,57587.16,-45.8,203.8,126.66,5.42,5.42,59.55,38.6,37552.59,Ok
6856,20670,20671.0,2025-11-18 08:00:00,2025,11,18,8,979,38.317789,21.818416,19.83,57551.36,-38.83,199.62,126.48,5.72,5.72,62.65,38.58,37529.25,Ok
6857,20676,20677.0,2025-11-18 09:00:00,2025,11,18,9,979,38.317789,21.818416,19.92,57539.87,-40.43,200.73,135.8,5.93,5.93,65.04,38.57,37521.75,Ok
6858,20682,20683.0,2025-11-18 10:00:00,2025,11,18,10,979,38.317789,21.818416,20.05,57358.5,-43.58,189.52,129.33,6.08,6.08,66.9,38.42,37403.48,Ok
6859,20688,20689.0,2025-11-18 11:00:00,2025,11,18,11,979,38.317789,21.818416,20.21,57586.86,-42.82,166.38,117.42,6.14,6.14,67.74,38.6,37552.39,Ok
6860,20694,20695.0,2025-11-18 12:00:00,2025,11,18,12,979,38.317789,21.818416,20.34,57678.23,-41.97,155.35,110.63,6.71,6.71,74.37,38.68,37611.97,Ok
6861,20700,20701.0,2025-11-18 13:00:00,2025,11,18,13,979,38.317789,21.818416,20.41,57694.65,-43.62,145.94,105.07,6.48,6.48,71.79,38.69,37622.68,Ok
6862,20706,20707.0,2025-11-18 14:00:00,2025,11,18,14,979,38.317789,21.818416,20.19,57762.84,-44.28,152.09,98.25,6.21,6.21,68.56,38.75,37667.15,Ok
6863,20712,20713.0,2025-11-18 15:00:00,2025,11,18,15,979,38.317789,21.818416,20.04,57791.28,-43.8,159.61,102.03,5.87,5.87,64.52,38.77,37685.7,Ok
6864,20718,20719.0,2025-11-18 16:00:00,2025,11,18,16,979,38.317789,21.818416,20.04,57720.39,-48.9,186.18,114.51,5.74,5.74,63.1,38.71,37639.46,Ok
6865,20724,20725.0,2025-11-18 17:00:00,2025,11,18,17,979,38.317789,21.818416,19.99,57793.29,-53.98,206.1,125.83,5.41,5.41,59.4,38.77,37687.01,Ok
6866,20730,20731.0,2025-11-18 18:00:00,2025,11,18,18,979,38.317789,21.818416,19.89,57771.4,-54.85,223.56,135.39,5.29,5.29,57.97,38.75,37672.73,Ok
6867,20736,20737.0,2025-11-18 19:00:00,2025,11,18,19,979,38.317789,21.818416,19.85,57721.09,-55.65,225.04,134.12,5.29,5.29,57.94,38.71,37639.93,Ok
6868,20742,20743.0,2025-11-18 20:00:00,2025,11,18,20,979,38.317789,21.818416,19.82,57759.28,-56.64,244.0,143.56,5.15,5.15,56.36,38.74,37664.83,Ok
6869,20748,20749.0,2025-11-18 21:00:00,2025,11,18,21,979,38.317789,21.818416,19.82,57727.07,-56.94,245.34,146.46,5.18,5.18,56.64,38.72,37643.82,Ok
6870,20754,20755.0,2025-11-18 22:00:00,2025,11,18,22,979,38.317789,21.818416,19.8,57719.31,-57.16,244.12,145.84,5.25,5.25,57.32,38.71,37638.77,Ok
6871,20760,20761.0,2025-11-18 23:00:00,2025,11,18,23,979,38.317789,21.818416,19.66,57688.85,-57.28,244.6,145.98,5.28,5.28,57.56,38.69,37618.9,Ok
6872,20766,20767.0,2025-11-19 00:00:00,2025,11,19,0,979,38.317789,21.818416,19.65,57801.13,-57.45,240.42,143.68,5.23,5.23,56.93,38.78,37692.12,Ok
6873,20772,20773.0,2025-11-19 01:00:00,2025,11,19,1,979,38.317789,21.818416,19.61,57762.52,-57.53,227.67,136.63,5.24,5.24,57.03,38.75,37666.94,Ok
6874,20778,20779.0,2025-11-19 02:00:00,2025,11,19,2,979,38.317789,21.818416,19.57,57830.3,-58.12,214.94,129.65,5.06,5.06,55.02,38.8,37711.14,Ok
6875,20784,20785.0,2025-11-19 03:00:00,2025,11,19,3,979,38.317789,21.818416,19.53,57718.43,-55.84,213.35,129.32,5.06,5.06,54.97,38.71,37638.19,Ok
6876,20790,20791.0,2025-11-19 04:00:00,2025,11,19,4,979,38.317789,21.818416,19.65,57765.15,-55.21,222.63,132.16,5.21,5.21,56.79,38.75,37668.66,Ok
6877,20796,20797.0,2025-11-19 05:00:00,2025,11,19,5,979,38.317789,21.818416,19.73,57653.63,-57.43,230.84,132.88,5.18,5.18,56.49,38.66,37595.93,Ok
6878,20802,20803.0,2025-11-19 06:00:00,2025,11,19,6,979,38.317789,21.818416,19.89,57622.7,-58.4,252.44,153.91,5.16,5.16,56.55,38.63,37575.77,Ok
6879,20808,20809.0,2025-11-19 07:00:00,2025,11,19,7,979,38.317789,21.818416,19.93,57585.7,-56.23,254.7,154.81,5.24,5.24,57.47,38.6,37551.64,Ok
6880,20814,20815.0,2025-11-19 08:00:00,2025,11,19,8,979,38.317789,21.818416,19.98,57537.45,-48.93,263.13,160.13,5.61,5.61,61.58,38.56,37520.18,Ok
6881,20820,20821.0,2025-11-19 09:00:00,2025,11,19,9,979,38.317789,21.818416,20.05,57513.37,-46.24,262.17,162.59,5.81,5.81,63.81,38.55,37504.47,Ok
6882,20826,20827.0,2025-11-19 10:00:00,2025,11,19,10,979,38.317789,21.818416,20.21,57594.23,-44.9,264.31,166.82,6.27,6.27,69.17,38.61,37557.2,Ok
6883,20832,20833.0,2025-11-19 11:00:00,2025,11,19,11,979,38.317789,21.818416,20.23,57580.39,-46.53,256.85,157.97,6.3,6.3,69.58,38.6,37548.18,Ok
6884,20838,20839.0,2025-11-19 12:00:00,2025,11,19,12,979,38.317789,21.818416,20.3,57719.38,-47.37,261.49,157.8,7.0,7.0,77.57,38.71,37638.81,Ok
6885,20844,20845.0,2025-11-19 13:00:00,2025,11,19,13,979,38.317789,21.818416,20.48,57688.52,-50.21,256.51,154.46,7.42,7.42,82.38,38.69,37618.68,Ok
6886,20850,20851.0,2025-11-19 14:00:00,2025,11,19,14,979,38.317789,21.818416,20.48,57820.28,-50.38,253.95,153.46,6.73,6.73,74.74,38.79,37704.61,Ok
6887,20856,20857.0,2025-11-19 15:00:00,2025,11,19,15,979,38.317789,21.818416,20.3,57607.63,-51.95,254.21,152.47,6.26,6.26,69.21,38.62,37565.94,Ok
6888,20862,20863.0,2025-11-19 16:00:00,2025,11,19,16,979,38.317789,21.818416,19.99,57611.19,-58.76,264.46,161.5,5.6,5.6,61.44,38.62,37568.26,Ok
6889,20868,20869.0,2025-11-19 17:00:00,2025,11,19,17,979,38.317789,21.818416,19.99,57564.93,-62.65,263.85,154.8,5.37,5.37,58.98,38.59,37538.09,Ok
6890,20874,20875.0,2025-11-19 18:00:00,2025,11,19,18,979,38.317789,21.818416,20.01,57470.85,-63.46,255.38,151.42,5.32,5.32,58.42,38.51,37476.74,Ok
6891,20880,20881.0,2025-11-19 19:00:00,2025,11,19,19,979,38.317789,21.818416,19.94,57591.99,-62.62,259.39,152.86,5.27,5.27,57.8,38.61,37555.74,Ok
6892,20886,20887.0,2025-11-19 20:00:00,2025,11,19,20,979,38.317789,21.818416,19.87,57644.26,-62.23,257.38,152.05,5.22,5.22,57.2,38.65,37589.82,Ok
6893,20892,20893.0,2025-11-19 21:00:00,2025,11,19,21,979,38.317789,21.818416,19.86,57657.43,-61.75,244.72,142.43,5.15,5.15,56.4,38.66,37598.41,Ok
6894,20898,20899.0,2025-11-19 22:00:00,2025,11,19,22,979,38.317789,21.818416,19.86,57545.3,-61.18,247.72,148.24,5.11,5.11,55.97,38.57,37525.29,Ok
6895,20904,20905.0,2025-11-19 23:00:00,2025,11,19,23,979,38.317789,21.818416,19.86,57592.18,-62.08,258.14,153.8,5.02,5.02,55.01,38.61,37555.86,Ok
6896,20910,20911.0,2025-11-20 00:00:00,2025,11,20,0,979,38.317789,21.818416,19.83,57488.0,-61.11,261.94,155.94,5.11,5.11,55.92,38.52,37487.93,Ok
6897,20916,20917.0,2025-11-20 01:00:00,2025,11,20,1,979,38.317789,21.818416,19.71,57596.64,-61.12,267.14,158.58,5.18,5.18,56.48,38.61,37558.77,Ok
6898,20922,20923.0,2025-11-20 02:00:00,2025,11,20,2,979,38.317789,21.818416,19.54,57344.46,-60.27,266.72,158.22,5.05,5.05,54.91,38.41,37394.33,Ok
6899,20928,20929.0,2025-11-20 03:00:00,2025,11,20,3,979,38.317789,21.818416,19.52,57495.25,-60.26,258.83,155.43,5.07,5.07,55.09,38.53,37492.65,Ok
6900,20934,20935.0,2025-11-20 04:00:00,2025,11,20,4,979,38.317789,21.818416,19.61,57758.88,-59.95,248.71,149.28,5.29,5.29,57.61,38.74,37664.57,Ok
6901,20940,20941.0,2025-11-20 05:00:00,2025,11,20,5,979,38.317789,21.818416,19.59,57588.78,-60.35,248.62,149.56,5.32,5.32,57.92,38.61,37553.64,Ok
6902,20946,20947.0,2025-11-20 06:00:00,2025,11,20,6,979,38.317789,21.818416,19.73,57703.17,-59.98,239.89,144.67,5.47,5.47,59.62,38.7,37628.24,Ok
6903,20952,20953.0,2025-11-20 07:00:00,2025,11,20,7,979,38.317789,21.818416,19.76,57538.05,-57.95,224.54,136.0,5.4,5.4,58.98,38.57,37520.56,Ok
6904,20958,20959.0,2025-11-20 08:00:00,2025,11,20,8,979,38.317789,21.818416,19.82,57329.73,-50.24,216.51,130.46,5.67,5.67,61.99,38.4,37384.72,Ok
6905,20964,20965.0,2025-11-20 09:00:00,2025,11,20,9,979,38.317789,21.818416,19.92,57427.51,-45.32,203.99,123.85,6.07,6.07,66.6,38.48,37448.48,Ok
6906,20970,20971.0,2025-11-20 10:00:00,2025,11,20,10,979,38.317789,21.818416,20.0,56792.25,-52.53,191.25,116.86,5.78,5.78,63.45,37.96,37034.23,Ok
6907,20976,20977.0,2025-11-20 11:00:00,2025,11,20,11,979,38.317789,21.818416,20.26,57375.49,-51.19,204.53,111.63,5.99,5.99,66.17,38.43,37414.56,Ok
6908,20982,20983.0,2025-11-20 12:00:00,2025,11,20,12,979,38.317789,21.818416,20.31,57576.08,-49.34,199.36,107.79,6.7,6.7,74.14,38.6,37545.36,Ok
6909,20988,20989.0,2025-11-20 13:00:00,2025,11,20,13,979,38.317789,21.818416,20.43,57217.47,-48.53,208.89,112.28,7.08,7.08,78.52,38.31,37311.52,Ok
6910,20994,20995.0,2025-11-20 14:00:00,2025,11,20,14,979,38.317789,21.818416,20.27,57313.94,-50.52,217.7,117.41,6.79,6.79,75.07,38.38,37374.42,Ok
6911,21000,21001.0,2025-11-20 15:00:00,2025,11,20,15,979,38.317789,21.818416,20.26,57232.79,-52.41,216.51,115.86,6.18,6.18,68.29,38.32,37321.5,Ok
6912,21006,21007.0,2025-11-20 16:00:00,2025,11,20,16,979,38.317789,21.818416,20.04,57334.5,-57.72,218.92,115.4,5.78,5.78,63.49,38.4,37387.83,Ok
6913,21012,21013.0,2025-11-20 17:00:00,2025,11,20,17,979,38.317789,21.818416,19.8,57457.19,-62.72,192.79,116.99,5.41,5.41,59.12,38.5,37467.84,Ok
6914,21018,21019.0,2025-11-20 18:00:00,2025,11,20,18,979,38.317789,21.818416,19.87,57460.1,-63.77,193.66,118.03,5.41,5.41,59.21,38.5,37469.73,Ok
6915,21024,21025.0,2025-11-20 19:00:00,2025,11,20,19,979,38.317789,21.818416,19.78,57460.16,-62.33,196.8,121.17,5.43,5.43,59.29,38.5,37469.77,Ok
6916,21030,21031.0,2025-11-20 20:00:00,2025,11,20,20,979,38.317789,21.818416,19.79,57320.8,-62.67,211.09,131.92,5.34,5.34,58.38,38.39,37378.89,Ok
6917,21036,21037.0,2025-11-20 21:00:00,2025,11,20,21,979,38.317789,21.818416,19.61,57386.38,-63.95,232.61,147.75,5.28,5.28,57.52,38.44,37421.66,Ok
6918,21042,21043.0,2025-11-20 22:00:00,2025,11,20,22,979,38.317789,21.818416,19.46,57252.93,-61.1,256.33,160.83,5.38,5.38,58.06,38.34,37334.63,Ok
6919,21048,21049.0,2025-11-20 23:00:00,2025,11,20,23,979,38.317789,21.818416,19.15,57039.42,-60.3,250.42,167.62,5.38,5.38,57.95,38.16,37195.41,Ok
6920,21054,21055.0,2025-11-21 00:00:00,2025,11,21,0,979,38.317789,21.818416,19.14,57273.98,-64.04,237.13,162.92,5.39,5.39,58.08,38.35,37348.37,Ok
6921,21060,21061.0,2025-11-21 01:00:00,2025,11,21,1,979,38.317789,21.818416,19.23,57197.31,-64.31,221.54,151.71,5.39,5.39,58.17,38.29,37298.37,Ok
6922,21066,21067.0,2025-11-21 02:00:00,2025,11,21,2,979,38.317789,21.818416,19.26,57275.73,-62.47,185.14,128.94,5.44,5.44,58.8,38.35,37349.51,Ok
6923,21072,21073.0,2025-11-21 03:00:00,2025,11,21,3,979,38.317789,21.818416,19.06,57271.68,-60.66,151.06,109.61,5.43,5.43,58.42,38.35,37346.86,Ok
6924,21078,21079.0,2025-11-21 04:00:00,2025,11,21,4,979,38.317789,21.818416,19.28,57406.44,-60.09,156.37,99.96,5.39,5.39,58.3,38.46,37434.74,Ok
6925,21084,21085.0,2025-11-21 05:00:00,2025,11,21,5,979,38.317789,21.818416,19.23,57509.49,-61.02,156.86,96.88,5.34,5.34,57.64,38.54,37501.94,Ok
6926,21090,21091.0,2025-11-21 06:00:00,2025,11,21,6,979,38.317789,21.818416,19.26,57495.49,-61.31,165.81,100.8,5.33,5.33,57.55,38.53,37492.81,Ok
6927,21096,21097.0,2025-11-21 07:00:00,2025,11,21,7,979,38.317789,21.818416,19.42,57632.58,-57.68,173.5,104.51,5.36,5.36,58.1,38.64,37582.21,Ok
6928,21102,21103.0,2025-11-21 08:00:00,2025,11,21,8,979,38.317789,21.818416,19.54,57671.85,-50.92,185.83,112.49,5.64,5.64,61.33,38.67,37607.81,Ok
6929,21108,21109.0,2025-11-21 09:00:00,2025,11,21,9,979,38.317789,21.818416,19.65,57639.59,-49.98,198.99,121.62,5.67,5.67,61.77,38.65,37586.78,Ok
6930,21114,21115.0,2025-11-21 10:00:00,2025,11,21,10,979,38.317789,21.818416,19.79,57684.49,-46.82,202.08,126.78,5.98,5.98,65.35,38.68,37616.05,Ok
6931,21120,21121.0,2025-11-21 11:00:00,2025,11,21,11,979,38.317789,21.818416,20.05,57675.25,-46.1,206.96,132.53,6.21,6.21,68.32,38.68,37610.03,Ok
6932,21126,21127.0,2025-11-21 12:00:00,2025,11,21,12,979,38.317789,21.818416,20.17,57725.36,-49.51,210.04,134.76,6.6,6.6,72.78,38.72,37642.71,Ok
6933,21132,21133.0,2025-11-21 13:00:00,2025,11,21,13,979,38.317789,21.818416,20.21,57551.08,-51.29,215.33,137.98,6.75,6.75,74.41,38.58,37529.06,Ok
6934,21138,21139.0,2025-11-21 14:00:00,2025,11,21,14,979,38.317789,21.818416,20.25,57448.32,-52.5,207.58,129.82,6.55,6.55,72.38,38.49,37462.05,Ok
6935,21144,21145.0,2025-11-21 15:00:00,2025,11,21,15,979,38.317789,21.818416,20.05,57461.32,-51.89,235.47,150.2,6.18,6.18,67.84,38.5,37470.53,Ok
6936,21150,21151.0,2025-11-21 16:00:00,2025,11,21,16,979,38.317789,21.818416,19.99,57546.71,-59.88,305.9,160.86,5.77,5.77,63.34,38.57,37526.21,Ok
6937,21156,21157.0,2025-11-21 17:00:00,2025,11,21,17,979,38.317789,21.818416,19.74,57569.25,-66.97,345.23,183.05,5.39,5.39,58.8,38.59,37540.91,Medium
6938,21162,21163.0,2025-11-21 18:00:00,2025,11,21,18,979,38.317789,21.818416,19.71,57611.67,-66.22,345.64,182.8,5.42,5.42,59.15,38.62,37568.57,Medium
6939,21168,21169.0,2025-11-21 19:00:00,2025,11,21,19,979,38.317789,21.818416,19.72,57582.98,-65.64,360.39,189.2,5.34,5.34,58.24,38.6,37549.87,Medium
6940,21174,21175.0,2025-11-21 20:00:00,2025,11,21,20,979,38.317789,21.818416,19.69,57613.63,-65.39,355.04,186.44,5.36,5.36,58.43,38.63,37569.85,Medium
6941,21180,21181.0,2025-11-21 21:00:00,2025,11,21,21,979,38.317789,21.818416,19.65,57405.16,-63.73,298.98,174.81,5.32,5.32,58.01,38.46,37433.9,Medium
6942,21186,21187.0,2025-11-21 22:00:00,2025,11,21,22,979,38.317789,21.818416,19.65,57739.72,-63.69,274.7,161.5,5.29,5.29,57.62,38.73,37652.07,Ok
6943,21192,21193.0,2025-11-21 23:00:00,2025,11,21,23,979,38.317789,21.818416,19.65,57692.05,-63.64,286.89,169.5,5.27,5.27,57.44,38.69,37620.98,Medium
6944,21198,21199.0,2025-11-22 00:00:00,2025,11,22,0,979,38.317789,21.818416,19.65,57693.54,-64.35,296.28,178.71,5.16,5.16,56.2,38.69,37621.96,Medium
6945,21204,21205.0,2025-11-22 01:00:00,2025,11,22,1,979,38.317789,21.818416,19.64,57449.25,-63.82,315.87,189.4,5.19,5.19,56.51,38.49,37462.66,Medium
6946,21210,21211.0,2025-11-22 02:00:00,2025,11,22,2,979,38.317789,21.818416,19.54,57415.64,-63.63,328.11,197.37,5.09,5.09,55.36,38.47,37440.74,Medium
6947,21216,21217.0,2025-11-22 03:00:00,2025,11,22,3,979,38.317789,21.818416,19.54,57460.11,-63.85,373.42,223.04,5.06,5.06,55.07,38.5,37469.74,Medium
6948,21222,21223.0,2025-11-22 04:00:00,2025,11,22,4,979,38.317789,21.818416,19.55,57448.69,-63.92,407.93,240.71,5.04,5.04,54.85,38.49,37462.29,Medium
6949,21228,21229.0,2025-11-22 05:00:00,2025,11,22,5,979,38.317789,21.818416,19.6,57555.98,-62.86,425.87,250.78,5.2,5.2,56.6,38.58,37532.25,Medium
6950,21234,21235.0,2025-11-22 06:00:00,2025,11,22,6,979,38.317789,21.818416,19.6,57430.16,-63.2,435.64,254.82,5.16,5.16,56.2,38.48,37450.21,Medium
6951,21240,21241.0,2025-11-22 07:00:00,2025,11,22,7,979,38.317789,21.818416,19.69,57448.99,-59.58,439.34,256.83,5.1,5.1,55.57,38.49,37462.49,Medium
6952,21246,21247.0,2025-11-22 08:00:00,2025,11,22,8,979,38.317789,21.818416,19.84,57485.4,-55.25,457.54,453.05,5.41,5.41,59.23,38.52,37486.23,Danger
6953,21252,21253.0,2025-11-22 09:00:00,2025,11,22,9,979,38.317789,21.818416,19.97,57463.1,-49.64,463.04,351.66,5.64,5.64,61.92,38.5,37471.69,Danger
6954,21258,21259.0,2025-11-22 10:00:00,2025,11,22,10,979,38.317789,21.818416,20.04,57331.6,-42.35,463.13,323.87,5.99,5.99,65.9,38.4,37385.94,Medium
6955,21264,21265.0,2025-11-22 11:00:00,2025,11,22,11,979,38.317789,21.818416,20.05,57333.44,-41.64,475.17,303.19,5.99,5.99,65.88,38.4,37387.14,Medium
6956,21270,21271.0,2025-11-22 12:00:00,2025,11,22,12,979,38.317789,21.818416,20.07,57467.54,-51.91,522.59,318.57,5.81,5.81,63.89,38.51,37474.58,Medium
6957,21276,21277.0,2025-11-22 13:00:00,2025,11,22,13,979,38.317789,21.818416,20.02,57557.11,-47.48,541.78,322.23,5.93,5.93,65.13,38.58,37532.99,Medium
6958,21282,21283.0,2025-11-22 14:00:00,2025,11,22,14,979,38.317789,21.818416,19.91,57580.65,-46.79,560.23,341.31,5.89,5.89,64.54,38.6,37548.34,Medium
6959,21288,21289.0,2025-11-22 15:00:00,2025,11,22,15,979,38.317789,21.818416,19.99,57541.29,-49.6,561.44,342.09,6.1,6.1,66.97,38.57,37522.67,Medium
6960,21294,21295.0,2025-11-22 16:00:00,2025,11,22,16,979,38.317789,21.818416,19.86,57500.45,-51.21,559.16,340.35,5.64,5.64,61.8,38.53,37496.05,Medium
6961,21300,21301.0,2025-11-22 17:00:00,2025,11,22,17,979,38.317789,21.818416,19.81,57449.56,-62.43,540.59,330.45,5.41,5.41,59.1,38.49,37462.86,Medium
6962,21306,21307.0,2025-11-22 18:00:00,2025,11,22,18,979,38.317789,21.818416,19.77,57320.55,-60.97,505.64,308.8,5.44,5.44,59.21,38.39,37378.73,Medium
6963,21312,21313.0,2025-11-22 19:00:00,2025,11,22,19,979,38.317789,21.818416,19.77,57134.56,-61.07,435.67,209.63,5.42,5.42,59.24,38.24,37257.45,Medium
6964,21318,21319.0,2025-11-22 20:00:00,2025,11,22,20,979,38.317789,21.818416,19.81,57487.79,-61.09,417.05,210.15,5.38,5.38,58.77,38.52,37487.79,Medium
6965,21324,21325.0,2025-11-22 21:00:00,2025,11,22,21,979,38.317789,21.818416,19.81,57531.21,-61.3,402.47,217.29,5.33,5.33,58.31,38.56,37516.1,Medium
6966,21330,21331.0,2025-11-22 22:00:00,2025,11,22,22,979,38.317789,21.818416,19.81,57367.91,-61.08,386.36,222.89,5.25,5.25,57.36,38.43,37409.62,Medium
6967,21336,21337.0,2025-11-22 23:00:00,2025,11,22,23,979,38.317789,21.818416,19.79,57433.82,-61.1,387.38,227.05,5.28,5.28,57.71,38.48,37452.6,Medium
6968,21342,21343.0,2025-11-23 00:00:00,2025,11,23,0,979,38.317789,21.818416,19.78,57379.14,-61.11,388.62,227.75,5.28,5.28,57.77,38.44,37416.94,Medium
6969,21348,21349.0,2025-11-23 01:00:00,2025,11,23,1,979,38.317789,21.818416,19.77,57404.13,-61.1,397.28,230.73,5.36,5.36,58.57,38.46,37433.24,Medium
6970,21354,21355.0,2025-11-23 02:00:00,2025,11,23,2,979,38.317789,21.818416,19.76,57306.04,-62.57,392.02,227.3,5.3,5.3,57.86,38.38,37369.27,Medium
6971,21360,21361.0,2025-11-23 03:00:00,2025,11,23,3,979,38.317789,21.818416,19.76,57367.25,-62.27,392.94,226.69,5.25,5.25,57.34,38.43,37409.18,Medium
6972,21366,21367.0,2025-11-23 04:00:00,2025,11,23,4,979,38.317789,21.818416,19.65,57451.68,-60.66,399.53,230.29,5.24,5.24,57.04,38.5,37464.24,Medium
6973,21372,21373.0,2025-11-23 05:00:00,2025,11,23,5,979,38.317789,21.818416,19.53,57447.69,-59.07,402.47,233.84,5.3,5.3,57.49,38.49,37461.64,Medium
6974,21378,21379.0,2025-11-23 06:00:00,2025,11,23,6,979,38.317789,21.818416,19.54,57298.27,-58.55,396.92,231.39,5.48,5.48,59.56,38.37,37364.2,Medium
6975,21384,21385.0,2025-11-23 07:00:00,2025,11,23,7,979,38.317789,21.818416,19.55,57274.01,-56.46,374.91,220.19,5.52,5.52,60.08,38.35,37348.38,Medium
6976,21390,21391.0,2025-11-23 08:00:00,2025,11,23,8,979,38.317789,21.818416,19.72,57308.9,-51.5,345.35,204.26,5.66,5.66,61.79,38.38,37371.14,Medium
6977,21396,21397.0,2025-11-23 09:00:00,2025,11,23,9,979,38.317789,21.818416,19.83,57352.81,-48.67,298.0,177.77,5.8,5.8,63.34,38.42,37399.77,Medium
6978,21402,21403.0,2025-11-23 10:00:00,2025,11,23,10,979,38.317789,21.818416,19.91,57339.09,-42.01,266.77,161.78,6.13,6.13,67.22,38.4,37390.82,Ok
6979,21408,21409.0,2025-11-23 11:00:00,2025,11,23,11,979,38.317789,21.818416,19.9,57347.95,-40.41,241.17,145.67,6.03,6.03,66.05,38.41,37396.6,Ok
6980,21414,21415.0,2025-11-23 12:00:00,2025,11,23,12,979,38.317789,21.818416,20.09,57286.63,-40.45,234.56,142.73,6.82,6.82,75.19,38.36,37356.61,Ok
6981,21420,21421.0,2025-11-23 13:00:00,2025,11,23,13,979,38.317789,21.818416,19.99,57232.31,-43.42,235.62,142.29,6.74,6.74,74.15,38.32,37321.19,Ok
6982,21426,21427.0,2025-11-23 14:00:00,2025,11,23,14,979,38.317789,21.818416,19.98,57234.37,-42.53,248.2,150.02,6.32,6.32,69.3,38.32,37322.54,Ok
6983,21432,21433.0,2025-11-23 15:00:00,2025,11,23,15,979,38.317789,21.818416,19.88,57275.54,-40.2,250.26,151.51,6.29,6.29,68.73,38.35,37349.38,Ok
6984,21438,21439.0,2025-11-23 16:00:00,2025,11,23,16,979,38.317789,21.818416,19.6,57244.61,-49.57,253.72,149.78,5.78,5.78,62.95,38.33,37329.21,Ok
6985,21444,21445.0,2025-11-23 17:00:00,2025,11,23,17,979,38.317789,21.818416,19.57,57263.13,-56.61,256.89,156.06,5.57,5.57,60.66,38.34,37341.29,Ok
6986,21450,21451.0,2025-11-23 18:00:00,2025,11,23,18,979,38.317789,21.818416,19.49,57310.8,-57.06,264.19,159.96,5.54,5.54,60.2,38.38,37372.38,Ok
6987,21456,21457.0,2025-11-23 19:00:00,2025,11,23,19,979,38.317789,21.818416,19.49,57120.82,-57.56,262.39,159.54,5.5,5.5,59.7,38.23,37248.49,Ok
6988,21462,21463.0,2025-11-23 20:00:00,2025,11,23,20,979,38.317789,21.818416,19.43,56990.75,-55.71,266.66,161.37,5.52,5.52,59.78,38.12,37163.67,Ok
6989,21468,21469.0,2025-11-23 21:00:00,2025,11,23,21,979,38.317789,21.818416,19.55,57215.48,-57.16,264.48,161.99,5.54,5.54,60.29,38.31,37310.22,Ok
6990,21474,21475.0,2025-11-23 22:00:00,2025,11,23,22,979,38.317789,21.818416,19.59,57210.81,-57.69,266.23,159.64,5.51,5.51,59.92,38.3,37307.17,Ok
6991,21480,21481.0,2025-11-23 23:00:00,2025,11,23,23,979,38.317789,21.818416,19.59,57239.03,-56.2,258.29,156.0,5.48,5.48,59.62,38.32,37325.57,Ok
6992,21486,21487.0,2025-11-24 00:00:00,2025,11,24,0,979,38.317789,21.818416,19.57,57120.13,-57.38,259.6,157.05,5.44,5.44,59.19,38.23,37248.04,Ok
6993,21492,21493.0,2025-11-24 01:00:00,2025,11,24,1,979,38.317789,21.818416,19.56,57244.75,-55.69,261.56,157.52,5.41,5.41,58.83,38.33,37329.3,Ok
6994,21498,21499.0,2025-11-24 02:00:00,2025,11,24,2,979,38.317789,21.818416,19.54,57263.67,-55.28,263.43,158.32,5.4,5.4,58.65,38.34,37341.64,Ok
6995,21504,21505.0,2025-11-24 03:00:00,2025,11,24,3,979,38.317789,21.818416,19.51,57277.99,-54.03,272.81,163.74,5.4,5.4,58.64,38.36,37350.98,Ok
6996,21510,21511.0,2025-11-24 04:00:00,2025,11,24,4,979,38.317789,21.818416,19.32,57207.22,-51.9,282.14,169.43,5.38,5.38,58.2,38.3,37304.83,Ok
6997,21516,21517.0,2025-11-24 05:00:00,2025,11,24,5,979,38.317789,21.818416,19.26,57241.43,-51.36,284.83,170.63,5.26,5.26,56.79,38.33,37327.14,Medium
6998,21522,21523.0,2025-11-24 06:00:00,2025,11,24,6,979,38.317789,21.818416,19.22,57123.29,-50.7,289.9,173.26,5.37,5.37,58.0,38.23,37250.1,Medium
6999,21528,21529.0,2025-11-24 07:00:00,2025,11,24,7,979,38.317789,21.818416,19.4,57269.4,-51.25,303.29,181.28,5.48,5.48,59.38,38.35,37345.38,Medium
7000,21534,21535.0,2025-11-24 08:00:00,2025,11,24,8,979,38.317789,21.818416,19.48,57255.56,-46.56,324.63,197.88,5.69,5.69,61.75,38.34,37336.36,Medium
