,id,date_insert,year,month,day,hour,sensor_id,lat,lng,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm
11281,11282.0,2025-08-28 18:00:00,2025,8,28,18,981,38.292904,21.766819,25.22,45909.91,263.85,8.05,0.0,0.9,0.9,10.9,29.75,29937.86
11290,11291.0,2025-08-28 19:00:00,2025,8,28,19,981,38.292904,21.766819,24.99,45918.98,264.45,8.75,0.0,0.89,0.89,10.75,29.76,29943.77
11299,11300.0,2025-08-28 20:00:00,2025,8,28,20,981,38.292904,21.766819,24.67,45616.16,264.26,8.44,0.0,0.91,0.91,10.93,29.54,29746.3
11308,11309.0,2025-08-28 21:00:00,2025,8,28,21,981,38.292904,21.766819,24.36,45636.72,265.0,8.3,0.0,0.93,0.93,11.06,29.56,29759.71
11317,11318.0,2025-08-28 22:00:00,2025,8,28,22,981,38.292904,21.766819,24.15,45332.79,266.6,8.35,0.0,0.88,0.88,10.46,29.34,29561.51
11326,11327.0,2025-08-28 23:00:00,2025,8,28,23,981,38.292904,21.766819,23.93,45446.5,267.4,5.73,0.0,0.91,0.91,10.9,29.42,29635.67
11335,11336.0,2025-08-29 00:00:00,2025,8,29,0,981,38.292904,21.766819,23.79,45261.62,268.21,4.93,0.0,0.86,0.86,10.28,29.29,29515.1
11350,11351.0,2025-08-29 02:00:00,2025,8,29,2,981,38.292904,21.766819,23.59,45927.4,270.69,5.24,0.0,0.89,0.89,10.49,29.77,29949.26
11357,11358.0,2025-08-29 03:00:00,2025,8,29,3,981,38.292904,21.766819,23.57,45948.6,271.15,7.28,0.0,0.94,0.94,11.13,29.78,29963.08
11364,11365.0,2025-08-29 04:00:00,2025,8,29,4,981,38.292904,21.766819,23.67,45447.46,270.95,5.39,0.0,0.94,0.94,11.15,29.42,29636.29
11371,11372.0,2025-08-29 05:00:00,2025,8,29,5,981,38.292904,21.766819,23.89,45668.63,269.81,7.38,0.0,0.92,0.92,10.85,29.58,29780.52
11378,11379.0,2025-08-29 06:00:00,2025,8,29,6,981,38.292904,21.766819,23.34,45182.61,270.53,6.48,0.0,0.95,0.95,11.17,29.23,29463.58
11385,11386.0,2025-08-29 07:00:00,2025,8,29,7,981,38.292904,21.766819,23.24,44921.2,271.2,7.93,0.0,0.94,0.94,11.01,29.04,29293.11
11392,11393.0,2025-08-29 08:00:00,2025,8,29,8,981,38.292904,21.766819,23.15,43988.32,271.52,8.69,0.0,0.93,0.93,10.93,28.37,28684.79
11399,11400.0,2025-08-29 09:00:00,2025,8,29,9,981,38.292904,21.766819,23.33,43896.03,270.77,8.15,0.0,1.0,1.0,11.7,28.3,28624.6
11406,11407.0,2025-08-29 10:00:00,2025,8,29,10,981,38.292904,21.766819,23.65,44314.5,270.85,6.62,0.0,0.95,0.95,11.2,28.6,28897.48
11414,11415.0,2025-08-29 11:00:00,2025,8,29,11,981,38.292904,21.766819,24.02,43683.97,271.05,8.14,0.0,0.95,0.95,11.28,28.15,28486.32
11423,11424.0,2025-08-29 12:00:00,2025,8,29,12,981,38.292904,21.766819,24.49,44264.78,270.65,9.18,0.0,0.9,0.9,10.74,28.57,28865.06
11432,11433.0,2025-08-29 13:00:00,2025,8,29,13,981,38.292904,21.766819,24.72,44515.08,270.7,9.17,0.0,0.88,0.88,10.56,28.75,29028.28
11441,11442.0,2025-08-29 14:00:00,2025,8,29,14,981,38.292904,21.766819,25.04,44232.79,270.94,9.24,0.0,0.85,0.85,10.26,28.54,28844.21
11450,11451.0,2025-08-29 15:00:00,2025,8,29,15,981,38.292904,21.766819,25.03,43090.37,272.22,8.41,0.0,0.85,0.85,10.33,27.72,28099.23
11459,11460.0,2025-08-29 16:00:00,2025,8,29,16,981,38.292904,21.766819,25.14,43898.4,272.93,7.82,0.0,0.85,0.85,10.35,28.3,28626.15
11468,11469.0,2025-08-29 17:00:00,2025,8,29,17,981,38.292904,21.766819,25.45,43625.41,273.02,6.55,0.0,0.8,0.8,9.75,28.11,28448.13
11477,11478.0,2025-08-29 18:00:00,2025,8,29,18,981,38.292904,21.766819,25.63,43015.04,273.12,5.94,0.0,0.83,0.83,10.13,27.67,28050.11
11486,11487.0,2025-08-29 19:00:00,2025,8,29,19,981,38.292904,21.766819,25.64,43760.95,273.44,6.81,0.0,0.79,0.79,9.74,28.2,28536.52
11495,11496.0,2025-08-29 20:00:00,2025,8,29,20,981,38.292904,21.766819,25.64,43618.78,274.1,8.44,0.0,0.82,0.82,10.05,28.1,28443.81
11504,11505.0,2025-08-29 21:00:00,2025,8,29,21,981,38.292904,21.766819,25.47,43456.01,275.16,7.83,0.0,0.81,0.81,9.94,27.99,28337.66
11513,11514.0,2025-08-29 22:00:00,2025,8,29,22,981,38.292904,21.766819,25.42,43451.35,275.37,7.92,0.0,0.81,0.81,9.91,27.98,28334.63
11522,11523.0,2025-08-29 23:00:00,2025,8,29,23,981,38.292904,21.766819,25.5,43126.66,275.69,7.03,0.0,0.81,0.81,9.97,27.75,28122.9
11531,11532.0,2025-08-30 00:00:00,2025,8,30,0,981,38.292904,21.766819,25.48,43087.68,276.74,8.35,0.0,0.77,0.77,9.44,27.72,28097.48
11540,11541.0,2025-08-30 01:00:00,2025,8,30,1,981,38.292904,21.766819,25.46,43157.38,277.56,7.67,0.0,0.8,0.8,9.82,27.77,28142.93
11549,11550.0,2025-08-30 02:00:00,2025,8,30,2,981,38.292904,21.766819,25.64,43150.78,277.9,6.52,0.0,0.8,0.8,9.81,27.77,28138.62
11558,11559.0,2025-08-30 03:00:00,2025,8,30,3,981,38.292904,21.766819,25.65,42781.46,278.37,7.9,0.0,0.78,0.78,9.61,27.5,27897.79
11567,11568.0,2025-08-30 04:00:00,2025,8,30,4,981,38.292904,21.766819,25.66,42733.39,278.88,6.48,0.0,0.81,0.81,9.89,27.47,27866.45
11576,11577.0,2025-08-30 05:00:00,2025,8,30,5,981,38.292904,21.766819,25.76,42615.22,279.01,5.62,0.0,0.79,0.79,9.7,27.38,27789.38
11585,11586.0,2025-08-30 06:00:00,2025,8,30,6,981,38.292904,21.766819,25.71,42774.89,279.5,6.46,0.0,0.77,0.77,9.41,27.5,27893.5
11594,11595.0,2025-08-30 07:00:00,2025,8,30,7,981,38.292904,21.766819,25.9,42796.22,279.53,7.15,0.0,0.69,0.69,8.48,27.51,27907.42
11603,11604.0,2025-08-30 08:00:00,2025,8,30,8,981,38.292904,21.766819,25.92,42583.89,279.52,6.29,0.0,0.7,0.7,8.61,27.36,27768.95
11612,11613.0,2025-08-30 09:00:00,2025,8,30,9,981,38.292904,21.766819,25.91,43053.02,280.03,6.8,0.0,0.72,0.72,8.912075471698113,27.7,28074.88
11621,11622.0,2025-08-30 10:00:00,2025,8,30,10,981,38.292904,21.766819,26.05,42929.08,280.26,6.78,0.0,0.76,0.76,9.214150943396225,27.61,27994.05
11630,11631.0,2025-08-30 11:00:00,2025,8,30,11,981,38.292904,21.766819,26.28,41117.01,280.11,6.88,0.0,0.74,0.74,9.516226415094339,26.31,26812.4
11639,11640.0,2025-08-30 12:00:00,2025,8,30,12,981,38.292904,21.766819,26.65,42940.16,279.02,9.74,0.0,0.75,0.75,9.818301886792453,27.62,28001.28
11648,11649.0,2025-08-30 13:00:00,2025,8,30,13,981,38.292904,21.766819,26.78,43236.71,278.48,8.44,0.0,0.75,0.75,10.120377358490565,27.83,28194.66
11657,11658.0,2025-08-30 14:00:00,2025,8,30,14,981,38.292904,21.766819,26.8,42986.97,278.73,6.38,0.0,0.74,0.74,10.422452830188679,27.65,28031.8
11666,11667.0,2025-08-30 15:00:00,2025,8,30,15,981,38.292904,21.766819,26.66,42795.08,279.34,8.17,0.0,0.74,0.74,10.724528301886792,27.51,27906.67
11675,11676.0,2025-08-30 16:00:00,2025,8,30,16,981,38.292904,21.766819,26.79,42952.73,279.4,8.25,0.0,0.73,0.73,11.026603773584906,27.63,28009.48
11684,11685.0,2025-08-30 17:00:00,2025,8,30,17,981,38.292904,21.766819,26.84,42788.19,279.67,8.24,0.0,0.73,0.73,11.328679245283018,27.51,27902.18
11693,11694.0,2025-08-30 18:00:00,2025,8,30,18,981,38.292904,21.766819,26.79,41432.17,279.94,33.62,0.0,0.75,0.75,11.630754716981132,26.54,27017.92
11702,11703.0,2025-08-30 19:00:00,2025,8,30,19,981,38.292904,21.766819,26.66,42248.09,281.25,16.77,0.0,0.75,0.75,11.932830188679244,27.12,27549.98
11711,11712.0,2025-08-30 20:00:00,2025,8,30,20,981,38.292904,21.766819,26.58,41517.83,281.95,12.66,0.0,0.79,0.79,12.234905660377358,26.6,27073.78
14518,14519.0,2025-09-22 14:00:00,2025,9,22,14,981,38.292904,21.766819,24.06,43960.77,329.68,16.26,0.0,6.09,6.09,72.65,28.35,28666.82
14527,14528.0,2025-09-22 15:00:00,2025,9,22,15,981,38.292904,21.766819,24.14,44343.78,330.11,21.59,0.0,0.0,0.0,0.0,28.62,28916.58
14536,14537.0,2025-09-22 16:00:00,2025,9,22,16,981,38.292904,21.766819,24.1,44718.54,330.75,18.35,0.0,1.39,1.39,16.55,28.89,29160.96
14545,14546.0,2025-09-22 17:00:00,2025,9,22,17,981,38.292904,21.766819,23.93,45317.4,332.28,18.73,0.0,1.26,1.26,14.97,29.33,29551.48
14554,14555.0,2025-09-22 18:00:00,2025,9,22,18,981,38.292904,21.766819,23.6,44789.9,333.66,18.28,0.0,0.0,0.0,15.544242424242425,28.95,29207.49
14563,14564.0,2025-09-22 19:00:00,2025,9,22,19,981,38.292904,21.766819,23.47,44852.41,334.55,17.6,0.0,11.38,11.38,16.11848484848485,28.99,29248.26
14572,14573.0,2025-09-22 20:00:00,2025,9,22,20,981,38.292904,21.766819,23.36,44956.34,335.9,19.47,0.0,1.78,1.78,16.692727272727275,29.07,29316.03
14581,14582.0,2025-09-22 21:00:00,2025,9,22,21,981,38.292904,21.766819,23.04,43400.39,337.07,17.93,0.0,0.0,0.0,17.2669696969697,27.95,28301.4
14590,14591.0,2025-09-22 22:00:00,2025,9,22,22,981,38.292904,21.766819,22.96,44868.05,338.2,19.47,0.0,0.41,0.41,17.841212121212124,29.0,29258.46
14599,14600.0,2025-09-22 23:00:00,2025,9,22,23,981,38.292904,21.766819,22.97,45143.87,338.76,18.24,0.0,1.37,1.37,18.415454545454548,29.2,29438.32
14608,14609.0,2025-09-23 00:00:00,2025,9,23,0,981,38.292904,21.766819,22.91,44439.64,338.87,20.2,0.0,2.27,2.27,18.989696969696972,28.69,28979.09
14617,14618.0,2025-09-23 01:00:00,2025,9,23,1,981,38.292904,21.766819,22.83,45540.79,339.06,18.94,0.0,599.35,599.35,19.563939393939396,29.49,29697.15
14626,14627.0,2025-09-23 02:00:00,2025,9,23,2,981,38.292904,21.766819,22.83,45880.04,338.91,32.01,0.0,12.7,12.7,20.13818181818182,29.73,29918.38
14635,14636.0,2025-09-23 03:00:00,2025,9,23,3,981,38.292904,21.766819,22.7,45973.92,338.56,20.96,0.0,0.0,0.0,20.712424242424245,29.8,29979.59
14644,14645.0,2025-09-23 04:00:00,2025,9,23,4,981,38.292904,21.766819,22.69,45752.87,338.06,23.68,0.0,0.0,0.0,21.28666666666667,29.64,29835.45
14653,14654.0,2025-09-23 05:00:00,2025,9,23,5,981,38.292904,21.766819,22.75,46220.2,337.58,23.29,0.0,0.01,0.01,21.860909090909093,29.98,30140.19
14842,14843.0,2025-09-24 02:00:00,2025,9,24,2,981,38.292904,21.766819,23.29,49966.47,341.32,8.6,0.0,2.89,2.89,33.92,32.71,32583.13
14851,14852.0,2025-09-24 03:00:00,2025,9,24,3,981,38.292904,21.766819,23.21,50664.52,341.67,9.71,0.0,0.04,0.04,0.42,33.23,33038.34
14860,14861.0,2025-09-24 04:00:00,2025,9,24,4,981,38.292904,21.766819,23.25,50620.61,341.81,9.97,0.0,1.48,1.48,17.4,33.19,33009.7
14869,14870.0,2025-09-24 05:00:00,2025,9,24,5,981,38.292904,21.766819,23.2,50073.18,341.95,9.14,0.0,0.19,0.19,2.23,32.79,32652.72
14878,14879.0,2025-09-24 06:00:00,2025,9,24,6,981,38.292904,21.766819,23.16,50000.13,342.13,8.38,0.0,1.18,1.18,13.8,32.74,32605.09
14887,14888.0,2025-09-24 07:00:00,2025,9,24,7,981,38.292904,21.766819,23.18,50123.19,342.21,8.21,0.0,1.56,1.56,18.28,32.83,32685.33
14896,14897.0,2025-09-24 08:00:00,2025,9,24,8,981,38.292904,21.766819,23.13,50163.78,342.31,8.65,0.0,0.45,0.45,5.29,32.86,32711.8
14905,14906.0,2025-09-24 09:00:00,2025,9,24,9,981,38.292904,21.766819,23.32,50071.03,342.07,5.81,0.0,0.0,0.0,0.0,32.79,32651.32
14914,14915.0,2025-09-24 10:00:00,2025,9,24,10,981,38.292904,21.766819,23.66,49116.96,341.47,6.7,0.0,0.0,0.0,0.0,32.09,32029.17
14923,14924.0,2025-09-24 11:00:00,2025,9,24,11,981,38.292904,21.766819,23.96,49826.86,341.13,8.22,0.0,0.27,0.27,3.2,32.61,32492.1
14932,14933.0,2025-09-24 12:00:00,2025,9,24,12,981,38.292904,21.766819,24.0,50355.62,341.38,6.35,0.0,1.35,1.35,16.06,33.0,32836.9
14941,14942.0,2025-09-24 13:00:00,2025,9,24,13,981,38.292904,21.766819,24.05,49968.24,341.33,4.22,0.0,1.82,1.82,21.68,32.71,32584.29
14950,14951.0,2025-09-24 14:00:00,2025,9,24,14,981,38.292904,21.766819,23.94,51056.94,341.04,5.82,0.0,0.49,0.49,5.79,33.52,33294.23
14959,14960.0,2025-09-24 15:00:00,2025,9,24,15,981,38.292904,21.766819,24.03,50687.82,340.71,4.96,0.0,1.09,1.09,9.06,33.24,33053.53
14968,14969.0,2025-09-24 16:00:00,2025,9,24,16,981,38.292904,21.766819,24.15,51022.55,340.34,8.24,0.0,0.0,0.0,12.330000000000002,33.49,33271.81
14977,14978.0,2025-09-24 17:00:00,2025,9,24,17,981,38.292904,21.766819,24.2,51121.98,340.06,8.28,0.0,0.27,0.27,15.600000000000001,33.56,33336.65
14986,14987.0,2025-09-24 18:00:00,2025,9,24,18,981,38.292904,21.766819,24.2,51094.21,340.33,8.34,0.0,0.46,0.46,18.87,33.54,33318.54
14995,14996.0,2025-09-24 19:00:00,2025,9,24,19,981,38.292904,21.766819,24.14,51183.85,340.64,8.21,0.0,1.86,1.86,22.14,33.61,33376.99
15004,15005.0,2025-09-24 20:00:00,2025,9,24,20,981,38.292904,21.766819,24.04,51622.63,340.99,5.47,0.0,0.69,0.69,8.2,33.93,33663.11
15013,15014.0,2025-09-24 21:00:00,2025,9,24,21,981,38.292904,21.766819,23.92,48498.6,341.44,6.72,0.0,0.49,0.49,5.84,31.64,31625.94
15022,15023.0,2025-09-24 22:00:00,2025,9,24,22,981,38.292904,21.766819,23.84,50422.96,341.79,5.53,0.0,1.03,1.03,12.22,33.05,32880.81
15031,15032.0,2025-09-24 23:00:00,2025,9,24,23,981,38.292904,21.766819,23.88,51939.21,342.11,5.82,0.0,1.77,1.77,21.08,34.17,33869.56
15040,15041.0,2025-09-25 00:00:00,2025,9,25,0,981,38.292904,21.766819,23.84,51887.84,342.61,5.56,0.0,0.44,0.44,5.24,34.13,33836.06
15049,15050.0,2025-09-25 01:00:00,2025,9,25,1,981,38.292904,21.766819,23.78,51851.52,342.97,4.96,0.0,1.15,1.15,13.69,34.1,33812.38
15058,15059.0,2025-09-25 02:00:00,2025,9,25,2,981,38.292904,21.766819,23.84,51610.73,342.96,4.63,0.0,2.13,2.13,11.035,33.49,33272.22
15067,15068.0,2025-09-25 03:00:00,2025,9,25,3,981,38.292904,21.766819,23.99,52418.37,342.9,4.22,0.0,0.7,0.7,8.38,34.52,34182.02
15076,15077.0,2025-09-25 04:00:00,2025,9,25,4,981,38.292904,21.766819,24.02,52781.04,342.66,6.08,0.0,1.05,1.05,12.55,34.79,34418.52
15085,15086.0,2025-09-25 05:00:00,2025,9,25,5,981,38.292904,21.766819,24.02,53107.75,342.63,4.19,0.0,0.68,0.68,8.09,35.03,34631.57
15094,15095.0,2025-09-25 06:00:00,2025,9,25,6,981,38.292904,21.766819,24.12,53209.75,342.61,8.02,0.0,1.06,1.06,12.69,35.11,34698.08
15103,15104.0,2025-09-25 07:00:00,2025,9,25,7,981,38.292904,21.766819,24.1,53399.31,342.6,10.13,0.0,0.22,0.22,20.093333333333334,35.26,34821.69
15112,15113.0,2025-09-25 08:00:00,2025,9,25,8,981,38.292904,21.766819,24.17,53426.87,342.52,12.37,0.0,0.04,0.04,27.496666666666666,35.29,34839.66
15121,15122.0,2025-09-25 09:00:00,2025,9,25,9,981,38.292904,21.766819,24.29,53591.65,342.44,7.93,0.0,2.92,2.92,34.9,35.42,34947.12
15130,15131.0,2025-09-25 10:00:00,2025,9,25,10,981,38.292904,21.766819,24.49,53366.72,342.28,7.25,0.0,3.73,3.73,44.6,35.24,34800.44
15139,15140.0,2025-09-25 11:00:00,2025,9,25,11,981,38.292904,21.766819,24.81,53355.95,341.81,7.35,0.0,0.21,0.21,2.57,35.23,34793.41
15148,15149.0,2025-09-25 12:00:00,2025,9,25,12,981,38.292904,21.766819,24.91,53285.11,341.52,6.26,0.0,0.36,0.36,4.3,35.17,34747.22
15157,15158.0,2025-09-25 13:00:00,2025,9,25,13,981,38.292904,21.766819,24.98,52677.05,341.5,7.74,0.0,0.92,0.92,11.13,34.71,34350.71
15166,15167.0,2025-09-25 14:00:00,2025,9,25,14,981,38.292904,21.766819,24.97,53286.04,341.29,6.11,0.0,0.78,0.78,9.41,35.17,34747.82
15175,15176.0,2025-09-25 15:00:00,2025,9,25,15,981,38.292904,21.766819,24.93,53156.23,340.56,7.13,0.0,0.0,0.0,0.0,35.07,34663.18
15181,15182.0,2025-09-25 23:00:00,2025,9,25,23,981,38.292904,21.766819,24.57,52380.15,341.49,7.39,0.0,0.09,0.09,1.05,34.49,34157.1
15187,15188.0,2025-09-26 00:00:00,2025,9,26,0,981,38.292904,21.766819,24.54,52988.39,341.97,8.24,0.0,1.76,1.76,21.13,34.94,34553.73
15196,15197.0,2025-09-26 01:00:00,2025,9,26,1,981,38.292904,21.766819,24.36,52238.62,342.33,9.53,0.0,0.33,0.33,3.93,34.39,34064.8
15205,15206.0,2025-09-26 02:00:00,2025,9,26,2,981,38.292904,21.766819,24.36,52454.93,342.24,6.62,0.0,1.44,1.44,17.19,34.55,34205.86
15214,15215.0,2025-09-26 03:00:00,2025,9,26,3,981,38.292904,21.766819,24.37,52390.0,342.02,9.08,0.0,2.97,2.97,35.54,34.5,34163.52
15223,15224.0,2025-09-26 04:00:00,2025,9,26,4,981,38.292904,21.766819,24.34,52336.97,341.97,7.69,0.0,0.79,0.79,9.43,34.46,34128.94
15232,15233.0,2025-09-26 05:00:00,2025,9,26,5,981,38.292904,21.766819,24.23,52368.12,341.93,7.29,0.0,1.09,1.09,12.96,34.48,34149.25
15241,15242.0,2025-09-26 06:00:00,2025,9,26,6,981,38.292904,21.766819,24.04,52157.57,342.37,3.84,0.0,0.1,0.1,1.25,34.33,34011.95
15250,15251.0,2025-09-26 07:00:00,2025,9,26,7,981,38.292904,21.766819,23.88,52073.78,342.65,4.29,0.0,1.27,1.27,15.1,34.27,33957.31
15259,15260.0,2025-09-26 08:00:00,2025,9,26,8,981,38.292904,21.766819,23.78,52048.04,342.8,5.07,0.0,0.87,0.87,10.33,34.25,33940.53
15268,15269.0,2025-09-26 09:00:00,2025,9,26,9,981,38.292904,21.766819,23.66,52159.9,342.78,7.64,0.0,1.91,1.91,22.58,34.33,34013.47
15277,15278.0,2025-09-26 10:00:00,2025,9,26,10,981,38.292904,21.766819,23.77,51867.03,342.76,4.29,0.0,0.62,0.62,7.35,34.11,33822.49
15286,15287.0,2025-09-26 11:00:00,2025,9,26,11,981,38.292904,21.766819,24.18,51990.14,342.02,6.17,0.0,0.32,0.32,3.82,34.2,33902.77
15295,15296.0,2025-09-26 12:00:00,2025,9,26,12,981,38.292904,21.766819,24.48,52079.09,340.95,7.76,0.0,1.13,1.13,13.5,34.27,33960.77
15304,15305.0,2025-09-26 13:00:00,2025,9,26,13,981,38.292904,21.766819,24.55,52102.6,340.78,7.89,0.0,0.0,0.0,0.0,34.29,33976.11
15313,15314.0,2025-09-26 14:00:00,2025,9,26,14,981,38.292904,21.766819,24.62,52097.02,340.81,10.3,0.0,0.53,0.53,6.41,34.28,33972.47
15322,15323.0,2025-09-26 15:00:00,2025,9,26,15,981,38.292904,21.766819,24.25,52218.41,341.07,7.64,0.0,2.1,2.1,25.02,34.37,34051.63
15331,15332.0,2025-09-26 16:00:00,2025,9,26,16,981,38.292904,21.766819,24.41,52000.3,340.94,8.12,0.0,0.92,0.92,11.01,34.21,33909.4
15340,15341.0,2025-09-26 17:00:00,2025,9,26,17,981,38.292904,21.766819,24.48,51887.12,340.65,9.52,0.0,1.4,1.4,16.83,34.13,33835.59
15349,15350.0,2025-09-26 18:00:00,2025,9,26,18,981,38.292904,21.766819,24.44,51884.09,340.73,7.77,0.0,0.42,0.42,5.05,34.13,33833.62
15358,15359.0,2025-09-26 19:00:00,2025,9,26,19,981,38.292904,21.766819,24.25,51525.5,341.19,8.14,0.0,0.15,0.15,1.77,33.86,33599.78
15367,15368.0,2025-09-26 20:00:00,2025,9,26,20,981,38.292904,21.766819,24.1,51444.98,341.77,8.28,0.0,1.33,1.33,15.89,33.8,33547.27
15376,15377.0,2025-09-26 21:00:00,2025,9,26,21,981,38.292904,21.766819,23.94,51390.05,342.21,7.16,0.0,0.62,0.62,7.42,33.76,33511.45
15385,15386.0,2025-09-26 22:00:00,2025,9,26,22,981,38.292904,21.766819,23.68,51314.17,342.89,6.39,0.0,1.0,1.0,11.8,33.7,33461.97
15394,15395.0,2025-09-26 23:00:00,2025,9,26,23,981,38.292904,21.766819,23.41,51239.1,343.78,6.91,0.0,0.39,0.39,4.58,33.65,33413.02
15403,15404.0,2025-09-27 00:00:00,2025,9,27,0,981,38.292904,21.766819,23.22,51277.94,344.51,6.72,0.0,0.21,0.21,2.47,33.68,33438.35
15412,15413.0,2025-09-27 01:00:00,2025,9,27,1,981,38.292904,21.766819,23.05,51354.78,344.95,6.16,0.0,8.54,8.54,99.6,33.73,33488.45
15421,15422.0,2025-09-27 02:00:00,2025,9,27,2,981,38.292904,21.766819,22.86,50931.86,345.4,4.89,0.0,1.74,1.74,20.22,33.42,33212.66
15430,15431.0,2025-09-27 03:00:00,2025,9,27,3,981,38.292904,21.766819,22.74,51283.39,345.64,5.65,0.0,1.66,1.66,19.3,33.68,33441.9
15439,15440.0,2025-09-27 04:00:00,2025,9,27,4,981,38.292904,21.766819,22.68,51347.46,345.45,6.4,0.0,1.19,1.19,13.75,33.73,33483.68
15448,15449.0,2025-09-27 05:00:00,2025,9,27,5,981,38.292904,21.766819,22.88,51592.63,345.16,6.77,0.0,0.86,0.86,9.93,33.91,33643.56
15457,15458.0,2025-09-27 06:00:00,2025,9,27,6,981,38.292904,21.766819,22.97,51666.56,344.58,4.25,0.0,0.72,0.72,8.43,33.97,33691.77
15466,15467.0,2025-09-27 07:00:00,2025,9,27,7,981,38.292904,21.766819,23.19,51658.77,344.19,6.3,0.0,1.51,1.51,17.76,33.96,33686.68
15475,15476.0,2025-09-27 08:00:00,2025,9,27,8,981,38.292904,21.766819,23.45,51515.61,344.05,7.92,0.0,0.0,0.0,0.03,33.85,33593.33
15484,15485.0,2025-09-27 09:00:00,2025,9,27,9,981,38.292904,21.766819,23.61,51747.57,343.26,4.57,0.0,0.79,0.79,9.36,34.03,33744.59
15493,15494.0,2025-09-27 10:00:00,2025,9,27,10,981,38.292904,21.766819,23.57,51973.52,343.34,6.24,0.0,0.97,0.97,11.44,34.19,33891.93
15502,15503.0,2025-09-27 11:00:00,2025,9,27,11,981,38.292904,21.766819,23.76,51447.86,343.16,7.8,0.0,1.77,1.77,21.0,33.8,33549.15
15511,15512.0,2025-09-27 12:00:00,2025,9,27,12,981,38.292904,21.766819,24.09,51644.26,342.48,10.12,0.0,2.1,2.1,25.08,33.95,33677.22
15520,15521.0,2025-09-27 13:00:00,2025,9,27,13,981,38.292904,21.766819,24.16,51435.29,340.94,11.4,0.0,0.52,0.52,6.16,33.79,33540.95
15529,15530.0,2025-09-27 14:00:00,2025,9,27,14,981,38.292904,21.766819,24.07,51655.96,341.64,8.06,0.0,0.38,0.38,4.58,33.96,33684.85
15538,15539.0,2025-09-27 15:00:00,2025,9,27,15,981,38.292904,21.766819,24.04,51515.92,341.52,8.18,0.0,0.43,0.43,5.1,33.85,33593.53
15547,15548.0,2025-09-27 16:00:00,2025,9,27,16,981,38.292904,21.766819,23.85,51806.46,342.13,8.25,0.0,0.46,0.46,5.5,34.07,33782.99
15556,15557.0,2025-09-27 17:00:00,2025,9,27,17,981,38.292904,21.766819,23.68,51738.17,342.17,6.39,0.0,2.05,2.05,24.26,34.02,33738.46
15565,15566.0,2025-09-27 18:00:00,2025,9,27,18,981,38.292904,21.766819,23.52,51677.95,342.78,6.9,0.0,0.59,0.59,7.03,33.97,33699.19
15574,15575.0,2025-09-27 19:00:00,2025,9,27,19,981,38.292904,21.766819,23.6,51655.52,342.75,8.37,0.0,1.06,1.06,12.53,33.96,33684.56
15583,15584.0,2025-09-27 20:00:00,2025,9,27,20,981,38.292904,21.766819,23.54,51818.78,343.31,16.65,0.0,2.17,2.17,25.52,34.08,33791.03
15592,15593.0,2025-09-27 21:00:00,2025,9,27,21,981,38.292904,21.766819,23.33,52068.28,343.56,8.5,0.0,1.39,1.39,16.31,34.26,33953.73
15601,15602.0,2025-09-27 22:00:00,2025,9,27,22,981,38.292904,21.766819,23.35,52166.14,343.79,10.09,0.0,4.36,4.36,51.21,34.33,34017.54
15610,15611.0,2025-09-27 23:00:00,2025,9,27,23,981,38.292904,21.766819,23.09,52172.83,344.63,9.01,0.0,1.82,1.82,21.3,34.34,34021.91
15619,15620.0,2025-09-28 00:00:00,2025,9,28,0,981,38.292904,21.766819,22.6,52070.1,345.23,7.79,0.0,0.47,0.47,5.39,34.26,33954.91
15628,15629.0,2025-09-28 01:00:00,2025,9,28,1,981,38.292904,21.766819,22.55,51753.98,345.54,8.88,0.0,0.89,0.89,10.26,34.03,33748.77
15637,15638.0,2025-09-28 02:00:00,2025,9,28,2,981,38.292904,21.766819,22.75,51819.17,345.23,8.03,0.0,1.76,1.76,20.46,34.08,33791.28
15646,15647.0,2025-09-28 03:00:00,2025,9,28,3,981,38.292904,21.766819,22.99,51963.67,344.66,6.97,0.0,1.47,1.47,17.23,34.18,33885.51
15655,15656.0,2025-09-28 04:00:00,2025,9,28,4,981,38.292904,21.766819,22.57,51871.61,345.11,7.82,0.0,0.0,0.0,0.0,34.12,33825.48
15664,15665.0,2025-09-28 05:00:00,2025,9,28,5,981,38.292904,21.766819,22.36,52007.37,345.42,8.82,0.0,0.89,0.89,10.28,34.22,33914.0
15673,15674.0,2025-09-28 06:00:00,2025,9,28,6,981,38.292904,21.766819,22.25,52109.41,345.55,10.2,0.0,1.3,1.3,14.99,34.29,33980.55
15682,15683.0,2025-09-28 07:00:00,2025,9,28,7,981,38.292904,21.766819,22.38,52354.15,345.76,9.94,0.0,1.15,1.15,13.15,34.47,34140.14
15691,15692.0,2025-09-28 08:00:00,2025,9,28,8,981,38.292904,21.766819,22.24,52441.41,345.72,9.98,0.0,1.61,1.61,18.45,34.54,34197.04
15700,15701.0,2025-09-28 09:00:00,2025,9,28,9,981,38.292904,21.766819,22.42,52555.8,345.54,8.33,0.0,2.63,2.63,30.31,34.62,34271.64
