"id","date_insert","year","month","day","hour","sensor_id","lat","lng","wtempV_°C","conductivity_of_solution_ mS_cm","oxidation_reduction_potential_ mV","total_suspended_solids_mg_L","turbidity_NTU","dissolved_oxygen_concentration _ppm","dissolved_oxygen_concentration_mg_L","oxygen_saturation_%","salinity_ppt","dissolved_solids _ppm"
9871,"2025-08-22 02:00:00",2025,8,22,2,979,"38.317789","21.818416",25.45,57526.41,109.26,756.54,438.33,4.13,4.13,50.33,38.56,37512.97
9872,"2025-08-22 02:00:00",2025,8,22,2,980,"38.30971","21.779349",26.34,49117.02,164.48,1001.40,591.84,2.70,2.71,33.52,31.66,32029.21
9873,"2025-08-22 02:00:00",2025,8,22,2,982,"38.28469","21.759148",26.31,37819.18,315.75,653.99,376.09,4.21,4.21,52.24,23.98,24661.89
9874,"2025-08-22 02:00:00",2025,8,22,2,983,"38.282368","21.754868",26.09,58326.38,50.67,750.68,411.44,5.56,5.56,68.69,39.20,38034.64
9875,"2025-08-22 02:00:00",2025,8,22,2,984,"38.183667","21.678139",26.97,52531.02,293.70,241.30,149.62,5.30,5.30,66.40,34.60,34255.48
9876,"2025-08-22 03:00:00",2025,8,22,3,976,"38.310409","21.784038",24.65,57402.49,-117.89,311.96,189.11,7.04,7.04,84.55,38.46,37432.17
9877,"2025-08-22 03:00:00",2025,8,22,3,977,"38.328212","21.876467",24.59,59091.23,-338.93,418.37,266.22,2.12,2.12,25.43,39.82,38533.39
9878,"2025-08-22 03:00:00",2025,8,22,3,978,"38.331904","21.842924",25.60,52755.57,34.78,1842.58,1138.34,6.50,6.50,79.54,34.77,34401.91
9879,"2025-08-22 03:00:00",2025,8,22,3,979,"38.317789","21.818416",25.39,58745.45,110.73,749.96,435.26,3.90,3.90,47.51,39.54,38307.91
9880,"2025-08-22 03:00:00",2025,8,22,3,980,"38.30971","21.779349",26.39,49032.40,163.98,976.04,574.94,2.71,2.71,33.74,32.03,31974.03
9881,"2025-08-22 03:00:00",2025,8,22,3,982,"38.28469","21.759148",26.10,37739.15,318.68,679.57,395.12,4.35,4.35,53.74,23.93,24609.70
9882,"2025-08-22 03:00:00",2025,8,22,3,983,"38.282368","21.754868",26.07,58428.98,50.98,735.98,403.15,5.63,5.63,69.54,39.29,38101.54
9883,"2025-08-22 03:00:00",2025,8,22,3,984,"38.183667","21.678139",26.97,52319.91,294.51,241.30,149.62,5.41,5.41,67.80,34.45,34117.82
9884,"2025-08-22 04:00:00",2025,8,22,4,976,"38.310409","21.784038",24.66,57402.49,-121.41,261.57,159.20,6.87,6.87,82.60,38.46,37432.17
9885,"2025-08-22 04:00:00",2025,8,22,4,977,"38.328212","21.876467",24.55,58887.31,-339.80,421.26,269.86,2.14,2.14,25.71,39.66,38400.41
9886,"2025-08-22 04:00:00",2025,8,22,4,978,"38.331904","21.842924",25.54,52880.72,27.40,1849.38,1149.85,6.41,6.41,78.36,34.86,34483.52
9887,"2025-08-22 04:00:00",2025,8,22,4,979,"38.317789","21.818416",25.35,56765.33,110.97,760.63,442.31,4.02,4.02,48.99,37.94,37016.68
9888,"2025-08-22 04:00:00",2025,8,22,4,980,"38.30971","21.779349",26.40,48959.79,157.12,939.73,553.12,2.62,2.62,32.55,31.97,31926.68
9889,"2025-08-22 04:00:00",2025,8,22,4,982,"38.28469","21.759148",26.06,37773.78,318.58,697.32,403.11,4.51,4.51,55.62,23.95,24632.28
9890,"2025-08-22 04:00:00",2025,8,22,4,983,"38.282368","21.754868",26.12,58453.81,40.88,709.81,387.48,5.68,5.68,70.02,39.31,38117.73
9891,"2025-08-22 04:00:00",2025,8,22,4,984,"38.183667","21.678139",26.97,52717.34,293.43,241.30,149.62,5.33,5.33,66.70,34.74,34376.98
9892,"2025-08-22 05:00:00",2025,8,22,5,976,"38.310409","21.784038",24.67,57402.49,-121.10,244.18,148.60,6.87,6.87,82.56,38.46,37432.17
9893,"2025-08-22 05:00:00",2025,8,22,5,977,"38.328212","21.876467",24.48,58755.91,-338.19,421.79,269.46,2.19,2.19,26.25,39.55,38314.73
9894,"2025-08-22 05:00:00",2025,8,22,5,978,"38.331904","21.842924",25.58,52845.61,29.45,1856.36,1160.13,6.66,6.66,81.51,34.84,34460.62
9895,"2025-08-22 05:00:00",2025,8,22,5,979,"38.317789","21.818416",25.35,56178.19,108.15,792.13,457.96,3.83,3.83,46.60,37.47,36633.80
9896,"2025-08-22 05:00:00",2025,8,22,5,980,"38.30971","21.779349",26.36,50647.34,156.63,894.06,523.25,2.67,2.67,33.23,33.21,33027.13
9897,"2025-08-22 05:00:00",2025,8,22,5,982,"38.28469","21.759148",26.07,37771.55,319.56,745.97,427.98,4.49,4.49,55.49,23.95,24630.83
9898,"2025-08-22 05:00:00",2025,8,22,5,983,"38.282368","21.754868",26.01,58404.08,52.00,686.12,373.76,5.92,5.92,73.03,39.27,38085.30
9899,"2025-08-22 05:00:00",2025,8,22,5,984,"38.183667","21.678139",26.97,52774.77,292.39,241.30,149.62,5.38,5.38,67.41,34.79,34414.43
9900,"2025-08-22 06:00:00",2025,8,22,6,976,"38.310409","21.784038",24.63,57402.49,-121.91,235.03,142.84,6.81,6.81,81.81,38.46,37432.17
9901,"2025-08-22 06:00:00",2025,8,22,6,977,"38.328212","21.876467",24.48,58713.72,-338.55,430.97,275.96,2.24,2.24,26.84,39.52,38287.22
9902,"2025-08-22 06:00:00",2025,8,22,6,978,"38.331904","21.842924",25.55,52747.16,27.92,1862.42,1163.15,6.46,6.46,79.09,34.76,34396.43
9903,"2025-08-22 06:00:00",2025,8,22,6,979,"38.317789","21.818416",25.31,55890.17,107.36,809.48,467.41,3.89,3.89,47.36,37.24,36445.98
9904,"2025-08-22 06:00:00",2025,8,22,6,980,"38.30971","21.779349",26.38,50194.22,157.93,852.19,498.28,2.71,2.71,33.72,32.88,32731.65
9905,"2025-08-22 06:00:00",2025,8,22,6,982,"38.28469","21.759148",25.98,37431.38,322.86,781.53,438.39,4.57,4.57,56.30,23.71,24409.00
9906,"2025-08-22 06:00:00",2025,8,22,6,983,"38.282368","21.754868",26.01,58422.37,55.25,652.26,356.87,6.15,6.15,75.95,39.28,38097.23
9907,"2025-08-22 06:00:00",2025,8,22,6,984,"38.183667","21.678139",26.53,52790.14,293.72,432.78,261.62,5.07,5.07,63.25,34.80,34424.45
9908,"2025-08-22 07:00:00",2025,8,22,7,976,"38.310409","21.784038",24.63,57402.49,-93.59,242.91,148.98,6.55,6.55,78.70,38.46,37432.17
9909,"2025-08-22 07:00:00",2025,8,22,7,977,"38.328212","21.876467",24.55,59438.43,-161.30,444.80,283.48,2.34,2.34,28.04,40.11,38759.80
9910,"2025-08-22 07:00:00",2025,8,22,7,978,"38.331904","21.842924",25.53,52805.94,91.96,1868.69,1169.36,7.06,7.06,86.34,34.81,34434.75
9911,"2025-08-22 07:00:00",2025,8,22,7,979,"38.317789","21.818416",25.30,58420.52,113.75,827.39,477.89,3.98,3.98,48.44,39.28,38096.02
9912,"2025-08-22 07:00:00",2025,8,22,7,980,"38.30971","21.779349",26.38,51038.64,177.35,836.74,491.37,2.73,2.73,33.92,33.50,33282.30
9913,"2025-08-22 07:00:00",2025,8,22,7,982,"38.28469","21.759148",25.90,37542.34,318.44,789.41,439.82,4.55,4.55,55.98,23.79,24481.36
9914,"2025-08-22 07:00:00",2025,8,22,7,983,"38.282368","21.754868",25.90,58462.01,81.95,627.37,344.35,6.29,6.29,77.36,39.31,38123.08
9915,"2025-08-22 07:00:00",2025,8,22,7,984,"38.183667","21.678139",26.53,52509.82,297.79,432.78,261.62,4.93,4.93,61.49,34.59,34241.66
9916,"2025-08-22 08:00:00",2025,8,22,8,976,"38.310409","21.784038",24.58,57402.49,-77.80,246.27,151.66,6.94,6.94,83.26,38.46,37432.17
9917,"2025-08-22 08:00:00",2025,8,22,8,977,"38.328212","21.876467",24.69,59279.56,-60.94,438.27,275.77,2.60,2.60,31.26,39.98,38656.20
9918,"2025-08-22 08:00:00",2025,8,22,8,978,"38.331904","21.842924",25.59,52603.53,119.04,1875.17,1173.49,9.32,9.32,114.17,34.66,34302.76
9919,"2025-08-22 08:00:00",2025,8,22,8,979,"38.317789","21.818416",25.35,57470.13,118.65,853.81,492.90,3.99,3.99,48.54,38.51,37476.27
9920,"2025-08-22 08:00:00",2025,8,22,8,980,"38.30971","21.779349",26.34,50724.96,191.37,823.35,483.53,2.92,2.92,36.24,33.27,33077.75
9921,"2025-08-22 08:00:00",2025,8,22,8,982,"38.28469","21.759148",25.83,37572.46,312.41,844.90,465.22,4.58,4.58,56.33,23.81,24501.01
9922,"2025-08-22 08:00:00",2025,8,22,8,983,"38.282368","21.754868",26.02,58435.34,93.84,646.56,355.11,6.34,6.34,78.21,39.29,38105.69
9923,"2025-08-22 08:00:00",2025,8,22,8,984,"38.183667","21.678139",26.53,50594.02,301.94,432.78,261.62,5.13,5.13,63.92,33.17,32992.36
9924,"2025-08-22 09:00:00",2025,8,22,9,976,"38.310409","21.784038",23.66,57402.49,-67.19,291.74,175.48,7.17,7.17,83.28,38.46,37432.17
9925,"2025-08-22 09:00:00",2025,8,22,9,977,"38.328212","21.876467",24.78,58131.80,-57.17,469.59,301.88,2.80,2.80,33.72,39.05,37907.75
9926,"2025-08-22 09:00:00",2025,8,22,9,978,"38.331904","21.842924",25.64,52695.73,121.42,1885.13,1180.82,9.91,9.91,121.39,34.73,34362.89
9927,"2025-08-22 09:00:00",2025,8,22,9,979,"38.317789","21.818416",25.51,57337.71,122.52,855.29,493.59,4.30,4.30,52.59,38.40,37389.92
9928,"2025-08-22 09:00:00",2025,8,22,9,980,"38.30971","21.779349",26.42,51774.18,194.79,821.25,482.94,3.04,3.04,37.73,34.04,33761.95
9929,"2025-08-22 09:00:00",2025,8,22,9,982,"38.28469","21.759148",25.89,37594.21,315.34,892.67,491.04,4.83,4.83,59.39,23.83,24515.19
9930,"2025-08-22 09:00:00",2025,8,22,9,983,"38.282368","21.754868",26.03,58220.22,110.95,657.91,361.77,6.51,6.51,80.33,39.12,37965.41
9931,"2025-08-22 09:00:00",2025,8,22,9,984,"38.183667","21.678139",26.53,49970.34,301.43,432.78,261.62,5.65,5.65,70.77,32.72,32585.66
9932,"2025-08-22 10:00:00",2025,8,22,10,976,"38.310409","21.784038",23.47,56845.19,-65.95,264.99,162.74,7.30,7.30,86.08,38.01,37068.75
9933,"2025-08-22 10:00:00",2025,8,22,10,977,"38.328212","21.876467",24.79,59005.60,-59.04,467.10,301.83,2.88,2.88,34.69,39.75,38477.55
9934,"2025-08-22 10:00:00",2025,8,22,10,978,"38.331904","21.842924",25.71,52645.89,115.30,1902.04,1185.69,9.65,9.65,118.55,34.69,34330.39
9935,"2025-08-22 10:00:00",2025,8,22,10,979,"38.317789","21.818416",25.59,56371.14,123.12,845.87,487.99,4.96,4.96,60.56,37.63,36759.62
9936,"2025-08-22 10:00:00",2025,8,22,10,980,"38.30971","21.779349",26.40,50122.44,197.13,838.18,494.07,3.04,3.04,37.79,32.83,32684.85
9937,"2025-08-22 10:00:00",2025,8,22,10,982,"38.28469","21.759148",26.14,37853.78,308.12,882.53,499.43,4.88,4.88,60.39,24.01,24684.45
9938,"2025-08-22 10:00:00",2025,8,22,10,983,"38.282368","21.754868",26.46,58239.44,122.52,659.21,362.56,6.64,6.64,82.72,39.13,37977.94
9939,"2025-08-22 10:00:00",2025,8,22,10,984,"38.183667","21.678139",26.53,50963.44,299.05,432.78,261.62,5.74,5.74,72.19,33.45,33233.26
9940,"2025-08-22 11:00:00",2025,8,22,11,976,"38.310409","21.784038",24.05,56845.19,-70.79,277.41,169.25,7.14,7.14,84.43,38.01,37068.75
9941,"2025-08-22 11:00:00",2025,8,22,11,977,"38.328212","21.876467",24.85,59141.10,-65.81,505.91,323.33,2.94,2.94,35.31,39.86,38565.91
9942,"2025-08-22 11:00:00",2025,8,22,11,978,"38.331904","21.842924",25.84,52591.85,113.08,1920.33,1189.91,9.84,9.84,121.08,34.65,34295.14
9943,"2025-08-22 11:00:00",2025,8,22,11,979,"38.317789","21.818416",25.70,57247.72,123.51,846.99,488.32,4.90,4.90,60.08,38.33,37331.24
9944,"2025-08-22 11:00:00",2025,8,22,11,980,"38.30971","21.779349",26.40,50313.77,201.56,853.71,504.00,3.00,3.00,37.26,32.97,32809.61
9945,"2025-08-22 11:00:00",2025,8,22,11,982,"38.28469","21.759148",26.58,37707.50,322.25,839.12,489.93,4.97,4.97,62.05,23.90,24589.06
9946,"2025-08-22 11:00:00",2025,8,22,11,983,"38.282368","21.754868",26.81,58220.02,135.21,663.78,364.00,7.04,7.04,88.24,39.12,37965.28
9947,"2025-08-22 11:00:00",2025,8,22,11,984,"38.183667","21.678139",26.53,50536.88,300.33,432.78,261.62,5.93,5.93,75.22,33.13,32955.10
9948,"2025-08-22 12:00:00",2025,8,22,12,976,"38.310409","21.784038",24.56,56845.19,-70.87,249.45,152.26,7.07,7.07,84.34,38.01,37068.75
9949,"2025-08-22 12:00:00",2025,8,22,12,977,"38.328212","21.876467",24.65,58972.46,-69.54,519.60,327.82,3.00,3.00,35.99,39.73,38455.94
9950,"2025-08-22 12:00:00",2025,8,22,12,978,"38.331904","21.842924",25.98,52555.58,114.30,1941.55,1204.09,9.88,9.88,121.84,34.62,34271.50
9951,"2025-08-22 12:00:00",2025,8,22,12,979,"38.317789","21.818416",25.84,58604.07,124.24,844.56,486.76,5.28,5.28,64.92,39.43,38215.71
9952,"2025-08-22 12:00:00",2025,8,22,12,980,"38.30971","21.779349",26.58,50282.50,206.02,862.93,511.51,3.00,3.00,37.47,32.95,32789.22
9953,"2025-08-22 12:00:00",2025,8,22,12,981,"38.292904","21.766819",26.54,39445.85,294.95,4.91,0.66,1.02,1.02,12.77,25.13,25722.64
9954,"2025-08-22 12:00:00",2025,8,22,12,982,"38.28469","21.759148",27.11,37521.82,313.01,835.09,493.85,5.16,5.16,65.14,23.77,24467.98
9955,"2025-08-22 12:00:00",2025,8,22,12,983,"38.282368","21.754868",27.43,58171.96,141.13,673.51,368.80,7.59,7.59,96.39,39.08,37933.94
9956,"2025-08-22 12:00:00",2025,8,22,12,984,"38.183667","21.678139",26.53,52430.25,299.25,432.78,261.62,6.18,6.18,78.79,34.53,34189.77
9957,"2025-08-22 13:00:00",2025,8,22,13,976,"38.310409","21.784038",24.79,56845.19,-72.09,293.47,176.86,7.07,7.07,84.67,38.01,37068.75
9958,"2025-08-22 13:00:00",2025,8,22,13,977,"38.328212","21.876467",24.79,58097.82,-78.50,673.78,475.10,2.98,2.98,35.91,39.02,37885.59
9959,"2025-08-22 13:00:00",2025,8,22,13,978,"38.331904","21.842924",26.09,52531.91,113.84,1968.03,1221.23,9.42,9.42,116.39,34.61,34256.06
9960,"2025-08-22 13:00:00",2025,8,22,13,979,"38.317789","21.818416",26.25,57455.38,127.73,840.41,484.49,5.97,5.97,74.07,38.50,37466.66
9961,"2025-08-22 13:00:00",2025,8,22,13,980,"38.30971","21.779349",26.71,50056.02,215.07,882.34,522.66,3.12,3.12,39.09,32.78,32641.53
9962,"2025-08-22 13:00:00",2025,8,22,13,981,"38.292904","21.766819",26.77,39351.42,294.61,8.03,1.96,1.04,1.04,12.99,25.06,25661.06
9963,"2025-08-22 13:00:00",2025,8,22,13,982,"38.28469","21.759148",27.69,37550.39,304.78,810.63,484.07,5.49,5.49,69.84,23.79,24486.61
9964,"2025-08-22 13:00:00",2025,8,22,13,983,"38.282368","21.754868",28.07,58178.08,141.96,665.46,365.26,8.31,8.31,106.50,39.08,37937.93
9965,"2025-08-22 13:00:00",2025,8,22,13,984,"38.183667","21.678139",26.53,52731.11,298.67,432.78,261.62,6.80,6.80,86.65,34.75,34385.96
9966,"2025-08-22 14:00:00",2025,8,22,14,976,"38.310409","21.784038",24.82,56799.76,-72.36,294.79,177.43,7.15,7.15,86.15,37.97,37039.13
9967,"2025-08-22 14:00:00",2025,8,22,14,977,"38.328212","21.876467",24.76,58568.36,-92.33,639.61,448.08,2.81,2.81,33.84,39.40,38192.43
9968,"2025-08-22 14:00:00",2025,8,22,14,978,"38.331904","21.842924",26.27,52510.02,111.10,2003.99,1236.99,8.72,8.72,108.00,34.59,34241.79
9969,"2025-08-22 14:00:00",2025,8,22,14,979,"38.317789","21.818416",26.08,56443.86,133.92,833.15,480.79,6.40,6.40,78.66,37.69,36807.04
9970,"2025-08-22 14:00:00",2025,8,22,14,980,"38.30971","21.779349",26.50,50077.39,214.96,922.18,547.10,3.32,3.32,41.17,32.79,32655.47
9971,"2025-08-22 14:00:00",2025,8,22,14,981,"38.292904","21.766819",26.76,39431.92,293.95,5.37,0.45,1.03,1.03,12.95,25.12,25713.55
9972,"2025-08-22 14:00:00",2025,8,22,14,982,"38.28469","21.759148",27.61,37525.32,309.96,803.87,473.78,5.65,5.65,71.75,23.78,24470.26
9973,"2025-08-22 14:00:00",2025,8,22,14,983,"38.282368","21.754868",28.11,58388.52,142.16,639.39,349.38,9.30,9.30,118.16,39.25,38075.15
9974,"2025-08-22 14:00:00",2025,8,22,14,984,"38.183667","21.678139",26.53,52296.93,299.24,432.78,261.62,6.97,6.97,88.78,34.43,34102.83
9975,"2025-08-22 15:00:00",2025,8,22,15,976,"38.310409","21.784038",24.89,56799.76,-74.00,258.50,168.37,7.26,7.26,87.41,37.97,37039.13
9976,"2025-08-22 15:00:00",2025,8,22,15,977,"38.328212","21.876467",24.75,58198.12,-96.90,216.01,139.84,2.72,2.72,32.72,39.10,37950.99
9977,"2025-08-22 15:00:00",2025,8,22,15,978,"38.331904","21.842924",26.22,52510.12,107.52,2038.59,1263.61,8.29,8.29,102.77,34.59,34241.85
9978,"2025-08-22 15:00:00",2025,8,22,15,979,"38.317789","21.818416",25.83,57651.11,133.37,834.33,482.29,6.41,6.41,78.77,38.66,37594.29
9979,"2025-08-22 15:00:00",2025,8,22,15,980,"38.30971","21.779349",26.62,48310.66,210.28,946.06,560.48,3.22,3.22,40.27,31.50,31503.38
9980,"2025-08-22 15:00:00",2025,8,22,15,981,"38.292904","21.766819",26.55,39162.34,297.08,4.02,0.37,1.03,1.03,12.89,24.93,25537.77
9981,"2025-08-22 15:00:00",2025,8,22,15,982,"38.28469","21.759148",27.39,37381.00,310.95,782.60,482.51,5.33,5.33,67.62,23.68,24376.15
9982,"2025-08-22 15:00:00",2025,8,22,15,983,"38.282368","21.754868",27.36,58324.98,140.26,619.12,339.28,9.82,9.82,124.51,9997.04,38033.72
9983,"2025-08-22 15:00:00",2025,8,22,15,984,"38.183667","21.678139",26.53,52551.84,299.21,432.78,261.62,6.93,6.93,88.15,34.62,34269.06
9984,"2025-08-22 16:00:00",2025,8,22,16,976,"38.310409","21.784038",24.82,56799.76,-70.62,287.43,176.10,7.24,7.24,87.30,37.97,37039.13
9985,"2025-08-22 16:00:00",2025,8,22,16,977,"38.328212","21.876467",24.75,58221.48,-121.99,246.38,154.57,2.68,2.68,32.32,39.12,37966.23
9986,"2025-08-22 16:00:00",2025,8,22,16,978,"38.331904","21.842924",26.27,52508.43,100.55,2068.19,1283.37,8.17,8.17,101.46,34.59,34240.75
9987,"2025-08-22 16:00:00",2025,8,22,16,979,"38.317789","21.818416",25.91,58571.25,130.83,833.60,481.48,6.09,6.09,75.05,39.40,38194.31
9988,"2025-08-22 16:00:00",2025,8,22,16,980,"38.30971","21.779349",26.72,48761.33,207.77,953.45,560.62,3.00,3.00,37.58,31.83,31797.27
9989,"2025-08-22 16:00:00",2025,8,22,16,981,"38.292904","21.766819",26.62,39305.54,297.61,3.89,0.44,1.03,1.03,12.91,25.03,25631.14
9990,"2025-08-22 16:00:00",2025,8,22,16,982,"38.28469","21.759148",27.70,37354.12,307.45,795.64,514.60,5.22,5.22,66.32,23.66,24358.62
9991,"2025-08-22 16:00:00",2025,8,22,16,983,"38.282368","21.754868",27.69,58238.36,138.42,618.59,340.87,10.16,10.16,127.91,39.13,37977.23
9992,"2025-08-22 16:00:00",2025,8,22,16,984,"38.183667","21.678139",27.62,52308.23,299.88,432.78,261.62,6.90,6.90,87.71,34.44,34110.20
9993,"2025-08-22 17:00:00",2025,8,22,17,976,"38.310409","21.784038",24.81,56799.76,-73.69,291.27,180.96,7.23,7.23,87.15,37.97,37039.13
9994,"2025-08-22 17:00:00",2025,8,22,17,977,"38.328212","21.876467",24.74,58080.73,-131.61,271.89,171.05,2.58,2.58,31.11,39.00,37874.45
9995,"2025-08-22 17:00:00",2025,8,22,17,978,"38.331904","21.842924",26.22,52574.46,93.36,2089.09,1295.14,7.82,7.82,97.05,34.64,34283.81
9996,"2025-08-22 17:00:00",2025,8,22,17,979,"38.317789","21.818416",25.70,57609.09,127.25,832.11,480.64,5.92,5.92,72.58,38.62,37566.89
9997,"2025-08-22 17:00:00",2025,8,22,17,980,"38.30971","21.779349",26.76,48321.59,194.54,958.56,561.04,2.89,2.89,36.21,31.51,31510.51
9998,"2025-08-22 17:00:00",2025,8,22,17,981,"38.292904","21.766819",26.78,39367.59,296.12,3.45,0.09,1.00,1.00,12.60,25.07,25671.60
9999,"2025-08-22 17:00:00",2025,8,22,17,982,"38.28469","21.759148",27.75,37348.72,304.87,840.41,521.22,5.10,5.10,64.84,23.65,24355.10
10000,"2025-08-22 17:00:00",2025,8,22,17,983,"38.282368","21.754868",27.18,58248.88,133.66,615.31,337.97,10.00,10.00,126.44,39.14,37984.09
10001,"2025-08-22 17:00:00",2025,8,22,17,984,"38.183667","21.678139",27.62,52373.97,299.47,372.77,218.96,6.78,6.78,86.24,34.49,34153.07
10002,"2025-08-22 18:00:00",2025,8,22,18,976,"38.310409","21.784038",24.76,56799.76,-82.85,293.60,181.10,7.19,7.19,86.65,37.97,37039.13
10003,"2025-08-22 18:00:00",2025,8,22,18,977,"38.328212","21.876467",24.77,58072.45,-139.16,289.08,182.48,2.52,2.52,30.39,39.00,37869.04
10004,"2025-08-22 18:00:00",2025,8,22,18,978,"38.331904","21.842924",26.13,52564.53,85.74,2100.49,1305.69,7.54,7.54,93.33,34.63,34277.33
10005,"2025-08-22 18:00:00",2025,8,22,18,979,"38.317789","21.818416",25.69,57928.95,120.37,833.49,480.97,5.51,5.51,67.61,38.88,37775.46
10006,"2025-08-22 18:00:00",2025,8,22,18,980,"38.30971","21.779349",26.71,48523.36,191.29,957.74,561.11,2.82,2.82,35.25,31.66,31642.08
10007,"2025-08-22 18:00:00",2025,8,22,18,981,"38.292904","21.766819",26.78,39324.94,290.79,3.14,0.37,1.01,1.01,12.71,25.04,25643.79
10008,"2025-08-22 18:00:00",2025,8,22,18,982,"38.28469","21.759148",27.49,37425.21,301.68,838.04,519.05,4.85,4.85,61.61,23.71,24404.98
10009,"2025-08-22 18:00:00",2025,8,22,18,983,"38.282368","21.754868",26.85,58448.94,127.45,619.51,340.31,9.68,9.68,121.08,39.30,38114.55
10010,"2025-08-22 18:00:00",2025,8,22,18,984,"38.183667","21.678139",27.67,52842.34,297.76,334.37,199.24,6.70,6.70,85.25,34.84,34458.49
10011,"2025-08-22 19:00:00",2025,8,22,19,976,"38.310409","21.784038",25.05,56799.76,-100.33,250.58,154.47,7.02,7.02,84.92,37.97,37039.13
10012,"2025-08-22 19:00:00",2025,8,22,19,977,"38.328212","21.876467",24.81,58123.82,-160.27,300.70,189.72,2.46,2.46,29.71,39.04,37902.54
10013,"2025-08-22 19:00:00",2025,8,22,19,978,"38.331904","21.842924",26.07,52466.29,76.10,2103.24,1311.64,7.31,7.31,90.47,34.56,34213.27
10014,"2025-08-22 19:00:00",2025,8,22,19,979,"38.317789","21.818416",25.54,56925.46,109.39,839.28,483.68,4.85,4.85,59.35,38.07,37121.10
10015,"2025-08-22 19:00:00",2025,8,22,19,980,"38.30971","21.779349",26.69,47503.71,195.78,926.11,543.85,2.80,2.80,35.01,30.91,30977.17
10016,"2025-08-22 19:00:00",2025,8,22,19,981,"38.292904","21.766819",26.77,39452.49,291.44,4.95,0.59,1.00,1.00,12.61,25.13,25726.97
10017,"2025-08-22 19:00:00",2025,8,22,19,982,"38.28469","21.759148",27.69,37514.55,302.52,845.17,526.06,4.78,4.78,60.76,23.77,24463.24
10018,"2025-08-22 19:00:00",2025,8,22,19,983,"38.282368","21.754868",26.83,58250.82,103.59,637.83,349.88,8.86,8.86,111.15,39.14,37985.36
10019,"2025-08-22 19:00:00",2025,8,22,19,984,"38.183667","21.678139",27.67,52958.41,297.85,319.21,190.99,6.39,6.39,81.29,34.92,34534.18
10020,"2025-08-22 20:00:00",2025,8,22,20,976,"38.310409","21.784038",24.78,56799.76,-125.12,291.22,173.86,6.86,6.86,82.59,37.97,37039.13
10021,"2025-08-22 20:00:00",2025,8,22,20,977,"38.328212","21.876467",24.78,58351.19,-214.18,303.58,191.78,2.34,2.34,28.22,39.22,38050.81
10022,"2025-08-22 20:00:00",2025,8,22,20,978,"38.331904","21.842924",25.99,52377.45,58.35,2111.24,1316.43,6.68,6.68,82.52,34.49,34155.34
10023,"2025-08-22 20:00:00",2025,8,22,20,979,"38.317789","21.818416",25.36,58213.13,100.60,845.02,486.93,4.52,4.52,55.08,39.11,37960.79
10024,"2025-08-22 20:00:00",2025,8,22,20,980,"38.30971","21.779349",26.65,49053.43,168.78,883.50,519.09,2.70,2.70,33.78,32.04,31987.75
10025,"2025-08-22 20:00:00",2025,8,22,20,981,"38.292904","21.766819",26.76,39603.39,285.94,4.31,2.29,0.99,0.99,12.43,25.24,25825.38
10026,"2025-08-22 20:00:00",2025,8,22,20,982,"38.28469","21.759148",27.53,37442.16,304.52,843.80,519.68,4.64,4.64,58.97,23.72,24416.03
10027,"2025-08-22 20:00:00",2025,8,22,20,983,"38.282368","21.754868",26.41,58239.69,61.94,663.65,362.98,8.32,8.32,103.42,39.13,37978.11
10028,"2025-08-22 20:00:00",2025,8,22,20,984,"38.183667","21.678139",27.53,53004.71,297.11,301.10,181.39,6.16,6.16,78.36,34.96,34564.38
10029,"2025-08-22 21:00:00",2025,8,22,21,976,"38.310409","21.784038",24.09,56799.76,-121.05,302.45,184.60,6.99,6.99,83.21,37.97,37039.13
10030,"2025-08-22 21:00:00",2025,8,22,21,977,"38.328212","21.876467",24.22,58003.49,-227.04,308.21,197.48,2.29,2.29,27.30,38.94,37824.08
10031,"2025-08-22 21:00:00",2025,8,22,21,978,"38.331904","21.842924",25.91,52480.93,53.80,2129.41,1331.47,6.87,6.87,84.68,34.57,34222.82
10032,"2025-08-22 21:00:00",2025,8,22,21,979,"38.317789","21.818416",25.39,58812.81,98.82,848.12,489.09,4.38,4.38,53.35,39.60,38351.84
10033,"2025-08-22 21:00:00",2025,8,22,21,980,"38.30971","21.779349",26.70,47826.30,166.77,873.60,519.05,2.70,2.70,33.72,31.15,31187.53
10034,"2025-08-22 21:00:00",2025,8,22,21,981,"38.292904","21.766819",26.53,39089.43,284.21,10.38,3.23,1.02,1.02,12.81,24.88,25490.22
10035,"2025-08-22 21:00:00",2025,8,22,21,982,"38.28469","21.759148",27.14,37662.71,304.68,848.05,470.28,4.50,4.50,56.81,23.87,24559.85
10036,"2025-08-22 21:00:00",2025,8,22,21,983,"38.282368","21.754868",26.33,58095.11,49.23,685.75,374.65,7.63,7.63,94.83,39.02,37883.82
10037,"2025-08-22 21:00:00",2025,8,22,21,984,"38.183667","21.678139",27.42,53136.60,295.66,296.86,173.18,5.88,5.88,74.67,35.06,34650.38
10038,"2025-08-22 22:00:00",2025,8,22,22,976,"38.310409","21.784038",24.32,56799.76,-120.65,445.57,209.82,7.00,7.00,83.57,37.97,37039.13
10039,"2025-08-22 22:00:00",2025,8,22,22,977,"38.328212","21.876467",23.80,58275.36,-220.94,318.23,199.85,2.34,2.34,27.83,39.16,38001.36
