"id","date_insert","year","month","day","hour","sensor_id","lat","lng","wtempV_°C","conductivity_of_solution_ mS_cm","oxidation_reduction_potential_ mV","total_suspended_solids_mg_L","turbidity_NTU","dissolved_oxygen_concentration _ppm","dissolved_oxygen_concentration_mg_L","oxygen_saturation_%","salinity_ppt","dissolved_solids _ppm"
14660,"2025-09-23 06:00:00",2025,9,23,6,978,"38.331904","21.842924",22.92,44080.65,58.84,1648.29,815.03,7.20,7.20,83.82,28.43,28744.99
14661,"2025-09-23 06:00:00",2025,9,23,6,979,"38.317789","21.818416",23.01,49830.52,42.80,52.99,33.80,3.95,3.95,46.02,32.61,32494.48
14662,"2025-09-23 06:00:00",2025,9,23,6,980,"38.30971","21.779349",23.08,36148.52,185.88,441.23,265.17,2.64,2.64,30.83,22.81,23572.45
14663,"2025-09-23 06:00:00",2025,9,23,6,981,"38.292904","21.766819",22.85,46159.80,337.17,20.54,0.00,0.00,0.00,0.00,29.94,30100.80
14664,"2025-09-23 06:00:00",2025,9,23,6,982,"38.28469","21.759148",22.60,33857.81,337.27,459.35,266.81,4.46,4.46,51.51,21.22,22078.68
14665,"2025-09-23 06:00:00",2025,9,23,6,983,"38.282368","21.754868",22.60,59454.68,-115.33,432.38,241.78,6.03,6.03,69.53,40.12,38770.39
14666,"2025-09-23 06:00:00",2025,9,23,6,984,"38.183667","21.678139",25.23,53768.90,291.56,556.11,194.19,5.30,5.30,61.89,35.56,35062.70
14667,"2025-09-23 07:00:00",2025,9,23,7,976,"38.310409","21.784038",22.93,55355.73,-97.48,468.84,290.69,0.00,0.00,0.00,36.82,36097.48
14668,"2025-09-23 07:00:00",2025,9,23,7,977,"38.328212","21.876467",24.13,59575.55,-290.92,141.22,0.00,1.39,1.39,16.58,40.22,38849.21
14669,"2025-09-23 07:00:00",2025,9,23,7,978,"38.331904","21.842924",23.06,44155.99,82.69,1549.69,809.06,7.23,7.23,84.42,28.49,28794.12
14670,"2025-09-23 07:00:00",2025,9,23,7,979,"38.317789","21.818416",22.92,48184.54,43.38,52.91,33.60,3.96,3.96,46.05,31.41,31421.14
14671,"2025-09-23 07:00:00",2025,9,23,7,980,"38.30971","21.779349",23.20,37721.88,187.91,443.16,266.25,2.91,2.91,33.94,23.92,24598.44
14672,"2025-09-23 07:00:00",2025,9,23,7,981,"38.292904","21.766819",22.96,46645.82,337.03,17.84,0.00,3.81,3.81,44.45,30.29,30417.74
14673,"2025-09-23 07:00:00",2025,9,23,7,982,"38.28469","21.759148",22.71,33694.59,336.14,467.31,271.46,4.47,4.47,51.73,21.11,21972.24
14674,"2025-09-23 07:00:00",2025,9,23,7,983,"38.282368","21.754868",22.58,59375.96,-114.01,435.11,243.62,6.25,6.25,72.06,40.06,38719.06
14675,"2025-09-23 07:00:00",2025,9,23,7,984,"38.183667","21.678139",25.23,53792.69,293.64,556.11,194.19,5.37,5.37,62.65,35.57,35078.21
14676,"2025-09-23 08:00:00",2025,9,23,8,976,"38.310409","21.784038",22.98,56085.91,-85.62,426.03,270.75,0.00,0.00,0.00,37.40,36573.62
14677,"2025-09-23 08:00:00",2025,9,23,8,977,"38.328212","21.876467",24.34,59628.94,-126.60,143.84,0.00,1.57,1.57,18.71,40.26,38884.04
14678,"2025-09-23 08:00:00",2025,9,23,8,978,"38.331904","21.842924",23.06,44360.09,136.88,1450.88,808.29,8.24,8.24,96.16,28.64,28927.21
14679,"2025-09-23 08:00:00",2025,9,23,8,979,"38.317789","21.818416",22.67,47495.66,47.97,52.56,33.64,4.35,4.35,50.36,30.91,30971.92
14680,"2025-09-23 08:00:00",2025,9,23,8,980,"38.30971","21.779349",23.31,37220.61,196.22,445.06,266.86,3.43,3.43,40.18,23.56,24271.56
14681,"2025-09-23 08:00:00",2025,9,23,8,981,"38.292904","21.766819",23.02,46357.49,337.22,10.25,0.00,1.07,1.07,12.54,30.08,30229.72
14682,"2025-09-23 08:00:00",2025,9,23,8,982,"38.28469","21.759148",22.81,33810.21,334.86,477.33,277.24,4.68,4.68,54.22,21.19,22047.64
14683,"2025-09-23 08:00:00",2025,9,23,8,983,"38.282368","21.754868",22.59,59469.68,96.44,441.95,246.97,6.44,6.44,74.44,40.13,38780.18
14684,"2025-09-23 08:00:00",2025,9,23,8,984,"38.183667","21.678139",25.23,53746.03,298.59,556.11,194.19,5.45,5.45,63.47,35.54,35047.79
14685,"2025-09-23 09:00:00",2025,9,23,9,976,"38.310409","21.784038",23.68,56298.75,-86.12,432.46,293.83,0.00,0.00,0.00,37.57,36712.41
14686,"2025-09-23 09:00:00",2025,9,23,9,977,"38.328212","21.876467",24.43,59662.48,-86.01,154.02,0.00,1.65,1.65,19.73,40.29,38905.91
14687,"2025-09-23 09:00:00",2025,9,23,9,978,"38.331904","21.842924",23.04,44098.68,136.18,1368.33,811.97,8.40,8.40,97.90,28.45,28756.75
14688,"2025-09-23 09:00:00",2025,9,23,9,979,"38.317789","21.818416",22.85,48588.63,52.78,51.73,33.36,4.73,4.73,54.95,31.70,31684.65
14689,"2025-09-23 09:00:00",2025,9,23,9,980,"38.30971","21.779349",23.36,54492.13,198.46,447.36,268.34,3.92,3.92,45.98,36.13,35534.32
14690,"2025-09-23 09:00:00",2025,9,23,9,981,"38.292904","21.766819",23.11,46118.36,337.15,5.91,0.00,1.08,1.08,12.66,29.91,30073.78
14691,"2025-09-23 09:00:00",2025,9,23,9,982,"38.28469","21.759148",22.78,33802.60,331.19,489.07,284.17,5.04,5.04,58.43,21.18,22042.68
14692,"2025-09-23 09:00:00",2025,9,23,9,983,"38.282368","21.754868",22.84,59334.99,162.39,444.60,248.18,6.64,6.64,77.16,40.02,38692.35
14693,"2025-09-23 09:00:00",2025,9,23,9,984,"38.183667","21.678139",25.23,53714.99,297.88,556.11,194.19,5.53,5.53,64.79,35.51,35027.55
14694,"2025-09-23 10:00:00",2025,9,23,10,976,"38.310409","21.784038",23.84,56191.91,-88.49,392.38,283.80,0.00,0.00,0.00,37.48,36642.74
14695,"2025-09-23 10:00:00",2025,9,23,10,977,"38.328212","21.876467",24.47,59559.28,-70.85,158.24,5.45,1.69,1.69,20.20,40.20,38838.61
14696,"2025-09-23 10:00:00",2025,9,23,10,978,"38.331904","21.842924",23.06,44263.98,135.67,1355.11,813.97,8.19,8.19,95.59,28.57,28864.54
14697,"2025-09-23 10:00:00",2025,9,23,10,979,"38.317789","21.818416",23.08,48745.78,54.74,50.36,32.84,4.80,4.80,55.86,31.82,31787.13
14698,"2025-09-23 10:00:00",2025,9,23,10,980,"38.30971","21.779349",23.38,39548.36,199.46,457.09,273.58,3.82,3.82,44.79,25.20,25789.49
14699,"2025-09-23 10:00:00",2025,9,23,10,981,"38.292904","21.766819",23.33,45908.41,337.09,6.20,0.00,0.00,0.00,0.00,29.75,29936.88
14700,"2025-09-23 10:00:00",2025,9,23,10,982,"38.28469","21.759148",23.16,33764.45,331.84,500.45,290.29,5.40,5.40,63.05,21.16,22017.80
14701,"2025-09-23 10:00:00",2025,9,23,10,983,"38.282368","21.754868",23.08,59285.38,188.17,454.22,252.90,6.90,6.90,80.63,39.98,38660.00
14702,"2025-09-23 10:00:00",2025,9,23,10,984,"38.183667","21.678139",25.23,53979.98,298.41,556.11,194.19,5.58,5.58,65.58,35.72,35200.34
14703,"2025-09-23 11:00:00",2025,9,23,11,976,"38.310409","21.784038",23.81,55887.49,-93.36,9991.16,1887.02,0.00,0.00,0.00,37.24,36444.23
14704,"2025-09-23 11:00:00",2025,9,23,11,977,"38.328212","21.876467",24.55,59706.40,-81.65,131.47,0.00,1.66,1.66,19.87,40.32,38934.54
14705,"2025-09-23 11:00:00",2025,9,23,11,978,"38.331904","21.842924",23.36,44113.91,139.60,1367.80,823.11,9.94,9.94,116.78,28.46,28766.68
14706,"2025-09-23 11:00:00",2025,9,23,11,979,"38.317789","21.818416",23.36,50818.20,59.04,49.47,32.62,4.87,4.87,57.21,33.34,33138.55
14707,"2025-09-23 11:00:00",2025,9,23,11,980,"38.30971","21.779349",23.60,37362.02,202.67,468.75,279.34,3.74,3.74,44.07,23.66,24363.77
14708,"2025-09-23 11:00:00",2025,9,23,11,981,"38.292904","21.766819",23.71,45888.12,335.11,13.06,0.00,0.41,0.41,4.91,29.74,29923.64
14709,"2025-09-23 11:00:00",2025,9,23,11,982,"38.28469","21.759148",23.83,33959.41,329.24,658.67,1019.87,5.21,5.21,61.79,21.29,22144.93
14710,"2025-09-23 11:00:00",2025,9,23,11,983,"38.282368","21.754868",23.57,59338.30,193.79,460.18,256.09,7.35,7.35,86.83,40.02,38694.51
14711,"2025-09-23 11:00:00",2025,9,23,11,984,"38.183667","21.678139",25.23,53818.46,297.36,556.11,194.19,5.54,5.54,65.94,35.59,35095.02
14712,"2025-09-23 12:00:00",2025,9,23,12,976,"38.310409","21.784038",23.86,48730.30,-85.38,1239.88,428.60,0.00,0.00,0.00,31.81,31777.03
14713,"2025-09-23 12:00:00",2025,9,23,12,977,"38.328212","21.876467",24.64,59576.79,-81.99,137.71,0.00,1.63,1.63,19.64,40.22,38850.03
14714,"2025-09-23 12:00:00",2025,9,23,12,978,"38.331904","21.842924",23.51,44283.93,141.69,1379.99,830.13,10.18,10.18,120.03,28.58,28877.55
14715,"2025-09-23 12:00:00",2025,9,23,12,979,"38.317789","21.818416",23.57,49235.64,61.88,47.18,31.50,4.93,4.93,58.16,32.18,32106.56
14716,"2025-09-23 12:00:00",2025,9,23,12,980,"38.30971","21.779349",23.73,33201.19,219.44,465.08,277.22,3.76,3.76,44.33,20.77,21650.50
14717,"2025-09-23 12:00:00",2025,9,23,12,981,"38.292904","21.766819",24.01,46267.25,334.13,11.75,0.00,0.92,0.92,10.92,30.01,30170.88
14718,"2025-09-23 12:00:00",2025,9,23,12,982,"38.28469","21.759148",24.46,33867.61,327.65,649.29,629.34,5.19,5.19,61.99,21.23,22085.07
14719,"2025-09-23 12:00:00",2025,9,23,12,983,"38.282368","21.754868",24.13,59525.23,193.69,465.39,257.47,7.91,7.91,94.22,40.18,38816.40
14720,"2025-09-23 12:00:00",2025,9,23,12,984,"38.183667","21.678139",25.23,54072.43,295.98,556.11,194.19,5.77,5.77,69.05,35.80,35260.64
14721,"2025-09-23 13:00:00",2025,9,23,13,976,"38.310409","21.784038",23.56,56092.90,-87.71,4364.89,9991.16,0.00,0.00,0.00,37.40,36578.18
14722,"2025-09-23 13:00:00",2025,9,23,13,977,"38.328212","21.876467",24.76,59462.36,-83.22,119.96,0.00,1.62,1.62,19.53,40.13,38775.41
14723,"2025-09-23 13:00:00",2025,9,23,13,978,"38.331904","21.842924",23.67,44100.05,142.49,1385.88,833.35,9.74,9.74,115.27,28.45,28757.64
14724,"2025-09-23 13:00:00",2025,9,23,13,979,"38.317789","21.818416",23.77,48112.13,70.07,44.70,30.01,5.80,5.80,68.74,31.36,31373.92
14725,"2025-09-23 13:00:00",2025,9,23,13,980,"38.30971","21.779349",23.66,34304.13,223.34,450.47,268.88,3.97,3.97,46.83,21.53,22369.72
14726,"2025-09-23 13:00:00",2025,9,23,13,981,"38.292904","21.766819",24.19,46438.37,335.39,13.86,0.00,2.39,2.39,28.41,30.14,30282.46
14727,"2025-09-23 13:00:00",2025,9,23,13,982,"38.28469","21.759148",24.83,34047.30,327.81,627.13,424.45,5.68,5.68,68.38,21.35,22202.24
14728,"2025-09-23 13:00:00",2025,9,23,13,983,"38.282368","21.754868",24.69,59666.80,191.15,470.85,259.43,8.59,8.59,103.23,40.29,38908.73
14729,"2025-09-23 13:00:00",2025,9,23,13,984,"38.183667","21.678139",25.23,53991.34,295.44,556.11,194.19,6.55,6.55,79.28,35.73,35207.75
14730,"2025-09-23 14:00:00",2025,9,23,14,976,"38.310409","21.784038",23.77,56316.02,-83.39,371.02,237.48,0.00,0.00,0.00,37.58,36723.68
14731,"2025-09-23 14:00:00",2025,9,23,14,977,"38.328212","21.876467",24.76,59807.80,-121.18,126.86,0.00,1.64,1.64,19.69,40.41,39000.66
14732,"2025-09-23 14:00:00",2025,9,23,14,978,"38.331904","21.842924",23.71,44012.62,133.10,1320.55,794.56,8.42,8.42,99.58,28.39,28700.63
14733,"2025-09-23 14:00:00",2025,9,23,14,979,"38.317789","21.818416",23.88,46631.79,79.07,41.56,28.17,6.24,6.24,74.15,30.28,30408.59
14734,"2025-09-23 14:00:00",2025,9,23,14,980,"38.30971","21.779349",23.69,34007.95,226.95,456.70,271.67,4.64,4.64,54.90,21.33,22176.58
14735,"2025-09-23 14:00:00",2025,9,23,14,981,"38.292904","21.766819",23.93,47195.63,336.00,10.09,0.00,0.29,0.29,3.45,30.69,30776.27
14736,"2025-09-23 14:00:00",2025,9,23,14,982,"38.28469","21.759148",25.35,33859.77,328.17,596.09,214.59,5.99,5.99,72.26,21.22,22079.95
14737,"2025-09-23 14:00:00",2025,9,23,14,983,"38.282368","21.754868",24.64,59747.15,192.12,481.72,264.41,9.64,9.64,115.30,40.36,38961.12
14738,"2025-09-23 14:00:00",2025,9,23,14,984,"38.183667","21.678139",25.23,53794.23,295.27,556.11,194.19,6.56,6.56,79.73,35.58,35079.22
14739,"2025-09-23 15:00:00",2025,9,23,15,976,"38.310409","21.784038",23.84,56432.99,-77.46,423.28,254.50,0.00,0.00,0.00,37.68,36799.95
14740,"2025-09-23 15:00:00",2025,9,23,15,977,"38.328212","21.876467",24.83,59621.94,-153.82,121.50,0.00,1.60,1.60,19.35,40.26,38879.47
14741,"2025-09-23 15:00:00",2025,9,23,15,978,"38.331904","21.842924",23.46,44169.55,130.24,1251.53,749.49,8.28,8.28,97.47,28.50,28802.96
14742,"2025-09-23 15:00:00",2025,9,23,15,979,"38.317789","21.818416",23.93,47154.15,82.30,39.66,27.51,6.05,6.05,71.71,30.66,30749.22
14743,"2025-09-23 15:00:00",2025,9,23,15,980,"38.30971","21.779349",23.69,45125.04,223.40,501.17,298.98,4.86,4.86,57.52,29.19,29426.04
14744,"2025-09-23 15:00:00",2025,9,23,15,981,"38.292904","21.766819",24.33,47237.07,334.98,11.66,0.00,2.96,2.96,35.30,30.72,30803.29
14745,"2025-09-23 15:00:00",2025,9,23,15,982,"38.28469","21.759148",25.38,34038.52,328.02,566.29,217.34,5.93,5.93,71.94,21.35,22196.52
14746,"2025-09-23 15:00:00",2025,9,23,15,983,"38.282368","21.754868",24.70,59543.11,191.78,493.77,313.47,10.29,10.29,123.69,40.19,38828.07
14747,"2025-09-23 15:00:00",2025,9,23,15,984,"38.183667","21.678139",25.23,53905.32,295.14,556.11,194.19,6.72,6.72,81.70,35.66,35151.66
14748,"2025-09-23 16:00:00",2025,9,23,16,976,"38.310409","21.784038",24.00,56465.78,-73.22,294.07,179.52,0.00,0.00,0.00,37.70,36821.34
14749,"2025-09-23 16:00:00",2025,9,23,16,977,"38.328212","21.876467",24.80,59794.36,-172.66,117.96,0.00,1.61,1.61,19.44,40.40,38991.90
14750,"2025-09-23 16:00:00",2025,9,23,16,978,"38.331904","21.842924",23.32,44140.83,127.56,1181.63,705.10,8.43,8.43,98.95,28.48,28784.24
14751,"2025-09-23 16:00:00",2025,9,23,16,979,"38.317789","21.818416",23.85,48830.51,82.14,38.04,26.63,6.01,6.01,71.31,31.88,31842.38
14752,"2025-09-23 16:00:00",2025,9,23,16,980,"38.30971","21.779349",23.51,38058.77,208.25,529.28,315.00,3.74,3.74,44.04,24.15,24818.13
14753,"2025-09-23 16:00:00",2025,9,23,16,981,"38.292904","21.766819",24.21,45640.63,336.36,10.22,0.00,0.57,0.57,6.84,29.56,29762.25
14754,"2025-09-23 16:00:00",2025,9,23,16,982,"38.28469","21.759148",25.25,33744.49,329.16,546.73,218.23,5.86,5.86,71.12,21.14,22004.79
14755,"2025-09-23 16:00:00",2025,9,23,16,983,"38.282368","21.754868",25.00,59555.38,190.74,492.48,281.39,10.46,10.46,126.43,40.20,38836.06
14756,"2025-09-23 16:00:00",2025,9,23,16,984,"38.183667","21.678139",25.23,53630.73,295.66,556.11,194.19,6.74,6.74,81.72,35.45,34972.60
14757,"2025-09-23 17:00:00",2025,9,23,17,976,"38.310409","21.784038",23.75,56339.45,-72.97,234.52,145.53,0.00,0.00,0.00,37.60,36738.96
14758,"2025-09-23 17:00:00",2025,9,23,17,977,"38.328212","21.876467",24.76,59918.66,-195.39,116.53,0.00,1.63,1.63,19.68,40.50,39072.96
14759,"2025-09-23 17:00:00",2025,9,23,17,978,"38.331904","21.842924",23.33,44198.86,120.57,1112.55,661.68,8.45,8.45,99.11,28.52,28822.07
14760,"2025-09-23 17:00:00",2025,9,23,17,979,"38.317789","21.818416",23.76,46752.84,78.18,37.89,26.89,5.62,5.62,66.61,30.37,30487.53
14761,"2025-09-23 17:00:00",2025,9,23,17,980,"38.30971","21.779349",23.47,47283.65,209.22,548.55,325.94,3.74,3.74,43.89,30.75,30833.67
14762,"2025-09-23 17:00:00",2025,9,23,17,981,"38.292904","21.766819",23.61,48619.35,336.90,7.85,0.00,0.38,0.38,4.49,31.73,31704.68
14763,"2025-09-23 17:00:00",2025,9,23,17,982,"38.28469","21.759148",24.60,34053.71,330.88,374.17,220.59,5.46,5.46,65.36,21.36,22206.43
14764,"2025-09-23 17:00:00",2025,9,23,17,983,"38.282368","21.754868",25.17,59630.10,188.22,500.88,278.79,10.41,10.41,126.27,40.26,38884.79
14765,"2025-09-23 17:00:00",2025,9,23,17,984,"38.183667","21.678139",25.23,53777.30,295.74,556.11,194.19,6.67,6.67,80.64,35.56,35068.18
14766,"2025-09-23 18:00:00",2025,9,23,18,976,"38.310409","21.784038",23.15,56334.53,-80.28,231.02,141.92,0.00,0.00,0.00,37.60,36735.75
14767,"2025-09-23 18:00:00",2025,9,23,18,977,"38.328212","21.876467",24.60,59808.19,-228.50,129.76,0.00,1.53,1.53,18.31,40.41,39000.92
14768,"2025-09-23 18:00:00",2025,9,23,18,978,"38.331904","21.842924",23.30,44320.12,112.65,1047.09,624.39,8.32,8.32,97.62,28.61,28901.15
14769,"2025-09-23 18:00:00",2025,9,23,18,979,"38.317789","21.818416",23.36,46916.05,70.16,39.00,27.46,4.79,4.79,56.20,30.48,30593.96
14770,"2025-09-23 18:00:00",2025,9,23,18,980,"38.30971","21.779349",23.49,36425.58,226.08,552.86,328.46,3.99,3.99,46.79,23.01,23753.12
14771,"2025-09-23 18:00:00",2025,9,23,18,981,"38.292904","21.766819",23.64,49378.07,337.10,8.31,0.00,0.34,0.34,4.02,32.28,32199.44
14772,"2025-09-23 18:00:00",2025,9,23,18,982,"38.28469","21.759148",24.54,33955.12,332.55,376.98,220.97,5.05,5.05,60.39,21.29,22142.13
14773,"2025-09-23 18:00:00",2025,9,23,18,983,"38.282368","21.754868",24.67,59663.26,182.41,513.14,284.59,10.42,10.42,124.89,40.29,38906.41
14774,"2025-09-23 18:00:00",2025,9,23,18,984,"38.183667","21.678139",25.23,53732.38,295.35,556.11,194.19,6.50,6.50,78.62,35.53,35038.89
14775,"2025-09-23 19:00:00",2025,9,23,19,976,"38.310409","21.784038",22.98,56334.53,-105.37,233.50,144.02,0.00,0.00,0.00,37.60,36735.75
14776,"2025-09-23 19:00:00",2025,9,23,19,977,"38.328212","21.876467",24.53,59889.13,-305.37,135.92,0.00,1.45,1.45,17.38,40.47,39053.71
14777,"2025-09-23 19:00:00",2025,9,23,19,978,"38.331904","21.842924",23.22,44335.95,100.31,1064.57,634.12,7.92,7.92,92.86,28.62,28911.47
14778,"2025-09-23 19:00:00",2025,9,23,19,979,"38.317789","21.818416",23.11,48137.90,52.61,40.99,28.12,4.37,4.37,51.06,31.37,31390.73
14779,"2025-09-23 19:00:00",2025,9,23,19,980,"38.30971","21.779349",23.55,37493.83,206.50,533.89,318.19,3.60,3.60,42.37,23.75,24449.73
14780,"2025-09-23 19:00:00",2025,9,23,19,981,"38.292904","21.766819",23.59,49573.29,338.00,8.66,0.00,0.58,0.58,6.87,32.42,32326.75
14781,"2025-09-23 19:00:00",2025,9,23,19,982,"38.28469","21.759148",24.05,34017.36,334.99,377.14,220.68,4.78,4.78,56.88,21.33,22182.72
14782,"2025-09-23 19:00:00",2025,9,23,19,983,"38.282368","21.754868",24.00,59754.04,157.63,516.51,285.42,9.91,9.91,117.97,40.36,38965.61
14783,"2025-09-23 19:00:00",2025,9,23,19,984,"38.183667","21.678139",25.23,53754.39,294.84,556.11,194.19,6.25,6.25,75.46,35.54,35053.24
14784,"2025-09-23 20:00:00",2025,9,23,20,976,"38.310409","21.784038",22.91,56334.53,-114.25,255.11,156.08,0.00,0.00,0.00,37.60,36735.75
14785,"2025-09-23 20:00:00",2025,9,23,20,977,"38.328212","21.876467",24.42,59832.55,-327.35,136.57,0.00,1.42,1.42,16.96,40.43,39016.81
14786,"2025-09-23 20:00:00",2025,9,23,20,978,"38.331904","21.842924",23.19,44254.16,87.32,1079.82,644.87,7.85,7.85,91.89,28.56,28858.14
14787,"2025-09-23 20:00:00",2025,9,23,20,979,"38.317789","21.818416",23.03,48224.67,43.95,42.04,28.34,4.20,4.20,48.95,31.44,31447.31
14788,"2025-09-23 20:00:00",2025,9,23,20,980,"38.30971","21.779349",23.51,38648.95,186.92,494.21,293.70,3.28,3.28,38.61,24.57,25202.98
14789,"2025-09-23 20:00:00",2025,9,23,20,981,"38.292904","21.766819",23.49,50058.89,338.61,8.82,0.00,0.64,0.64,7.53,32.78,32643.41
14790,"2025-09-23 20:00:00",2025,9,23,20,982,"38.28469","21.759148",23.83,34036.09,335.72,378.78,221.69,4.55,4.55,54.00,21.34,22194.93
14791,"2025-09-23 20:00:00",2025,9,23,20,983,"38.282368","21.754868",23.71,59607.40,101.33,526.60,289.68,9.10,9.10,107.63,40.24,38869.99
14792,"2025-09-23 20:00:00",2025,9,23,20,984,"38.183667","21.678139",25.23,53664.02,292.96,556.11,194.19,5.76,5.76,69.43,35.47,34994.30
14793,"2025-09-23 21:00:00",2025,9,23,21,976,"38.310409","21.784038",23.24,56334.53,-117.83,257.58,157.43,0.00,0.00,0.00,37.60,36735.75
14794,"2025-09-23 21:00:00",2025,9,23,21,977,"38.328212","21.876467",24.32,59521.57,-329.18,136.62,0.00,1.44,1.44,17.20,40.17,38814.02
14795,"2025-09-23 21:00:00",2025,9,23,21,978,"38.331904","21.842924",23.12,44176.23,81.71,1094.73,654.58,7.61,7.61,88.98,28.50,28807.32
14796,"2025-09-23 21:00:00",2025,9,23,21,979,"38.317789","21.818416",23.05,45853.63,41.47,42.26,28.41,4.20,4.20,49.01,29.71,29901.15
14797,"2025-09-23 21:00:00",2025,9,23,21,980,"38.30971","21.779349",23.55,37829.86,188.63,457.73,272.99,3.30,3.30,38.90,23.99,24668.86
14798,"2025-09-23 21:00:00",2025,9,23,21,981,"38.292904","21.766819",23.41,50130.14,339.27,8.44,0.00,0.43,0.43,5.08,32.83,32689.87
14799,"2025-09-23 21:00:00",2025,9,23,21,982,"38.28469","21.759148",23.70,34014.03,336.35,387.85,226.48,4.45,4.45,52.55,21.33,22180.55
14800,"2025-09-23 21:00:00",2025,9,23,21,983,"38.282368","21.754868",23.44,59679.22,33.44,547.73,302.47,8.26,8.26,97.17,40.30,38916.82
14801,"2025-09-23 21:00:00",2025,9,23,21,984,"38.183667","21.678139",25.23,53727.34,291.73,556.11,194.19,5.52,5.52,66.26,35.52,35035.60
14802,"2025-09-23 22:00:00",2025,9,23,22,976,"38.310409","21.784038",23.60,56334.53,-119.39,262.24,161.22,0.00,0.00,0.00,37.60,36735.75
14803,"2025-09-23 22:00:00",2025,9,23,22,977,"38.328212","21.876467",23.95,59131.71,-329.75,134.85,0.00,1.46,1.46,17.27,39.86,38559.79
14804,"2025-09-23 22:00:00",2025,9,23,22,978,"38.331904","21.842924",23.09,44250.72,79.12,1108.55,664.80,7.56,7.56,88.27,28.56,28855.89
14805,"2025-09-23 22:00:00",2025,9,23,22,979,"38.317789","21.818416",23.02,47799.01,38.90,42.14,27.83,4.05,4.05,47.23,31.13,31169.73
14806,"2025-09-23 22:00:00",2025,9,23,22,980,"38.30971","21.779349",23.50,39084.01,186.76,439.96,262.86,3.25,3.25,38.29,24.87,25486.68
14807,"2025-09-23 22:00:00",2025,9,23,22,981,"38.292904","21.766819",23.33,50436.23,340.01,8.50,0.00,0.59,0.59,6.89,33.06,32889.47
14808,"2025-09-23 22:00:00",2025,9,23,22,982,"38.28469","21.759148",23.50,33889.23,336.46,396.75,231.74,4.43,4.43,52.16,21.24,22099.17
14809,"2025-09-23 22:00:00",2025,9,23,22,983,"38.282368","21.754868",23.22,59592.78,-5.57,559.04,308.94,7.57,7.57,88.58,40.23,38860.45
14810,"2025-09-23 22:00:00",2025,9,23,22,984,"38.183667","21.678139",25.23,53837.90,291.39,556.11,194.19,5.35,5.35,63.94,35.61,35107.70
14811,"2025-09-23 23:00:00",2025,9,23,23,976,"38.310409","21.784038",23.81,56334.53,-119.99,268.64,166.16,0.00,0.00,0.00,37.60,36735.75
14812,"2025-09-23 23:00:00",2025,9,23,23,977,"38.328212","21.876467",23.90,59327.26,-328.11,138.35,0.00,1.52,1.52,17.96,40.02,38687.31
14813,"2025-09-23 23:00:00",2025,9,23,23,978,"38.331904","21.842924",23.08,44322.58,75.16,1125.96,673.91,7.38,7.38,86.25,28.61,28902.76
14814,"2025-09-23 23:00:00",2025,9,23,23,979,"38.317789","21.818416",22.97,48890.77,39.25,41.90,27.22,4.03,4.03,46.88,31.92,31881.67
14815,"2025-09-23 23:00:00",2025,9,23,23,980,"38.30971","21.779349",23.44,37585.62,185.17,445.55,265.73,3.18,3.18,37.37,23.82,24509.58
14816,"2025-09-23 23:00:00",2025,9,23,23,981,"38.292904","21.766819",23.37,50459.58,340.55,10.51,0.00,1.24,1.24,14.64,33.08,32904.70
14817,"2025-09-23 23:00:00",2025,9,23,23,982,"38.28469","21.759148",23.32,33859.88,336.30,414.38,241.47,4.26,4.26,49.95,21.22,22080.03
14818,"2025-09-23 23:00:00",2025,9,23,23,983,"38.282368","21.754868",23.13,59445.05,11.33,562.41,311.53,7.04,7.04,82.25,40.11,38764.12
14819,"2025-09-23 23:00:00",2025,9,23,23,984,"38.183667","21.678139",25.23,53802.74,290.56,556.11,194.19,5.07,5.07,60.45,35.58,35084.77
14820,"2025-09-24 00:00:00",2025,9,24,0,976,"38.310409","21.784038",23.79,56334.53,-122.95,266.02,162.95,0.00,0.00,0.00,37.60,36735.75
14821,"2025-09-24 00:00:00",2025,9,24,0,977,"38.328212","21.876467",23.69,59142.44,-323.26,138.72,0.00,1.53,1.53,18.15,39.87,38566.79
14822,"2025-09-24 00:00:00",2025,9,24,0,978,"38.331904","21.842924",23.04,44048.91,78.99,1136.94,679.60,7.54,7.54,88.04,28.41,28724.29
14823,"2025-09-24 00:00:00",2025,9,24,0,979,"38.317789","21.818416",22.94,48300.69,40.11,41.89,27.13,4.07,4.07,47.38,31.49,31496.88
14824,"2025-09-24 00:00:00",2025,9,24,0,980,"38.30971","21.779349",23.39,37343.35,186.72,450.92,269.33,3.29,3.29,38.56,23.65,24351.60
14825,"2025-09-24 00:00:00",2025,9,24,0,981,"38.292904","21.766819",23.33,49764.07,340.70,10.13,0.00,0.72,0.72,8.42,32.56,32451.15
14826,"2025-09-24 00:00:00",2025,9,24,0,982,"38.28469","21.759148",23.16,33690.38,337.96,438.16,255.11,4.17,4.17,48.74,21.11,21969.50
14827,"2025-09-24 00:00:00",2025,9,24,0,983,"38.282368","21.754868",23.02,59340.10,-28.04,578.43,320.23,6.67,6.67,77.75,40.03,38695.68
14828,"2025-09-24 00:00:00",2025,9,24,0,984,"38.183667","21.678139",25.23,53980.65,289.81,556.11,194.19,4.88,4.88,58.16,35.72,35200.79
14829,"2025-09-24 01:00:00",2025,9,24,1,976,"38.310409","21.784038",23.91,56259.15,-118.41,265.30,162.16,0.00,0.00,0.00,37.54,36686.59
