,Unnamed: 0,id,date_insert,year,month,day,hour,sensor_id,lat,lng,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,PC1,PC2,PC3
0,2,3.0,2025-07-03 15:00:00,2025,7,3,15,976,38.310409,21.784038,24.96,56828.55,-170.59,63.73,80.74,7.91,7.91,95.62,37.99,37057.9,-1.230143989737242,0.22390972249409363,-0.5881339028137484
1,11,12.0,2025-07-03 16:00:00,2025,7,3,16,976,38.310409,21.784038,25.16,53948.8,-171.19,389.4,261.58,7.88,7.88,95.34,35.7,35180.02,-0.8882115801279232,-7.042200108294582,3.3070377940412645
2,20,21.0,2025-07-03 17:00:00,2025,7,3,17,976,38.310409,21.784038,24.7,56596.52,-170.08,432.16,175.68,8.01,8.01,95.85,37.81,36906.59,-0.7925122446523238,-0.6969299437629591,-0.27971855582215666
3,29,30.0,2025-07-03 18:00:00,2025,7,3,18,976,38.310409,21.784038,24.63,56950.69,-170.49,76.01,212.74,8.04,8.04,96.25,38.09,37137.55,-0.4666088379993146,0.033335242913788254,-0.7803316840068477
4,38,39.0,2025-07-03 19:00:00,2025,7,3,19,976,38.310409,21.784038,24.66,56709.95,-171.16,135.79,237.97,7.99,7.99,96.0,37.9,36980.56,-0.34613700439761097,-0.6168634423994995,-0.4952922706103641
5,47,48.0,2025-07-03 20:00:00,2025,7,3,20,976,38.310409,21.784038,24.63,56174.98,-173.95,198.99,142.885,7.84,7.84,94.22,37.47,36631.71,-1.1511359892316306,-1.7860072955892068,0.12238627037078652
6,56,57.0,2025-07-03 21:00:00,2025,7,3,21,976,38.310409,21.784038,24.55,57077.96,-177.41,74.23,47.8,7.7,7.7,92.31,38.19,37220.54,-1.4307433949068495,0.4184106666783806,-1.3155692408753668
7,65,66.0,2025-07-03 22:00:00,2025,7,3,22,976,38.310409,21.784038,24.41,56992.14,-178.25,60.31,37.83,7.61,7.61,90.99,38.13,37164.58,-1.5192458157253141,0.07092327923422179,-1.3021137302725418
8,74,75.0,2025-07-03 23:00:00,2025,7,3,23,976,38.310409,21.784038,24.23,57045.85,-176.87,74.9,44.46,7.64,7.64,91.03,38.17,37199.6,-1.5400838900399731,0.10477462065206414,-1.3348891245055512
9,83,84.0,2025-07-04 00:00:00,2025,7,4,0,976,38.310409,21.784038,24.12,56996.83,-177.35,190.24,98.3,7.63,7.63,90.88,38.13,37167.63,-1.225299875624709,-0.22937223792620257,-1.3195596917659413
10,92,93.0,2025-07-04 01:00:00,2025,7,4,1,976,38.310409,21.784038,23.92,56991.82,-176.6,50.17,44.75,7.6,7.6,90.46,38.13,37164.37,-1.6888361075480278,-0.2147994758921678,-1.2773144900459739
11,101,102.0,2025-07-04 02:00:00,2025,7,4,2,976,38.310409,21.784038,23.9,57041.27,-176.28,41.91,27.67,7.62,7.62,90.65,38.17,37196.61,-1.81745430126925,-0.04313849107812432,-1.311437086970367
12,110,111.0,2025-07-04 03:00:00,2025,7,4,3,976,38.310409,21.784038,23.79,56967.32,-175.54,37.9,35.55,7.7,7.7,91.36,38.11,37148.39,-1.9022993278109763,-0.23585568919917121,-1.1320397329082543
13,119,120.0,2025-07-04 04:00:00,2025,7,4,4,976,38.310409,21.784038,23.8,56830.98,-173.95,37.23,57.96,7.82,7.82,92.84,38.0,37059.48,-1.8878770494278307,-0.49621184517282313,-0.8013558081640545
14,128,129.0,2025-07-04 05:00:00,2025,7,4,5,976,38.310409,21.784038,23.8,56973.43,-175.2,218.5,54.04,7.86,7.86,93.38,38.11,37152.38,-1.9241746212921922,-0.11489492379083932,-0.9878458885013651
15,137,138.0,2025-07-04 06:00:00,2025,7,4,6,976,38.310409,21.784038,23.77,57072.15,-175.37,83.08,45.66,7.85,7.85,93.1,38.19,37216.75,-1.9436741933257988,0.10622532584800945,-1.1456686506521812
16,146,147.0,2025-07-04 07:00:00,2025,7,4,7,976,38.310409,21.784038,23.79,57064.04,-171.71,116.88,46.06,7.97,7.97,94.68,38.18,37211.46,-2.01421931622421,0.23719262207964545,-0.923728753847062
17,155,156.0,2025-07-04 08:00:00,2025,7,4,8,976,38.310409,21.784038,23.98,57072.64,-169.51,91.25,54.96,8.01,8.01,95.37,38.19,37217.07,-1.8623154546687497,0.39018330909315563,-0.8469522168955737
18,164,165.0,2025-07-04 09:00:00,2025,7,4,9,976,38.310409,21.784038,24.08,55682.8,-168.5,354.57,155.95,8.12,8.12,96.67,37.08,36310.76,-1.6978453184691331,-3.037562122140421,1.1668914074474341
19,173,174.0,2025-07-04 10:00:00,2025,7,4,10,976,38.310409,21.784038,24.32,57069.35,-172.08,69.98,39.75,8.1,8.1,96.68,38.19,37214.93,-1.920483459769463,0.6705421788245884,-0.812548422325981
20,182,183.0,2025-07-04 11:00:00,2025,7,4,11,976,38.310409,21.784038,24.47,56619.87,-170.85,1698.29,41.555,8.12,8.12,97.23,37.83,36921.82,-2.0214938635588906,-0.27950123673851973,-0.1152064078686251
21,191,192.0,2025-07-04 12:00:00,2025,7,4,12,976,38.310409,21.784038,24.63,57132.63,-166.99,267.83,43.36,8.06,8.06,96.75,38.24,37256.19,-1.6239140346934005,0.9981301999304327,-0.7957357292640117
22,200,201.0,2025-07-04 13:00:00,2025,7,4,13,976,38.310409,21.784038,24.58,56950.16,-168.55,767.93,69.42,8.11,8.11,97.04,38.09,37137.2,-1.579425033205668,0.47993506418004883,-0.5677932616758127
23,209,210.0,2025-07-04 14:00:00,2025,7,4,14,976,38.310409,21.784038,24.53,57014.24,-167.43,49.06,46.12,8.17,8.17,97.97,38.14,37178.98,-1.8163318061439244,0.7496944373776956,-0.5391254180537736
24,218,219.0,2025-07-04 15:00:00,2025,7,4,15,976,38.310409,21.784038,24.63,56643.91,-168.02,435.38,56.92,8.04,8.04,96.63,9998.04,36937.49,-1.7172508398518815,-0.21489165502240326,-0.14867240265891346
25,227,228.0,2025-07-04 16:00:00,2025,7,4,16,976,38.310409,21.784038,24.82,56338.42,-166.46,180.72,133.26,8.08,8.08,96.99,37.6,36738.29,-1.17611904440451,-1.0243479816013796,0.28372278204879614
26,236,237.0,2025-07-04 17:00:00,2025,7,4,17,976,38.310409,21.784038,25.02,56716.45,-166.44,2297.38,61.66,8.01,8.01,96.49,37.9,36984.8,-1.392810112584258,0.13191360436055014,-0.2519075232255087
27,245,246.0,2025-07-04 18:00:00,2025,7,4,18,976,38.310409,21.784038,24.76,56863.98,-168.76,2047.58,203.63,8.09,8.09,97.16,38.02,37081.0,-0.5426150885111143,-0.005008614182725815,-0.5466149225286415
28,254,255.0,2025-07-04 19:00:00,2025,7,4,19,976,38.310409,21.784038,24.82,56804.99,-170.46,197.65,191.57,7.92,7.92,95.49,37.98,37042.54,-0.5013485851127873,-0.2181429074701381,-0.6303724047851517
29,263,264.0,2025-07-04 20:00:00,2025,7,4,20,976,38.310409,21.784038,25.03,57124.3,-174.35,202.25,64.78,7.72,7.72,93.19,38.23,37250.75,-1.0396532767869908,0.7981004982671643,-1.2804084191173757
30,272,273.0,2025-07-04 21:00:00,2025,7,4,21,976,38.310409,21.784038,24.82,57192.77,-178.35,85.45,177.16,7.56,7.56,91.11,38.29,37295.41,-0.19857563435128026,0.3639103539107883,-1.7017225023823157
31,281,282.0,2025-07-04 22:00:00,2025,7,4,22,976,38.310409,21.784038,24.68,57152.22,-175.34,121.06,74.12,7.69,7.69,92.51,38.25,37268.96,-1.12256061996333,0.6120567956402168,-1.3814727476196418
32,290,291.0,2025-07-04 23:00:00,2025,7,4,23,976,38.310409,21.784038,24.68,57151.61,-175.45,96.87,30.03,7.69,7.69,92.47,9998.04,37268.57,-1.4420668854801617,0.7301048866116401,-1.3556397253144312
33,299,300.0,2025-07-05 00:00:00,2025,7,5,0,976,38.310409,21.784038,24.62,57176.21,-175.54,124.32,43.68,7.61,7.61,91.36,38.27,37284.61,-1.276479535525325,0.6377473048838278,-1.485231795781761
34,308,309.0,2025-07-05 01:00:00,2025,7,5,1,976,38.310409,21.784038,24.53,56898.61,-175.45,129.26,129.76,7.61,7.61,91.28,38.05,37103.59,-0.8010929308785706,-0.310270630359378,-1.151336970584269
35,317,318.0,2025-07-05 02:00:00,2025,7,5,2,976,38.310409,21.784038,24.58,57090.49,-175.1,40.12,33.63,7.64,7.64,91.62,9998.04,37228.71,-1.4218168973863081,0.46540811537704935,-1.3235698833443692
36,326,327.0,2025-07-05 03:00:00,2025,7,5,3,976,38.310409,21.784038,24.93,57293.52,-171.12,60.15,33.56,7.77,7.77,93.62,38.37,37361.11,-1.2520623347178335,1.291433188576469,-1.3799104655763872
37,335,336.0,2025-07-05 04:00:00,2025,7,5,4,976,38.310409,21.784038,24.92,57295.44,-171.35,36.63,61.74,7.74,7.74,93.63,38.37,37362.36,-1.055956693047682,1.211695599789734,-1.4064192129703998
38,344,345.0,2025-07-05 05:00:00,2025,7,5,5,976,38.310409,21.784038,24.84,57215.56,-170.51,45.54,44.51,7.76,7.76,93.7,38.31,37310.27,-1.2533219649448328,1.0423142548194682,-1.2507084669964732
39,353,354.0,2025-07-05 06:00:00,2025,7,5,6,976,38.310409,21.784038,24.91,57257.37,-169.15,192.43,53.44,7.76,7.76,93.84,38.34,37337.53,-1.1241819901900836,1.1695507276904533,-1.2766655720708244
40,362,363.0,2025-07-05 07:00:00,2025,7,5,7,976,38.310409,21.784038,24.97,57151.03,-165.19,158.23,241.54,7.81,7.81,94.59,9998.04,37268.19,0.23171584729140057,0.5021372410245256,-1.10708698778639
41,371,372.0,2025-07-05 08:00:00,2025,7,5,8,976,38.310409,21.784038,24.99,57138.88,-163.24,120.34,60.03,7.86,7.86,95.17,38.24,37260.27,-1.1049457271567538,1.046022670391984,-0.8720923654890226
42,380,381.0,2025-07-05 09:00:00,2025,7,5,9,976,38.310409,21.784038,25.05,57235.48,-154.38,111.82,46.77,7.88,7.88,95.63,38.32,37323.25,-1.0456176843027656,1.4324616847443032,-0.7533632982187828
43,389,390.0,2025-07-05 10:00:00,2025,7,5,10,976,38.310409,21.784038,25.13,57155.74,-158.25,140.08,39.69,7.87,7.87,95.43,38.26,37271.26,-1.1175720304767627,1.2618944150746272,-0.7497921790853928
44,398,399.0,2025-07-05 11:00:00,2025,7,5,11,976,38.310409,21.784038,25.05,55264.73,-160.15,222.27,74.83,8.02,8.02,96.75,36.74,36038.13,-1.7726996868381102,-3.2750106881019665,1.9610426194711728
45,407,408.0,2025-07-05 12:00:00,2025,7,5,12,976,38.310409,21.784038,25.06,55803.87,-158.2,59.78,49.66,7.98,7.98,96.26,37.17,36389.71,-1.6748159694643587,-1.9448290719472865,1.2246223500767
46,416,417.0,2025-07-05 13:00:00,2025,7,5,13,976,38.310409,21.784038,24.75,57223.41,-160.24,131.87,76.58,8.11,8.11,97.65,38.31,37315.38,-1.2591602303264764,1.2892427765452044,-0.721444898571575
47,425,426.0,2025-07-05 14:00:00,2025,7,5,14,976,38.310409,21.784038,24.79,56945.05,-149.99,127.94,47.41,8.09,8.09,97.62,38.09,37133.87,-1.4113591804092929,0.7930953271193083,-0.06520422877653696
48,434,435.0,2025-07-05 15:00:00,2025,7,5,15,976,38.310409,21.784038,24.8,57035.96,-151.52,184.1,48.85,8.03,8.03,96.86,9998.04,37193.15,-1.3174007901055862,0.942927502387961,-0.2917535983366364
49,443,444.0,2025-07-05 16:00:00,2025,7,5,16,976,38.310409,21.784038,24.82,56803.05,-149.1,58.67,39.65,8.1,8.1,97.56,37.97,37041.27,-1.4876051373076777,0.4935658576647234,0.15580333503047064
50,452,453.0,2025-07-05 17:00:00,2025,7,5,17,976,38.310409,21.784038,24.8,57097.57,-151.84,79.83,377.98,8.07,8.07,97.39,38.21,37233.32,1.0544967605631037,0.2070712338163239,-0.5746579035663198
51,461,462.0,2025-07-05 18:00:00,2025,7,5,18,976,38.310409,21.784038,24.77,57015.17,-154.89,477.52,162.64,8.06,8.06,97.21,38.14,37179.59,-0.5900648218373876,0.5657478209010262,-0.393768314400596
52,470,471.0,2025-07-05 19:00:00,2025,7,5,19,976,38.310409,21.784038,24.74,56726.41,-161.89,201.27,199.48,7.96,7.96,95.86,37.91,36991.3,-0.4336824146136945,-0.3826735271562081,-0.28403423877327166
53,479,480.0,2025-07-05 20:00:00,2025,7,5,20,976,38.310409,21.784038,24.65,56898.47,-163.13,65.93,80.3,7.93,7.93,95.35,38.05,37103.49,-1.2625542968274022,0.2690108290648841,-0.5082715458321792
54,488,489.0,2025-07-05 21:00:00,2025,7,5,21,976,38.310409,21.784038,24.63,57141.92,-169.83,61.99,74.85,7.73,7.73,92.47,38.25,37262.25,-1.0711588328467083,0.593779827735654,-1.234458129249465
55,497,498.0,2025-07-05 22:00:00,2025,7,5,22,976,38.310409,21.784038,24.75,57273.64,-174.88,38.33,28.94,7.41,7.41,88.95,38.35,37348.14,-1.0589474056155632,0.7967944312737897,-1.7936106540442358
56,506,507.0,2025-07-05 23:00:00,2025,7,5,23,976,38.310409,21.784038,24.63,57196.75,-176.9,36.32,25.78,7.16,7.16,86.06,38.29,37298.0,-0.9672825025128956,0.3361011775578657,-1.9501808473552409
57,515,516.0,2025-07-06 00:00:00,2025,7,6,0,976,38.310409,21.784038,24.56,57162.69,-174.02,43.58,30.07,7.36,7.36,88.29,38.26,37275.79,-1.1374829082576248,0.3948060695850954,-1.6565373701475452
58,524,525.0,2025-07-06 01:00:00,2025,7,6,1,976,38.310409,21.784038,24.54,57152.2,-171.28,34.01,24.81,7.44,7.44,89.19,38.25,37268.95,-1.22924939179911,0.4598591380743715,-1.5002045196317821
59,533,534.0,2025-07-06 02:00:00,2025,7,6,2,976,38.310409,21.784038,24.53,57190.98,-177.14,31.47,22.02,7.18,7.18,86.08,38.29,37294.24,-1.0604600864473808,0.2845971141884825,-1.93732984964879
60,542,543.0,2025-07-06 03:00:00,2025,7,6,3,976,38.310409,21.784038,24.49,57090.02,-178.03,29.85,21.66,6.96,6.96,83.36,38.2,37228.4,-0.9094665446167133,-0.18244322343923863,-2.026294806091356
61,551,552.0,2025-07-06 04:00:00,2025,7,6,4,976,38.310409,21.784038,24.5,57221.36,-175.06,31.52,22.09,7.14,7.14,85.53,38.31,37314.05,-0.9910250147491203,0.31419005448072784,-1.9713037076728523
62,560,561.0,2025-07-06 05:00:00,2025,7,6,5,976,38.310409,21.784038,24.63,57181.36,-161.57,43.78,40.1,7.79,7.79,93.59,38.28,37287.96,-1.2891134953749277,0.9212072083629457,-0.9789707442793992
63,569,570.0,2025-07-06 06:00:00,2025,7,6,6,976,38.310409,21.784038,24.63,57145.34,-160.48,72.34,53.39,7.87,7.87,94.44,38.25,37264.48,-1.2624405634413058,0.8691904558942666,-0.8444797802040369
64,578,579.0,2025-07-06 07:00:00,2025,7,6,7,976,38.310409,21.784038,24.53,57222.61,-156.29,61.9,31.77,7.93,7.93,95.03,38.31,37314.87,-1.4404772560109103,1.1356619317113035,-0.7850234834460752
65,587,588.0,2025-07-06 08:00:00,2025,7,6,8,976,38.310409,21.784038,24.49,56800.27,-155.31,108.69,62.2,7.92,7.92,94.97,37.97,37039.45,-1.386168851032243,0.031064809232482494,-0.18783668662250122
66,596,597.0,2025-07-06 09:00:00,2025,7,6,9,976,38.310409,21.784038,24.91,57116.68,-148.37,158.87,137.9,7.88,7.88,95.24,38.23,37245.79,-0.39403098079714555,0.8377376409392416,-0.5257247968022333
67,605,606.0,2025-07-06 10:00:00,2025,7,6,10,976,38.310409,21.784038,25.05,57214.29,-146.45,67.9,47.43,7.93,7.93,96.11,38.3,37309.44,-0.9798650588032214,1.4671008595681607,-0.4949522018892483
68,614,615.0,2025-07-06 11:00:00,2025,7,6,11,976,38.310409,21.784038,25.26,57198.01,-147.29,213.02,37.1,7.99,7.99,97.34,38.29,37298.82,-1.0530829849745913,1.6453519428713779,-0.4019264689921284
69,623,624.0,2025-07-06 12:00:00,2025,7,6,12,976,38.310409,21.784038,25.27,56878.74,-148.22,289.83,173.33,7.94,7.94,96.76,9998.04,37090.63,-0.14201652941170223,0.4626716979551059,-0.1141740936552987
70,632,633.0,2025-07-06 13:00:00,2025,7,6,13,976,38.310409,21.784038,25.39,56986.51,-148.24,60.8,48.33,7.87,7.87,95.95,38.12,37160.91,-0.8729804459720912,1.0648432140779527,-0.2507584184879674
71,641,642.0,2025-07-06 14:00:00,2025,7,6,14,976,38.310409,21.784038,25.36,57156.59,-139.05,36.23,29.19,7.96,7.96,97.18,38.26,37271.82,-0.9409816655613716,1.6583240808020154,-0.15786939020287363
72,650,651.0,2025-07-06 15:00:00,2025,7,6,15,976,38.310409,21.784038,25.41,57247.09,-133.39,45.06,23.81,8.1,8.1,98.84,38.33,37330.83,-0.9772520878931752,2.072699156631522,-0.01864407629662599
73,659,660.0,2025-07-06 16:00:00,2025,7,6,16,976,38.310409,21.784038,25.1,57249.7,-131.9,25.75,21.69,8.12,8.12,98.5,38.33,37332.53,-1.124241366504926,1.9192743500225113,0.007999760453707504
74,668,669.0,2025-07-06 17:00:00,2025,7,6,17,976,38.310409,21.784038,24.25,57075.36,-126.99,19.69,19.43,8.35,8.35,99.57,38.19,37218.84,-1.7277797982206826,1.2131216935207103,0.5117687768123519
75,677,678.0,2025-07-06 18:00:00,2025,7,6,18,976,38.310409,21.784038,24.59,57024.36,-117.19,23.65,18.34,8.35,8.35,99.36,38.15,37185.59,-1.4033768450811526,1.3064359915725792,0.7832206811621532
76,686,687.0,2025-07-06 19:00:00,2025,7,6,19,976,38.310409,21.784038,24.95,57194.46,-114.24,26.52,21.32,8.04,8.04,97.37,38.29,37296.51,-0.8977403399945799,1.7455327665227494,0.4334204053857838
77,695,696.0,2025-07-06 20:00:00,2025,7,6,20,976,38.310409,21.784038,24.53,57081.81,-140.76,25.85,20.76,7.89,7.89,94.45,38.2,37223.05,-1.3120000118643134,0.8885517112294984,-0.24902601023547316
78,704,705.0,2025-07-06 21:00:00,2025,7,6,21,976,38.310409,21.784038,24.49,57024.27,-172.09,24.19,18.14,7.76,7.76,92.92,38.15,37185.53,-1.6803614045163178,0.42468046677051763,-1.0390896519354922
79,713,714.0,2025-07-06 22:00:00,2025,7,6,22,976,38.310409,21.784038,24.55,57055.88,-178.66,27.38,17.89,7.22,7.22,86.62,38.18,37206.14,-1.197035875337515,0.015901675788858156,-1.7391507975194107
80,722,723.0,2025-07-06 23:00:00,2025,7,6,23,976,38.310409,21.784038,25.24,57238.66,-174.0,23.36,17.47,7.44,7.44,90.48,38.32,37325.34,-0.9850608021413924,1.1025115101366194,-1.6260022825552258
81,731,732.0,2025-07-07 00:00:00,2025,7,7,0,976,38.310409,21.784038,25.31,57218.76,-164.8,29.2,22.37,7.46,7.46,90.87,38.31,37312.35,-0.8218581769340655,1.1635689019845055,-1.353183749995553
82,740,741.0,2025-07-07 01:00:00,2025,7,7,1,976,38.310409,21.784038,25.19,57188.43,-169.85,27.12,20.59,7.25,7.25,88.19,38.28,37292.58,-0.7616355409869955,0.8057704784530231,-1.633193657909182
83,749,750.0,2025-07-07 02:00:00,2025,7,7,2,976,38.310409,21.784038,25.21,57194.36,-163.79,27.15,19.51,7.39,7.39,89.02,38.29,37296.44,-0.7415536620189581,0.9334656256638338,-1.4308779109507115
84,758,759.0,2025-07-07 03:00:00,2025,7,7,3,976,38.310409,21.784038,24.47,57138.4,-162.61,27.68,19.6,7.67,7.67,91.6,38.24,37259.95,-1.3960992972956492,0.6437711835317212,-1.0747724702437778
85,767,768.0,2025-07-07 04:00:00,2025,7,7,4,976,38.310409,21.784038,24.34,57086.32,-177.03,23.83,17.26,7.26,7.26,86.72,38.2,37225.99,-1.2988595858132268,0.006435943770871635,-1.7213521543456924
86,776,777.0,2025-07-07 05:00:00,2025,7,7,5,976,38.310409,21.784038,23.98,57104.92,-167.23,22.48,17.8,7.35,7.35,87.38,38.22,37238.12,-1.4189014930082193,-0.012523445791173735,-1.4372129963715308
87,785,786.0,2025-07-07 06:00:00,2025,7,7,6,976,38.310409,21.784038,23.81,56995.81,-159.52,22.72,20.11,7.4,7.4,87.87,38.13,37166.97,-1.4784154035522086,-0.27382998122531554,-1.0495038551878757
88,794,795.0,2025-07-07 07:00:00,2025,7,7,7,976,38.310409,21.784038,23.74,57039.77,-136.82,26.93,24.08,7.96,7.96,94.49,38.16,37195.64,-1.715846573435131,0.42639700326268354,-0.04397237260561032
89,803,804.0,2025-07-07 08:00:00,2025,7,7,8,976,38.310409,21.784038,23.92,57113.08,-133.33,26.86,27.77,8.17,8.17,96.23,38.22,37243.44,-1.653143107919373,0.8294743724437313,0.058940290191724504
90,812,813.0,2025-07-07 09:00:00,2025,7,7,9,976,38.310409,21.784038,24.21,57086.8,-112.04,28.66,23.01,8.22,8.22,98.0,38.2,37226.31,-1.3828855383244,1.1893606043342662,0.7334213145005998
91,821,822.0,2025-07-07 10:00:00,2025,7,7,10,976,38.310409,21.784038,25.03,57229.96,-134.8,33.31,26.11,7.95,7.95,96.2,38.32,37319.66,-0.9877224413158043,1.6356319859626482,-0.21282390053800668
92,830,831.0,2025-07-07 11:00:00,2025,7,7,11,976,38.310409,21.784038,25.21,57139.43,-134.57,28.94,25.03,7.85,7.85,95.45,38.24,37260.63,-0.8588672371208107,1.4561205676203035,-0.14861959768848
93,839,840.0,2025-07-07 12:00:00,2025,7,7,12,976,38.310409,21.784038,25.15,57192.65,-140.75,30.04,23.24,8.08,8.08,97.13,38.29,37295.33,-1.1127297443895254,1.6444825170506985,-0.2363953800940973
94,848,849.0,2025-07-07 13:00:00,2025,7,7,13,976,38.310409,21.784038,24.95,57115.39,-121.25,29.25,24.9,8.18,8.18,98.94,38.22,37244.95,-1.130437247057766,1.6204299243931097,0.496463287542956
95,857,858.0,2025-07-07 14:00:00,2025,7,7,14,976,38.310409,21.784038,24.32,57072.21,-111.67,27.06,20.81,8.26,8.26,98.31,38.19,37216.79,-1.360973940928253,1.2395601266556482,0.7818494024805437
96,866,867.0,2025-07-07 15:00:00,2025,7,7,15,976,38.310409,21.784038,24.13,57052.48,-115.83,25.37,20.4,8.17,8.17,97.34,38.17,37203.92,-1.4588679838723477,1.002924489985799,0.6456673487537548
97,875,876.0,2025-07-07 16:00:00,2025,7,7,16,976,38.310409,21.784038,23.13,56984.18,-105.66,23.71,23.19,8.36,8.36,97.88,38.12,37159.39,-1.9557323689864314,0.45591790836166474,1.0909004439080636
98,884,885.0,2025-07-07 17:00:00,2025,7,7,17,976,38.310409,21.784038,23.33,57063.28,-105.53,25.86,24.78,8.29,8.29,96.99,38.18,37210.96,-1.7201120530553082,0.6699558305543716,0.8988488688211816
99,893,894.0,2025-07-07 18:00:00,2025,7,7,18,976,38.310409,21.784038,23.45,56978.05,-105.82,41.09,28.76,8.15,8.15,96.0,38.11,37155.39,-1.574558371102798,0.4386255191745078,0.9244732485336117
100,902,903.0,2025-07-07 19:00:00,2025,7,7,19,976,38.310409,21.784038,23.33,56941.12,-134.56,50.07,37.51,8.3,8.3,97.0,38.08,37131.3,-2.0755523269460983,0.15914456824795706,0.36296278738378046
101,911,912.0,2025-07-07 20:00:00,2025,7,7,20,976,38.310409,21.784038,24.41,57259.93,-146.42,749.63,483.99,7.95,7.95,95.05,38.34,37339.2,1.9315474777755017,-0.03250005959878755,-0.9059646262519305
102,920,921.0,2025-07-07 21:00:00,2025,7,7,21,976,38.310409,21.784038,24.94,57109.29,-168.6,25.9,20.72,7.47,7.47,90.05,38.22,37240.97,-1.0763701456353705,0.6441094673453888,-1.3298937522357872
103,929,930.0,2025-07-07 22:00:00,2025,7,7,22,976,38.310409,21.784038,25.05,57089.87,-172.9,25.51,20.64,7.14,7.14,86.48,38.2,37228.3,-0.7798251151167704,0.3567108247260444,-1.6925798725884345
104,938,939.0,2025-07-07 23:00:00,2025,7,7,23,976,38.310409,21.784038,24.63,57160.58,-161.69,33.01,48.31,7.71,7.71,92.49,38.26,37274.42,-1.1466989638370981,0.7659018497454535,-1.0443460241776643
105,947,948.0,2025-07-08 00:00:00,2025,7,8,0,976,38.310409,21.784038,24.53,57008.66,-166.57,28.19,20.23,7.61,7.61,90.98,38.14,37175.35,-1.4088599601075695,0.2913762574084641,-1.0397040253760512
106,956,957.0,2025-07-08 01:00:00,2025,7,8,1,976,38.310409,21.784038,24.35,57015.36,-163.41,27.45,20.12,7.59,7.59,88.96,38.14,37179.72,-1.2995271756805318,0.08982464031255573,-1.1196696622650102
107,965,966.0,2025-07-08 02:00:00,2025,7,8,2,976,38.310409,21.784038,23.94,57031.74,-160.3,31.27,22.39,7.81,7.81,90.94,38.16,37190.4,-1.6400946879106415,0.09247853245596081,-0.8885226336004923
108,974,975.0,2025-07-08 03:00:00,2025,7,8,3,976,38.310409,21.784038,23.03,56921.36,-161.38,26.14,19.43,7.76,7.76,90.49,38.07,37118.42,-2.214392610536618,-0.6410547296030925,-0.7344271189430891
109,983,984.0,2025-07-08 04:00:00,2025,7,8,4,976,38.310409,21.784038,23.23,56964.28,-163.27,26.16,19.84,7.6,7.6,89.12,38.1,37146.41,-1.9888751381756586,-0.5584239489792492,-0.9608387132120648
110,992,993.0,2025-07-08 05:00:00,2025,7,8,5,976,38.310409,21.784038,22.82,56888.42,-160.7,25.66,18.86,7.74,7.74,89.92,38.04,37096.94,-2.2970562800811583,-0.8572808717965871,-0.7024665836275036
111,1001,1002.0,2025-07-08 06:00:00,2025,7,8,6,976,38.310409,21.784038,22.67,56873.09,-157.38,29.18,23.09,7.86,7.86,91.06,38.03,37086.94,-2.4098636622294145,-0.8713140407910323,-0.5049408458165195
112,1010,1011.0,2025-07-08 07:00:00,2025,7,8,7,976,38.310409,21.784038,22.91,56898.61,-148.78,28.7,22.46,8.02,8.02,93.35,38.05,37103.59,-2.3375153817349377,-0.46667427572790815,-0.16888647883768312
113,1019,1020.0,2025-07-08 08:00:00,2025,7,8,8,976,38.310409,21.784038,22.84,56957.99,-143.28,42.11,23.82,8.14,8.14,94.5,38.1,37142.3,-2.3663987711300596,-0.2420804222433397,-0.026610617242837097
114,1028,1029.0,2025-07-08 09:00:00,2025,7,8,9,976,38.310409,21.784038,22.66,56890.07,-123.16,26.37,23.0,8.54,8.54,98.96,38.04,37098.02,-2.600588996090399,-0.025161219191134288,0.9159566074838917
115,1037,1038.0,2025-07-08 10:00:00,2025,7,8,10,976,38.310409,21.784038,23.05,56857.57,-133.62,27.5,22.95,8.52,8.52,99.54,38.02,37076.82,-2.5778600785481465,0.062466993575217095,0.7303929938856524
116,1046,1047.0,2025-07-08 11:00:00,2025,7,8,11,976,38.310409,21.784038,22.99,56787.35,-137.03,27.48,22.67,8.37,8.37,97.45,37.96,37031.04,-2.5137746154965073,-0.31054539427317707,0.5877042909543652
117,1055,1056.0,2025-07-08 12:00:00,2025,7,8,12,976,38.310409,21.784038,22.94,56869.1,-133.86,30.62,23.94,8.52,8.52,99.2,38.03,37084.34,-2.605451893282981,0.0069773757209863,0.687921968616474
118,1064,1065.0,2025-07-08 13:00:00,2025,7,8,13,976,38.310409,21.784038,22.84,56826.21,-127.77,31.65,25.45,8.69,8.69,101.14,37.99,37056.37,-2.748279232048532,0.036904645627309995,1.0526220327751257
119,1073,1074.0,2025-07-08 14:00:00,2025,7,8,14,976,38.310409,21.784038,22.9,56922.88,-136.03,29.2,24.6,8.56,8.56,99.61,38.07,37119.41,-2.667712184015377,0.1301804132545893,0.5937080310959855
120,1082,1083.0,2025-07-08 15:00:00,2025,7,8,15,976,38.310409,21.784038,23.01,56867.56,-125.1,28.74,23.98,8.48,8.48,98.94,38.03,37083.34,-2.4221300417679146,0.07372670989902755,0.8766724195837098
