,Unnamed: 0,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location,Water_Quality_Label
10704,18082,18083.0,2025-10-26 22:00:00,979,21.2,57919.42,16.14,653.2,391.11,5.26,5.26,58.96,38.87,37769.25,Άγιος Βασίλης,Danger
10710,18089,18090.0,2025-10-26 23:00:00,979,21.2,57871.61,16.24,647.78,379.04,5.22,5.22,58.52,38.83,37738.07,Άγιος Βασίλης,Danger
10715,18096,18097.0,2025-10-27 00:00:00,979,21.16,57843.2,15.55,635.06,374.74,5.12,5.12,57.25,38.81,37719.55,Άγιος Βασίλης,Danger
10721,18103,18104.0,2025-10-27 01:00:00,979,21.2,57929.57,16.66,659.61,374.69,5.18,5.18,58.09,38.88,37775.88,Άγιος Βασίλης,Danger
10727,18110,18111.0,2025-10-27 02:00:00,979,21.2,57912.23,16.62,684.1,388.94,5.2,5.2,58.3,38.87,37764.57,Άγιος Βασίλης,Danger
10733,18117,18118.0,2025-10-27 03:00:00,979,21.2,57885.8,16.73,685.57,392.41,5.15,5.15,57.74,38.85,37747.33,Άγιος Βασίλης,Danger
10739,18124,18125.0,2025-10-27 04:00:00,979,21.22,57922.22,16.32,697.0,400.74,5.16,5.16,57.78,38.88,37771.08,Άγιος Βασίλης,Danger
10745,18131,18132.0,2025-10-27 05:00:00,979,21.15,57826.45,17.13,730.65,426.14,5.12,5.12,57.29,38.8,37708.63,Άγιος Βασίλης,Danger
10751,18138,18139.0,2025-10-27 06:00:00,979,21.11,57873.58,19.46,732.66,439.45,5.25,5.25,58.61,38.84,37739.36,Άγιος Βασίλης,Danger
10757,18145,18146.0,2025-10-27 07:00:00,979,21.08,57863.67,23.15,763.71,464.35,5.35,5.35,59.75,38.83,37732.9,Άγιος Βασίλης,Danger
10762,18152,18153.0,2025-10-27 08:00:00,979,21.3,57795.87,25.74,805.81,488.22,5.5,5.5,61.81,38.77,37688.69,Άγιος Βασίλης,Danger
10768,18159,18160.0,2025-10-27 09:00:00,979,21.61,57762.53,29.23,834.19,510.3,5.64,5.64,63.74,38.75,37666.95,Άγιος Βασίλης,Danger
10774,18166,18167.0,2025-10-27 10:00:00,979,21.82,57720.74,29.98,819.36,503.33,5.74,5.74,65.22,38.71,37639.7,Άγιος Βασίλης,Danger
10780,18173,18174.0,2025-10-27 11:00:00,979,21.98,57690.9,27.57,763.4,465.26,5.66,5.66,64.49,38.69,37620.24,Άγιος Βασίλης,Danger
10786,18180,18181.0,2025-10-27 12:00:00,979,21.86,57893.7,26.74,739.2,448.32,6.07,6.07,68.89,38.85,37752.48,Άγιος Βασίλης,Danger
10792,18187,18188.0,2025-10-27 13:00:00,979,21.85,57787.96,25.61,764.09,463.18,6.11,6.11,69.53,38.77,37683.53,Άγιος Βασίλης,Danger
10798,18194,18195.0,2025-10-27 14:00:00,979,21.86,57818.14,25.41,707.81,420.79,6.0,6.0,68.13,38.79,37703.21,Άγιος Βασίλης,Danger
10804,18201,18202.0,2025-10-27 15:00:00,979,21.96,57795.13,26.8,700.06,407.46,5.95,5.95,67.77,38.77,37688.21,Άγιος Βασίλης,Danger
10810,18208,18209.0,2025-10-27 16:00:00,979,21.83,57858.13,24.96,726.77,421.09,5.4,5.4,61.38,38.82,37729.29,Άγιος Βασίλης,Danger
10815,18215,18216.0,2025-10-27 17:00:00,979,21.74,57911.82,21.23,765.66,425.42,5.22,5.22,59.19,38.87,37764.3,Άγιος Βασίλης,Danger
10821,18222,18223.0,2025-10-27 18:00:00,979,21.7,57885.35,22.43,716.14,403.55,5.23,5.23,59.14,38.85,37747.04,Άγιος Βασίλης,Danger
10826,18229,18230.0,2025-10-27 19:00:00,979,21.66,57931.56,24.23,786.91,440.46,5.24,5.24,59.13,38.88,37777.17,Άγιος Βασίλης,Danger
10832,18236,18237.0,2025-10-27 20:00:00,979,21.52,57868.47,25.34,857.68,460.68,5.21,5.21,58.77,38.83,37736.03,Άγιος Βασίλης,Danger
10838,18243,18244.0,2025-10-27 21:00:00,979,21.48,57823.43,26.54,888.76,470.77,5.27,5.27,59.42,38.8,37706.66,Άγιος Βασίλης,Danger
10844,18250,18251.0,2025-10-27 22:00:00,979,21.43,57773.16,27.1,857.37,457.17,5.21,5.21,58.72,38.76,37673.88,Άγιος Βασίλης,Danger
10850,18257,18258.0,2025-10-27 23:00:00,979,21.39,57824.85,23.35,876.17,464.52,5.26,5.26,59.23,38.8,37707.59,Άγιος Βασίλης,Danger
10856,18264,18265.0,2025-10-28 00:00:00,979,21.39,57877.28,26.81,878.44,453.61,5.22,5.22,58.76,38.84,37741.78,Άγιος Βασίλης,Danger
10861,18271,18272.0,2025-10-28 01:00:00,979,21.48,57857.29,26.3,801.84,437.31,5.22,5.22,58.85,38.82,37728.74,Άγιος Βασίλης,Danger
10867,18278,18279.0,2025-10-28 02:00:00,979,21.48,57902.7,26.5,715.02,411.73,5.13,5.13,57.88,38.86,37758.36,Άγιος Βασίλης,Danger
10872,18285,18286.0,2025-10-28 03:00:00,979,21.45,57743.3,29.09,729.92,407.04,5.22,5.22,58.72,38.73,37654.41,Άγιος Βασίλης,Danger
10878,18292,18293.0,2025-10-28 04:00:00,979,21.43,57855.85,28.52,713.05,399.48,5.2,5.2,58.56,38.82,37727.8,Άγιος Βασίλης,Danger
10884,18299,18300.0,2025-10-28 05:00:00,979,21.37,57846.19,28.82,665.64,391.39,5.16,5.16,58.05,38.81,37721.5,Άγιος Βασίλης,Danger
10890,18306,18307.0,2025-10-28 06:00:00,979,21.33,57851.93,28.3,634.47,371.64,4.95,4.95,55.58,38.82,37725.25,Άγιος Βασίλης,Danger
10896,18313,18314.0,2025-10-28 07:00:00,979,21.27,57796.52,28.95,669.19,395.14,5.14,5.14,57.62,38.77,37689.11,Άγιος Βασίλης,Danger
10902,18320,18321.0,2025-10-28 08:00:00,979,21.37,57783.09,32.46,646.37,386.88,5.46,5.46,61.43,38.76,37680.36,Άγιος Βασίλης,Danger
10908,18327,18328.0,2025-10-28 09:00:00,979,21.41,57781.86,40.25,660.02,388.36,5.63,5.63,63.4,38.76,37679.55,Άγιος Βασίλης,Danger
10914,18334,18335.0,2025-10-28 10:00:00,979,21.67,57926.73,39.11,691.26,397.97,5.8,5.8,65.45,38.88,37774.02,Άγιος Βασίλης,Danger
10920,18341,18342.0,2025-10-28 11:00:00,979,21.84,57675.59,33.32,800.39,451.86,5.96,5.96,67.74,38.68,37610.26,Άγιος Βασίλης,Danger
10926,18348,18349.0,2025-10-28 12:00:00,979,21.85,57832.44,30.96,800.92,451.13,5.77,5.77,65.43,38.8,37712.54,Άγιος Βασίλης,Danger
10932,18355,18356.0,2025-10-28 13:00:00,979,21.87,57776.82,29.67,779.49,435.76,6.4,6.4,72.77,38.76,37676.27,Άγιος Βασίλης,Danger
10938,18385,18386.0,2025-10-31 09:00:00,979,21.19,57883.59,32.28,519.81,231.37,5.71,5.71,64.02,38.84,37745.89,Άγιος Βασίλης,Medium
10942,18391,18392.0,2025-10-31 10:00:00,979,21.35,57805.38,30.85,490.45,222.04,5.79,5.79,65.01,38.78,37694.89,Άγιος Βασίλης,Medium
10947,18398,18399.0,2025-10-31 11:00:00,979,21.35,57688.98,16.93,362.08,213.4,5.93,5.93,66.61,38.69,37618.99,Άγιος Βασίλης,Medium
10951,18405,18406.0,2025-10-31 12:00:00,979,21.31,58174.6,16.53,347.58,211.59,5.84,5.84,65.54,39.08,37935.66,Άγιος Βασίλης,Medium
10958,18429,18430.0,2025-10-31 15:00:00,979,21.42,57999.2,1.86,308.3,179.31,5.72,5.72,64.34,38.94,37821.28,Άγιος Βασίλης,Medium
10961,18456,18457.0,2025-10-31 19:00:00,979,20.98,57855.71,-6.26,312.63,193.69,5.41,5.41,60.39,38.82,37727.71,Άγιος Βασίλης,Medium
10964,18468,18469.0,2025-10-31 21:00:00,979,20.55,57419.84,-7.53,317.46,196.21,5.35,5.35,59.33,38.47,37443.48,Άγιος Βασίλης,Medium
10965,18472,18473.0,2025-10-31 22:00:00,979,20.82,57811.2,-12.59,318.68,190.45,5.44,5.44,60.39,38.79,37698.68,Άγιος Βασίλης,Medium
10966,18476,18477.0,2025-10-31 23:00:00,979,20.96,57953.36,-15.12,319.97,189.26,5.4,5.4,60.29,38.9,37791.38,Άγιος Βασίλης,Medium
10967,18484,18485.0,2025-11-01 02:00:00,979,20.64,57773.44,-18.52,325.37,200.41,5.44,5.44,60.56,38.76,37674.06,Άγιος Βασίλης,Medium
10969,18490,18491.0,2025-11-01 05:00:00,979,21.05,57910.64,-22.51,316.67,202.71,5.39,5.39,60.19,38.87,37763.53,Άγιος Βασίλης,Medium
10970,18491,18492.0,2025-11-01 06:00:00,979,21.06,57924.36,-23.56,298.34,184.96,5.39,5.39,60.15,38.88,37772.48,Άγιος Βασίλης,Medium
10971,18494,18495.0,2025-11-01 09:00:00,979,20.59,57098.11,-19.66,308.09,188.22,5.72,5.72,63.55,38.21,37233.68,Άγιος Βασίλης,Medium
10972,18498,18499.0,2025-11-01 13:00:00,979,21.2,57845.31,-27.02,316.57,188.48,6.14,6.14,69.05,38.81,37720.93,Άγιος Βασίλης,Medium
10973,18499,18500.0,2025-11-01 14:00:00,979,21.15,57744.31,-26.13,314.63,184.97,5.78,5.78,64.73,38.73,37655.07,Άγιος Βασίλης,Medium
10974,18502,18503.0,2025-11-01 17:00:00,979,21.07,57847.71,-29.08,352.54,200.73,5.51,5.51,61.51,38.82,37722.49,Άγιος Βασίλης,Medium
10975,18503,18504.0,2025-11-01 18:00:00,979,20.89,57911.07,-29.63,346.87,198.15,5.47,5.47,60.74,38.87,37763.81,Άγιος Βασίλης,Medium
10976,18506,18507.0,2025-11-01 21:00:00,979,20.65,57678.34,-29.24,275.45,170.13,5.37,5.37,59.62,38.68,37612.05,Άγιος Βασίλης,Medium
10977,18507,18508.0,2025-11-01 22:00:00,979,20.54,57598.05,-28.29,263.45,168.43,5.45,5.45,60.5,38.61,37559.69,Άγιος Βασίλης,Medium
10979,18519,18520.0,2025-11-03 11:00:00,979,21.15,57881.74,-13.54,448.5,261.23,6.53,6.53,73.05,38.84,37744.69,Άγιος Βασίλης,Medium
10985,18527,18528.0,2025-11-03 12:00:00,979,21.21,57913.73,-15.16,472.84,275.79,7.1,7.1,79.64,38.87,37765.55,Άγιος Βασίλης,Medium
10991,18535,18536.0,2025-11-03 13:00:00,979,21.2,57841.96,-16.41,483.16,279.46,6.63,6.63,74.31,38.81,37718.74,Άγιος Βασίλης,Medium
10997,18543,18544.0,2025-11-03 14:00:00,979,20.98,57876.34,-14.92,493.75,285.44,6.62,6.62,73.79,38.84,37741.16,Άγιος Βασίλης,Medium
11003,18551,18552.0,2025-11-03 15:00:00,979,20.89,57929.53,-20.52,508.28,294.83,6.01,6.01,66.84,38.88,37775.85,Άγιος Βασίλης,Medium
11009,18559,18560.0,2025-11-03 16:00:00,979,20.83,57932.81,-33.43,543.56,387.33,5.53,5.53,61.42,38.88,37777.99,Άγιος Βασίλης,Danger
11015,18567,18568.0,2025-11-03 17:00:00,979,20.8,57949.72,-38.84,555.86,370.94,5.39,5.39,59.81,38.9,37789.01,Άγιος Βασίλης,Medium
11021,18575,18576.0,2025-11-03 18:00:00,979,20.75,57996.16,-38.85,574.88,355.61,5.42,5.42,60.19,38.94,37819.3,Άγιος Βασίλης,Medium
11027,18583,18584.0,2025-11-03 19:00:00,979,20.7,57801.18,-38.25,590.39,352.16,5.45,5.45,60.47,38.78,37692.15,Άγιος Βασίλης,Medium
11033,18591,18592.0,2025-11-03 20:00:00,979,20.71,57837.11,-40.3,583.91,339.62,5.41,5.41,60.02,38.81,37715.58,Άγιος Βασίλης,Medium
11039,18599,18600.0,2025-11-03 21:00:00,979,20.71,57859.88,-40.62,560.96,324.58,5.28,5.28,58.61,38.83,37730.43,Άγιος Βασίλης,Medium
11051,18696,18697.0,2025-11-05 18:00:00,979,20.14,57588.78,-40.92,312.32,191.81,5.44,5.44,59.94,38.61,37553.64,Άγιος Βασίλης,Medium
11053,18702,18703.0,2025-11-05 19:00:00,979,20.19,57514.93,-42.1,343.15,209.79,5.38,5.38,59.37,38.55,37505.49,Άγιος Βασίλης,Medium
11056,18708,18709.0,2025-11-05 20:00:00,979,20.11,57645.89,-41.32,350.23,212.28,5.34,5.34,58.6,38.65,37590.88,Άγιος Βασίλης,Medium
11060,18729,18730.0,2025-11-06 00:00:00,979,19.62,57639.43,-40.55,353.4,207.87,5.35,5.35,58.22,38.65,37586.67,Άγιος Βασίλης,Medium
11063,18743,18744.0,2025-11-06 11:00:00,979,20.48,57641.42,-51.41,350.79,208.38,5.91,5.91,65.62,38.65,37587.97,Άγιος Βασίλης,Medium
11065,18750,18751.0,2025-11-06 12:00:00,979,20.58,57685.01,-50.29,346.08,205.17,6.31,6.31,70.04,38.68,37616.39,Άγιος Βασίλης,Medium
11068,18761,18762.0,2025-11-06 14:00:00,979,20.51,57513.65,-57.49,335.0,197.53,5.87,5.87,65.11,38.55,37504.65,Άγιος Βασίλης,Medium
11072,18776,18777.0,2025-11-06 17:00:00,979,20.22,57539.73,-70.72,302.54,177.76,5.51,5.51,60.82,38.57,37521.66,Άγιος Βασίλης,Medium
11076,18783,18784.0,2025-11-06 19:00:00,979,20.48,57562.42,-75.88,295.83,172.03,5.33,5.33,59.19,38.58,37536.46,Άγιος Βασίλης,Medium
11078,18786,18787.0,2025-11-06 20:00:00,979,20.5,57607.2,-77.67,304.84,178.08,5.33,5.33,59.22,38.62,37565.66,Άγιος Βασίλης,Medium
11080,18789,18790.0,2025-11-06 21:00:00,979,20.18,57496.0,-78.45,304.09,179.4,5.38,5.38,59.66,38.53,37493.14,Άγιος Βασίλης,Medium
11083,18792,18793.0,2025-11-06 22:00:00,979,20.17,57407.99,-82.18,311.41,182.86,5.19,5.19,57.25,38.46,37435.75,Άγιος Βασίλης,Medium
11086,18795,18796.0,2025-11-06 23:00:00,979,20.26,57445.7,-80.87,315.02,186.81,5.2,5.2,57.51,38.49,37460.34,Άγιος Βασίλης,Medium
11089,18798,18799.0,2025-11-07 00:00:00,979,20.1,57330.03,-79.82,332.18,198.44,5.39,5.39,59.04,38.4,37384.91,Άγιος Βασίλης,Medium
11092,18801,18802.0,2025-11-07 01:00:00,979,20.13,57502.04,-86.71,328.2,196.34,5.42,5.42,59.63,38.54,37497.08,Άγιος Βασίλης,Medium
11095,18804,18805.0,2025-11-07 02:00:00,979,20.15,57471.22,-87.76,322.91,194.54,5.44,5.44,59.73,38.51,37476.98,Άγιος Βασίλης,Medium
11098,18807,18808.0,2025-11-07 03:00:00,979,19.96,57531.25,-88.53,324.5,192.83,5.5,5.5,60.31,38.56,37516.13,Άγιος Βασίλης,Medium
11101,18810,18811.0,2025-11-07 04:00:00,979,19.9,57558.86,-86.61,317.94,190.4,5.46,5.46,59.75,38.58,37534.13,Άγιος Βασίλης,Medium
11104,18813,18814.0,2025-11-07 05:00:00,979,19.99,57565.5,-85.56,310.37,185.83,5.47,5.47,60.08,38.59,37538.46,Άγιος Βασίλης,Medium
11107,18816,18817.0,2025-11-07 06:00:00,979,19.87,57572.05,-84.08,308.86,186.76,5.44,5.44,59.58,38.59,37542.73,Άγιος Βασίλης,Medium
11110,18819,18820.0,2025-11-07 07:00:00,979,19.82,57483.68,-80.77,326.14,197.51,5.49,5.49,60.09,38.52,37485.11,Άγιος Βασίλης,Medium
11112,18822,18823.0,2025-11-07 08:00:00,979,20.13,57562.02,-83.01,335.92,202.8,5.6,5.6,61.74,38.58,37536.19,Άγιος Βασίλης,Medium
11114,18827,18828.0,2025-11-07 09:00:00,979,20.09,57557.92,-83.87,344.99,208.1,5.87,5.87,64.6,38.58,37533.52,Άγιος Βασίλης,Medium
11119,18835,18836.0,2025-11-07 10:00:00,979,20.24,57384.26,-84.46,351.2,210.46,6.01,6.01,66.38,38.44,37420.28,Άγιος Βασίλης,Medium
11124,18843,18844.0,2025-11-07 11:00:00,979,20.54,57369.76,-85.88,355.63,213.74,6.01,6.01,66.59,38.43,37410.82,Άγιος Βασίλης,Medium
11130,18851,18852.0,2025-11-07 12:00:00,979,20.63,57727.68,-87.65,348.69,214.98,6.36,6.36,70.66,38.72,37644.22,Άγιος Βασίλης,Medium
11136,18859,18860.0,2025-11-07 13:00:00,979,20.76,57710.63,-89.82,344.7,209.71,6.57,6.57,72.99,38.7,37633.11,Άγιος Βασίλης,Medium
11142,18867,18868.0,2025-11-07 14:00:00,979,20.82,57709.72,-91.3,341.55,206.39,6.57,6.57,73.09,38.7,37632.51,Άγιος Βασίλης,Medium
11147,18875,18876.0,2025-11-07 15:00:00,979,20.76,57836.58,-89.42,349.55,207.52,6.53,6.53,72.57,38.81,37715.24,Άγιος Βασίλης,Medium
11153,18883,18884.0,2025-11-07 16:00:00,979,20.63,57650.91,-96.6,359.35,212.02,6.07,6.07,67.4,38.66,37594.16,Άγιος Βασίλης,Medium
11159,18891,18892.0,2025-11-07 17:00:00,979,20.49,57614.13,-106.19,375.4,217.05,5.55,5.55,61.64,38.63,37570.18,Άγιος Βασίλης,Medium
11165,18899,18900.0,2025-11-07 18:00:00,979,20.36,57784.23,-97.56,391.08,226.06,5.43,5.43,60.14,38.76,37681.09,Άγιος Βασίλης,Medium
11171,18907,18908.0,2025-11-07 19:00:00,979,20.2,57708.16,-100.81,418.98,242.91,5.39,5.39,59.51,38.7,37631.49,Άγιος Βασίλης,Medium
11177,18915,18916.0,2025-11-07 20:00:00,979,20.17,57731.75,-100.88,439.97,257.89,5.24,5.24,57.82,38.72,37646.88,Άγιος Βασίλης,Medium
11183,18923,18924.0,2025-11-07 21:00:00,979,20.2,57666.79,-96.56,460.47,269.3,5.28,5.28,58.24,38.67,37604.52,Άγιος Βασίλης,Medium
11189,18931,18932.0,2025-11-07 22:00:00,979,20.1,57769.62,-93.87,487.25,284.45,5.33,5.33,58.72,38.75,37671.57,Άγιος Βασίλης,Medium
11195,18939,18940.0,2025-11-07 23:00:00,979,19.98,57595.17,-96.09,516.67,300.2,5.23,5.23,57.39,38.61,37557.81,Άγιος Βασίλης,Medium
11201,18947,18948.0,2025-11-08 00:00:00,979,19.95,57628.19,-93.84,515.7,387.06,5.33,5.33,58.33,38.64,37579.34,Άγιος Βασίλης,Medium
11207,18955,18956.0,2025-11-08 01:00:00,979,19.88,57530.59,-94.39,508.11,322.1,5.44,5.44,59.59,38.56,37515.7,Άγιος Βασίλης,Medium
11213,18963,18964.0,2025-11-08 02:00:00,979,19.96,57619.99,-100.69,491.6,292.75,5.33,5.33,58.32,38.63,37574.0,Άγιος Βασίλης,Medium
11219,18971,18972.0,2025-11-08 03:00:00,979,19.87,57541.18,-100.29,472.08,282.68,5.17,5.17,56.58,38.57,37522.61,Άγιος Βασίλης,Medium
11225,18979,18980.0,2025-11-08 04:00:00,979,19.83,57516.65,-95.82,463.16,284.55,5.31,5.31,57.91,38.55,37506.61,Άγιος Βασίλης,Medium
11231,18987,18988.0,2025-11-08 05:00:00,979,19.65,57319.63,-97.22,440.13,282.43,5.25,5.25,57.18,38.39,37378.13,Άγιος Βασίλης,Medium
11237,18995,18996.0,2025-11-08 06:00:00,979,19.77,57551.2,-96.77,451.27,288.12,5.43,5.43,59.39,38.58,37529.14,Άγιος Βασίλης,Medium
11243,19003,19004.0,2025-11-08 07:00:00,979,19.76,57462.42,-96.06,455.8,291.81,5.37,5.37,58.64,38.5,37471.25,Άγιος Βασίλης,Medium
11249,19011,19012.0,2025-11-08 08:00:00,979,19.95,57509.64,-96.73,460.61,297.53,5.5,5.5,60.39,38.54,37502.04,Άγιος Βασίλης,Medium
11255,19019,19020.0,2025-11-08 09:00:00,979,20.1,57615.3,-96.38,477.18,308.58,5.59,5.59,61.45,38.63,37570.94,Άγιος Βασίλης,Medium
11261,19027,19028.0,2025-11-08 10:00:00,979,20.13,57465.33,-94.15,503.28,303.92,5.68,5.68,62.52,38.51,37473.14,Άγιος Βασίλης,Medium
11267,19035,19036.0,2025-11-08 11:00:00,979,20.17,57236.16,-86.45,530.49,317.65,6.25,6.25,68.91,38.32,37323.7,Άγιος Βασίλης,Medium
11273,19043,19044.0,2025-11-08 12:00:00,979,20.3,57295.84,-87.62,568.72,336.14,6.04,6.04,66.81,38.37,37362.62,Άγιος Βασίλης,Medium
11279,19051,19052.0,2025-11-08 13:00:00,979,20.43,57397.05,-85.28,602.62,354.36,6.67,6.67,74.03,38.45,37428.62,Άγιος Βασίλης,Medium
11284,19058,19059.0,2025-11-08 14:00:00,979,20.48,57611.14,-86.17,635.42,369.43,6.14,6.14,68.2,38.62,37568.23,Άγιος Βασίλης,Medium
11289,19065,19066.0,2025-11-08 15:00:00,979,20.32,57597.89,-79.73,648.82,372.9,6.41,6.41,70.98,38.61,37559.59,Άγιος Βασίλης,Medium
11294,19072,19073.0,2025-11-08 16:00:00,979,20.31,57642.42,-81.35,662.74,377.79,6.04,6.04,66.82,38.65,37588.63,Άγιος Βασίλης,Medium
11299,19079,19080.0,2025-11-08 17:00:00,979,20.24,57647.23,-87.71,681.9,385.54,5.54,5.54,61.17,38.65,37591.76,Άγιος Βασίλης,Medium
11304,19086,19087.0,2025-11-08 18:00:00,979,20.16,57604.73,-86.53,688.3,389.44,5.43,5.43,59.9,38.62,37564.05,Άγιος Βασίλης,Medium
11309,19093,19094.0,2025-11-08 19:00:00,979,20.15,57664.29,-86.38,690.95,395.84,5.24,5.24,57.71,38.67,37602.88,Άγιος Βασίλης,Medium
11314,19100,19101.0,2025-11-08 20:00:00,979,20.1,57604.03,-84.49,697.93,396.43,5.27,5.27,57.99,38.62,37563.59,Άγιος Βασίλης,Medium
11319,19107,19108.0,2025-11-08 21:00:00,979,20.12,57692.17,-83.09,695.23,398.34,5.32,5.32,58.58,38.69,37621.06,Άγιος Βασίλης,Medium
11324,19114,19115.0,2025-11-08 22:00:00,979,20.13,57512.19,-81.36,698.85,404.93,5.31,5.31,58.48,38.54,37503.7,Άγιος Βασίλης,Medium
11329,19121,19122.0,2025-11-08 23:00:00,979,20.19,57537.69,-78.24,706.09,409.91,5.26,5.26,58.05,38.56,37520.33,Άγιος Βασίλης,Danger
11334,19128,19129.0,2025-11-09 00:00:00,979,20.18,57429.41,-74.19,793.22,464.37,5.29,5.29,58.34,38.48,37449.72,Άγιος Βασίλης,Danger
11339,19135,19136.0,2025-11-09 01:00:00,979,20.19,57431.67,-72.93,774.13,453.38,5.33,5.33,58.79,38.48,37451.19,Άγιος Βασίλης,Danger
11344,19142,19143.0,2025-11-09 02:00:00,979,20.11,57633.37,-71.37,720.71,421.33,5.42,5.42,59.67,38.64,37582.72,Άγιος Βασίλης,Danger
11349,19149,19150.0,2025-11-09 03:00:00,979,20.02,57443.8,-70.1,655.98,386.16,5.26,5.26,57.79,38.49,37459.11,Άγιος Βασίλης,Medium
11354,19156,19157.0,2025-11-09 04:00:00,979,19.97,57608.29,-68.45,587.25,346.82,5.31,5.31,58.26,38.62,37566.37,Άγιος Βασίλης,Medium
11359,19163,19164.0,2025-11-09 05:00:00,979,19.98,57486.61,-68.11,517.03,307.88,5.24,5.24,57.57,38.52,37487.02,Άγιος Βασίλης,Medium
11364,19170,19171.0,2025-11-09 06:00:00,979,20.12,57577.66,-67.48,399.39,238.76,5.35,5.35,58.92,38.6,37546.39,Άγιος Βασίλης,Medium
11369,19177,19178.0,2025-11-09 07:00:00,979,20.11,57513.75,-63.53,409.17,245.77,5.34,5.34,58.77,38.55,37504.71,Άγιος Βασίλης,Medium
11373,19184,19185.0,2025-11-09 08:00:00,979,20.1,57408.88,-57.1,427.04,254.16,5.57,5.57,61.31,38.46,37436.33,Άγιος Βασίλης,Medium
11378,19191,19192.0,2025-11-09 09:00:00,979,20.14,57314.81,-54.46,457.04,270.63,5.74,5.74,63.28,38.39,37374.99,Άγιος Βασίλης,Medium
11383,19198,19199.0,2025-11-09 10:00:00,979,20.24,57348.87,-52.25,473.19,293.38,5.85,5.85,64.62,38.41,37397.2,Άγιος Βασίλης,Medium
11388,19205,19206.0,2025-11-09 11:00:00,979,20.39,57311.33,-47.23,485.35,299.17,6.16,6.16,68.22,38.38,37372.72,Άγιος Βασίλης,Medium
11393,19212,19213.0,2025-11-09 12:00:00,979,20.49,57170.35,-52.49,471.76,207.02,6.2,6.2,68.68,38.27,37280.79,Άγιος Βασίλης,Medium
11398,19219,19220.0,2025-11-09 13:00:00,979,20.54,57185.68,-54.86,441.1,180.25,6.29,6.29,69.82,38.28,37290.79,Άγιος Βασίλης,Medium
11403,19226,19227.0,2025-11-09 14:00:00,979,20.51,57113.79,-53.8,398.41,184.33,6.14,6.14,68.14,38.22,37243.9,Άγιος Βασίλης,Medium
11408,19233,19234.0,2025-11-09 15:00:00,979,20.5,56924.69,-51.67,358.06,184.88,6.09,6.09,67.62,38.07,37120.59,Άγιος Βασίλης,Medium
11413,19240,19241.0,2025-11-09 16:00:00,979,20.38,57313.61,-52.38,328.47,187.47,5.94,5.94,65.77,38.38,37374.21,Άγιος Βασίλης,Medium
11418,19247,19248.0,2025-11-09 17:00:00,979,20.28,57388.69,-56.16,316.81,190.38,5.6,5.6,61.95,38.44,37423.16,Άγιος Βασίλης,Medium
11423,19254,19255.0,2025-11-09 18:00:00,979,20.11,57340.48,-55.59,331.03,199.66,5.55,5.55,60.95,38.41,37391.73,Άγιος Βασίλης,Medium
11428,19261,19262.0,2025-11-09 19:00:00,979,19.98,57392.83,-54.18,349.71,208.49,5.55,5.55,60.84,38.45,37425.86,Άγιος Βασίλης,Medium
