,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location
13817,13818.0,2025-09-19 08:00:00,982,22.49,35435.21,328.39,440.74,260.04,5.07,5.07,58.22,22.32,23107.3,Δάφνες
13818,13819.0,2025-09-19 08:00:00,983,23.11,59331.21,93.16,306.86,170.45,6.77,6.77,78.99,40.02,38689.88,Πλάζ
13819,13820.0,2025-09-19 08:00:00,984,24.7,53416.3,291.05,569.5,35.72,4.55,4.55,54.26,35.28,34832.77,Ροιτικά
13823,13824.0,2025-09-19 09:00:00,979,22.83,49683.27,62.52,310.71,182.97,5.06,5.06,58.77,32.5,32398.46,Άγιος Βασίλης
13824,13825.0,2025-09-19 09:00:00,980,23.24,41378.83,199.36,433.15,261.01,4.1,4.1,47.95,26.5,26983.14,Ρίο
13827,13828.0,2025-09-19 09:00:00,983,23.45,59317.0,117.28,317.76,175.36,6.84,6.84,80.44,40.01,38680.61,Πλάζ
13828,13829.0,2025-09-19 09:00:00,984,21.81,53231.59,293.99,570.78,16.93,4.95,4.95,59.41,35.13,34712.32,Ροιτικά
13832,13833.0,2025-09-19 10:00:00,979,23.25,51295.61,62.49,303.33,178.9,5.06,5.06,59.13,33.69,33449.87,Άγιος Βασίλης
13833,13834.0,2025-09-19 10:00:00,980,23.36,40053.91,199.6,438.12,263.72,3.99,3.99,46.75,25.56,26119.16,Ρίο
13835,13836.0,2025-09-19 10:00:00,982,23.49,35434.55,327.59,1345.8,238.59,5.45,5.45,63.93,22.32,23106.87,Δάφνες
13836,13837.0,2025-09-19 10:00:00,983,23.24,59247.04,136.24,319.84,176.72,7.16,7.16,83.86,39.95,38635.0,Πλάζ
13837,13838.0,2025-09-19 10:00:00,984,19.96,53922.96,293.28,571.29,12.87,5.4,5.4,65.36,35.68,35163.17,Ροιτικά
13841,13842.0,2025-09-19 11:00:00,979,23.66,50772.34,62.09,299.12,176.5,5.16,5.16,60.75,33.31,33108.64,Άγιος Βασίλης
13842,13843.0,2025-09-19 11:00:00,980,23.44,42913.54,200.63,445.29,267.49,3.9,3.9,45.79,27.6,27983.92,Ρίο
13845,13846.0,2025-09-19 11:00:00,983,23.62,59345.12,155.14,321.68,176.16,7.55,7.55,89.16,40.03,38698.95,Πλάζ
13846,13847.0,2025-09-19 11:00:00,984,21.67,53292.59,293.57,570.9,10.81,6.32,6.32,77.37,35.18,34752.1,Ροιτικά
13850,13851.0,2025-09-19 12:00:00,979,23.86,50430.23,65.14,292.67,173.22,5.26,5.26,62.42,33.05,32885.55,Άγιος Βασίλης
13851,13852.0,2025-09-19 12:00:00,980,23.52,43579.92,205.46,455.64,272.27,4.0,4.0,47.06,28.07,28418.47,Ρίο
13853,13854.0,2025-09-19 12:00:00,982,24.66,35177.06,326.03,1892.8,246.02,5.52,5.52,66.05,22.14,22938.96,Δάφνες
13854,13855.0,2025-09-19 12:00:00,983,24.02,59507.73,162.63,321.43,175.75,8.17,8.17,97.24,40.16,38804.99,Πλάζ
13855,13856.0,2025-09-19 12:00:00,984,23.13,53288.87,293.11,13.24,7.02,6.15,6.15,76.27,35.18,34749.68,Ροιτικά
13859,13860.0,2025-09-19 13:00:00,979,23.85,50811.46,78.84,294.87,174.03,6.18,6.18,73.27,33.33,33134.16,Άγιος Βασίλης
13860,13861.0,2025-09-19 13:00:00,980,23.57,41530.05,212.27,474.04,283.04,4.38,4.38,51.27,26.61,27081.75,Ρίο
13862,13863.0,2025-09-19 13:00:00,982,25.27,34994.27,324.56,1882.8,236.62,5.86,5.86,71.23,22.01,22819.76,Δάφνες
13863,13864.0,2025-09-19 13:00:00,983,24.64,59690.41,165.73,328.95,182.54,9.0,9.0,108.09,40.31,38924.12,Πλάζ
13864,13865.0,2025-09-19 13:00:00,984,24.84,52925.7,292.02,15.88,8.58,6.35,6.35,79.32,34.9,34512.85,Ροιτικά
13868,13869.0,2025-09-19 14:00:00,979,24.11,50735.47,85.32,291.61,171.32,6.25,6.25,74.38,33.28,33084.6,Άγιος Βασίλης
13869,13870.0,2025-09-19 14:00:00,980,23.3,42539.7,231.91,494.68,294.17,5.32,5.32,62.34,27.33,27740.14,Ρίο
13871,13872.0,2025-09-19 14:00:00,982,25.51,35006.11,324.57,1878.7,241.65,5.88,5.88,71.78,22.02,22827.48,Δάφνες
13872,13873.0,2025-09-19 14:00:00,983,24.94,59644.6,164.63,329.09,181.73,9.99,9.99,120.74,40.27,38894.25,Πλάζ
13877,13878.0,2025-09-19 15:00:00,979,24.21,50514.52,85.83,290.31,169.83,6.04,6.04,71.9,33.12,32940.52,Άγιος Βασίλης
13880,13881.0,2025-09-19 15:00:00,982,25.38,35037.66,325.81,1351.03,244.42,5.87,5.87,71.49,22.04,22848.06,Δάφνες
13881,13882.0,2025-09-19 15:00:00,983,25.12,59650.24,161.9,341.17,187.5,10.92,10.92,132.45,40.28,38897.92,Πλάζ
13886,13887.0,2025-09-19 16:00:00,979,24.23,51344.37,84.72,286.5,167.44,6.04,6.04,71.92,33.73,33481.66,Άγιος Βασίλης
13887,13888.0,2025-09-19 16:00:00,980,23.17,45578.7,196.24,524.25,311.74,3.8,3.8,44.32,29.51,29721.87,Ρίο
13889,13890.0,2025-09-19 16:00:00,982,24.92,35012.53,326.11,971.04,250.1,5.85,5.85,70.58,22.02,22831.67,Δάφνες
13890,13891.0,2025-09-19 16:00:00,983,25.09,59739.05,160.89,346.31,190.62,11.47,11.47,138.93,40.35,38955.84,Πλάζ
13891,13892.0,2025-09-19 16:00:00,984,26.92,53100.86,290.75,341.2,36.8,6.27,6.27,78.76,35.03,34627.07,Ροιτικά
13895,13896.0,2025-09-19 17:00:00,979,24.16,51100.34,81.08,288.2,167.43,5.84,5.84,69.56,33.55,33322.53,Άγιος Βασίλης
13896,13897.0,2025-09-19 17:00:00,980,22.94,45214.73,199.13,530.05,316.52,3.74,3.74,43.31,29.25,29484.53,Ρίο
13898,13899.0,2025-09-19 17:00:00,982,24.71,34939.03,327.17,437.86,256.25,5.6,5.6,67.17,21.97,22783.74,Δάφνες
13899,13900.0,2025-09-19 17:00:00,983,25.17,59837.04,158.17,342.73,189.95,11.52,11.52,139.62,40.43,39019.73,Πλάζ
13900,13901.0,2025-09-19 17:00:00,984,26.92,53162.51,291.34,341.2,36.8,6.58,6.58,82.34,35.08,34667.27,Ροιτικά
13904,13905.0,2025-09-19 18:00:00,979,23.88,50978.92,74.43,278.98,162.9,5.34,5.34,63.42,33.46,33243.36,Άγιος Βασίλης
13905,13906.0,2025-09-19 18:00:00,980,22.57,44009.96,211.18,531.99,316.29,4.29,4.29,49.47,28.38,28698.9,Ρίο
13907,13908.0,2025-09-19 18:00:00,982,24.32,34773.94,328.32,452.46,264.01,5.27,5.27,62.72,21.86,22676.09,Δάφνες
13908,13909.0,2025-09-19 18:00:00,983,25.06,59771.06,153.83,343.23,191.0,11.33,11.33,137.16,40.38,38976.71,Πλάζ
13909,13910.0,2025-09-19 18:00:00,984,26.92,53137.3,291.0,341.2,36.8,5.82,5.82,72.84,35.06,34650.84,Ροιτικά
13913,13914.0,2025-09-19 19:00:00,979,23.53,51125.09,55.46,277.9,162.95,4.68,4.68,55.21,33.57,33338.67,Άγιος Βασίλης
13914,13915.0,2025-09-19 19:00:00,980,23.17,45345.77,201.12,526.4,313.51,3.77,3.77,43.73,29.35,29569.98,Ρίο
13916,13917.0,2025-09-19 19:00:00,982,23.97,34887.43,328.86,473.28,275.3,4.99,4.99,59.3,21.94,22750.1,Δάφνες
13917,13918.0,2025-09-19 19:00:00,983,24.64,59713.15,123.39,350.41,195.61,10.66,10.66,127.8,40.33,38938.95,Πλάζ
13918,13919.0,2025-09-19 19:00:00,984,26.92,53274.51,290.24,341.2,36.8,6.33,6.33,78.28,35.17,34740.31,Ροιτικά
13922,13923.0,2025-09-19 20:00:00,979,23.51,51506.02,45.94,277.2,163.19,4.53,4.53,53.24,33.85,33587.07,Άγιος Βασίλης
13923,13924.0,2025-09-19 20:00:00,980,23.18,46922.84,185.26,517.08,308.1,3.25,3.25,37.91,30.49,30598.38,Ρίο
13925,13926.0,2025-09-19 20:00:00,982,23.7,34737.73,329.34,493.96,287.26,4.77,4.77,56.35,21.83,22652.47,Δάφνες
13926,13927.0,2025-09-19 20:00:00,983,24.37,59808.27,22.68,349.41,195.57,9.67,9.67,115.37,40.41,39000.97,Πλάζ
13927,13928.0,2025-09-19 20:00:00,984,26.92,53324.82,290.3,341.2,36.8,6.34,6.34,78.15,35.21,34773.12,Ροιτικά
13931,13932.0,2025-09-19 21:00:00,979,23.36,52434.5,48.62,277.18,163.49,4.49,4.49,52.44,34.53,34192.54,Άγιος Βασίλης
13932,13933.0,2025-09-19 21:00:00,980,22.96,47400.48,185.78,514.1,306.16,3.26,3.26,37.91,30.84,30909.86,Ρίο
13934,13935.0,2025-09-19 21:00:00,982,23.19,34874.43,333.27,504.46,292.33,4.6,4.6,53.81,21.93,22741.61,Δάφνες
13935,13936.0,2025-09-19 21:00:00,983,24.0,59699.41,1.57,353.14,197.15,8.65,8.65,102.99,40.32,38929.98,Πλάζ
13936,13937.0,2025-09-19 21:00:00,984,26.92,52967.02,289.5,341.2,36.8,5.76,5.76,70.77,34.93,34539.79,Ροιτικά
13940,13941.0,2025-09-19 22:00:00,979,23.14,52381.27,46.78,275.52,162.68,4.45,4.45,52.03,34.49,34157.83,Άγιος Βασίλης
13944,13945.0,2025-09-19 22:00:00,983,23.65,59593.81,-23.32,356.25,198.56,7.75,7.75,91.6,40.23,38861.13,Πλάζ
13945,13946.0,2025-09-19 22:00:00,984,26.92,53484.66,290.65,341.2,36.8,5.7,5.7,69.34,35.33,34877.35,Ροιτικά
13949,13950.0,2025-09-19 23:00:00,979,23.18,52106.05,47.95,273.27,161.33,4.57,4.57,53.5,34.29,33978.36,Άγιος Βασίλης
13953,13954.0,2025-09-19 23:00:00,983,23.23,59675.49,-13.69,360.82,200.83,7.08,7.08,82.89,40.3,38914.39,Πλάζ
13954,13955.0,2025-09-19 23:00:00,984,26.92,52152.87,292.15,341.2,36.8,5.68,5.68,68.04,34.32,34008.89,Ροιτικά
13958,13959.0,2025-09-20 00:00:00,979,22.99,51659.11,46.38,270.89,159.79,4.47,4.47,52.1,33.96,33686.91,Άγιος Βασίλης
13963,13964.0,2025-09-20 00:00:00,984,26.92,53529.88,292.69,341.2,36.8,5.46,5.46,65.0,35.37,34906.84,Ροιτικά
13967,13968.0,2025-09-20 01:00:00,979,22.73,51599.35,49.74,267.32,157.85,4.51,4.51,52.3,33.92,33647.94,Άγιος Βασίλης
13970,13971.0,2025-09-20 01:00:00,982,22.17,35334.8,332.9,2362.28,239.68,4.84,4.84,55.36,22.25,23041.83,Δάφνες
13971,13972.0,2025-09-20 01:00:00,983,22.36,59597.67,59.33,343.33,191.94,6.48,6.48,74.56,40.24,38863.64,Πλάζ
13972,13973.0,2025-09-20 01:00:00,984,23.13,53399.26,290.39,303.72,10.83,5.32,5.32,63.45,35.25,34812.38,Ροιτικά
13976,13977.0,2025-09-20 02:00:00,979,22.77,51312.77,51.03,265.11,156.43,4.58,4.58,53.07,33.7,33461.05,Άγιος Βασίλης
13979,13980.0,2025-09-20 02:00:00,982,21.91,35018.54,333.54,2330.8,237.14,4.81,4.81,54.68,22.03,22835.59,Δάφνες
13980,13981.0,2025-09-20 02:00:00,983,22.25,59520.27,40.93,330.65,184.97,6.36,6.36,72.85,40.17,38813.17,Πλάζ
13981,13982.0,2025-09-20 02:00:00,984,23.13,53036.66,293.2,303.72,10.83,5.64,5.64,66.24,34.98,34585.21,Ροιτικά
13985,13986.0,2025-09-20 03:00:00,979,22.76,51204.89,50.41,261.03,154.07,4.58,4.58,53.11,33.62,33390.71,Άγιος Βασίλης
13988,13989.0,2025-09-20 03:00:00,982,21.65,34847.52,333.91,2307.65,239.09,4.9,4.9,55.39,21.91,22724.07,Δάφνες
13989,13990.0,2025-09-20 03:00:00,983,22.24,59526.32,-16.57,327.25,183.34,6.35,6.35,72.87,40.18,38817.11,Πλάζ
13990,13991.0,2025-09-20 03:00:00,984,23.13,53483.41,292.9,303.72,10.83,5.55,5.55,65.57,35.33,34876.54,Ροιτικά
13994,13995.0,2025-09-20 04:00:00,979,23.17,52621.98,49.22,251.82,149.13,4.49,4.49,52.47,34.67,34314.79,Άγιος Βασίλης
13997,13998.0,2025-09-20 04:00:00,982,21.81,35014.21,333.58,1061.26,242.55,5.01,5.01,56.92,22.02,22832.77,Δάφνες
13998,13999.0,2025-09-20 04:00:00,983,22.27,59513.17,-37.15,315.05,177.18,6.4,6.4,73.47,40.17,38808.54,Πλάζ
13999,14000.0,2025-09-20 04:00:00,984,23.13,53125.75,292.73,303.72,10.83,5.63,5.63,66.13,35.05,34643.3,Ροιτικά
14003,14004.0,2025-09-20 05:00:00,979,23.1,51269.47,48.37,235.69,140.25,4.54,4.54,53.07,33.67,33432.82,Άγιος Βασίλης
14004,14005.0,2025-09-20 05:00:00,980,22.0,39616.42,186.84,483.37,286.47,3.18,3.18,36.24,25.25,25833.87,Ρίο
14006,14007.0,2025-09-20 05:00:00,982,21.69,35097.89,334.19,412.55,244.18,4.95,4.95,55.99,22.08,22887.34,Δάφνες
14007,14008.0,2025-09-20 05:00:00,983,22.15,59554.28,-3.3,311.09,174.85,6.55,6.55,74.9,40.2,38835.35,Πλάζ
14008,14009.0,2025-09-20 05:00:00,984,23.13,53446.76,293.14,303.72,10.83,5.53,5.53,64.53,35.3,34852.63,Ροιτικά
14012,14013.0,2025-09-20 06:00:00,979,22.81,51645.65,47.26,214.82,129.01,4.4,4.4,51.03,33.95,33678.13,Άγιος Βασίλης
14013,14014.0,2025-09-20 06:00:00,980,22.04,39686.95,190.16,481.36,285.81,3.28,3.28,37.43,25.3,25879.86,Ρίο
14015,14016.0,2025-09-20 06:00:00,982,21.69,35093.41,333.94,426.92,251.72,5.01,5.01,56.63,22.08,22884.42,Δάφνες
14016,14017.0,2025-09-20 06:00:00,983,22.13,59414.46,13.3,309.95,174.47,6.73,6.73,76.75,40.09,38744.18,Πλάζ
14017,14018.0,2025-09-20 06:00:00,984,23.13,53475.68,292.9,303.72,10.83,5.41,5.41,63.24,35.32,34871.49,Ροιτικά
14021,14022.0,2025-09-20 07:00:00,979,22.68,50401.3,52.24,195.09,118.02,4.61,4.61,53.04,33.03,32866.69,Άγιος Βασίλης
14022,14023.0,2025-09-20 07:00:00,980,22.3,40528.99,191.78,483.68,287.4,3.43,3.43,39.34,25.9,26428.96,Ρίο
14024,14025.0,2025-09-20 07:00:00,982,21.5,34817.5,333.75,442.49,260.84,5.11,5.11,57.52,21.89,22704.5,Δάφνες
14025,14026.0,2025-09-20 07:00:00,983,21.98,59407.2,18.82,312.37,176.02,6.85,6.85,78.13,40.08,38739.44,Πλάζ
14026,14027.0,2025-09-20 07:00:00,984,23.13,53670.11,293.42,303.72,10.83,5.53,5.53,64.44,35.48,34998.28,Ροιτικά
14030,14031.0,2025-09-20 08:00:00,979,22.18,50355.03,64.97,179.54,109.69,4.77,4.77,54.57,33.0,32836.52,Άγιος Βασίλης
14031,14032.0,2025-09-20 08:00:00,980,22.43,40416.16,198.5,491.1,292.06,3.92,3.92,45.1,25.82,26355.38,Ρίο
14033,14034.0,2025-09-20 08:00:00,982,21.37,35069.1,333.01,455.84,268.62,5.19,5.19,58.16,22.06,22868.56,Δάφνες
14034,14035.0,2025-09-20 08:00:00,983,21.9,59342.26,115.73,315.07,177.18,7.01,7.01,79.78,40.03,38697.09,Πλάζ
14035,14036.0,2025-09-20 08:00:00,984,23.13,53521.7,295.65,303.72,10.83,5.65,5.65,65.73,35.36,34901.5,Ροιτικά
14040,14041.0,2025-09-20 09:00:00,980,22.57,40209.34,200.54,502.1,298.39,4.21,4.21,48.45,25.67,26220.51,Ρίο
14043,14044.0,2025-09-20 09:00:00,983,21.95,59358.37,140.92,316.16,177.56,7.14,7.14,81.44,40.04,38707.59,Πλάζ
14044,14045.0,2025-09-20 09:00:00,984,23.13,53495.71,296.49,303.72,10.83,5.93,5.93,69.36,35.34,34884.55,Ροιτικά
14048,14049.0,2025-09-20 10:00:00,979,22.49,50504.84,72.3,161.52,98.98,5.24,5.24,60.38,33.11,32934.21,Άγιος Βασίλης
14049,14050.0,2025-09-20 10:00:00,980,22.48,39509.03,202.57,519.45,308.8,4.04,4.04,46.57,25.17,25763.84,Ρίο
14052,14053.0,2025-09-20 10:00:00,983,22.05,59304.51,164.18,320.23,180.45,7.44,7.44,84.96,40.0,38672.47,Πλάζ
14053,14054.0,2025-09-20 10:00:00,984,23.13,53788.0,296.67,645.43,10.83,6.4,6.4,75.43,35.57,35075.16,Ροιτικά
14057,14058.0,2025-09-20 11:00:00,979,22.75,51132.54,75.08,151.17,95.91,5.24,5.24,60.6,33.57,33343.53,Άγιος Βασίλης
14058,14059.0,2025-09-20 11:00:00,980,22.53,39712.71,203.83,541.84,321.13,3.96,3.96,45.62,25.32,25896.66,Ρίο
14061,14062.0,2025-09-20 11:00:00,983,22.56,59432.41,175.25,322.7,180.8,7.87,7.87,90.89,40.1,38755.88,Πλάζ
14066,14067.0,2025-09-20 12:00:00,979,23.08,50507.44,76.28,136.49,64.18,5.29,5.29,61.79,33.11,32935.9,Άγιος Βασίλης
14067,14068.0,2025-09-20 12:00:00,980,22.42,40503.67,205.68,564.15,333.86,4.04,4.04,46.38,25.88,26412.44,Ρίο
14070,14071.0,2025-09-20 12:00:00,983,23.0,59461.57,175.68,323.36,181.13,8.48,8.48,98.96,40.13,38774.89,Πλάζ
14076,14077.0,2025-09-20 13:00:00,980,22.38,42092.77,210.58,576.87,341.12,4.51,4.51,51.71,27.01,27448.69,Ρίο
14078,14079.0,2025-09-20 13:00:00,982,24.02,35035.82,329.35,3773.19,240.43,6.22,6.22,74.08,22.04,22846.86,Δάφνες
14079,14080.0,2025-09-20 13:00:00,983,23.46,59380.52,175.48,328.08,183.32,9.35,9.35,110.23,40.06,38722.04,Πλάζ
14080,14081.0,2025-09-20 13:00:00,984,22.5,53660.58,294.97,645.43,18.04,6.82,6.82,82.64,35.47,34992.07,Ροιτικά
14084,14085.0,2025-09-20 14:00:00,979,23.35,50075.98,91.11,107.07,60.82,6.6,6.6,77.56,32.79,32654.54,Άγιος Βασίλης
14087,14088.0,2025-09-20 14:00:00,982,23.97,34551.49,327.92,3747.59,226.78,6.58,6.58,78.26,21.7,22531.03,Δάφνες
14088,14089.0,2025-09-20 14:00:00,983,23.46,59340.13,176.18,345.88,193.4,10.62,10.62,125.19,40.03,38695.7,Πλάζ
14089,14090.0,2025-09-20 14:00:00,984,24.15,53536.99,295.13,554.49,25.42,5.95,5.95,72.57,35.37,34911.47,Ροιτικά
14093,14094.0,2025-09-20 15:00:00,979,23.38,49926.69,93.11,94.08,58.8,6.73,6.73,79.17,32.68,32557.19,Άγιος Βασίλης
14096,14097.0,2025-09-20 15:00:00,982,23.71,34566.22,323.87,2635.25,240.72,6.69,6.69,79.13,21.71,22540.63,Δάφνες
14097,14098.0,2025-09-20 15:00:00,983,23.56,59357.2,174.84,372.22,206.61,11.81,11.81,139.42,40.04,38706.83,Πλάζ
14098,14099.0,2025-09-20 15:00:00,984,25.23,53535.75,294.28,556.11,194.19,6.36,6.36,77.6,35.37,34910.66,Ροιτικά
14103,14104.0,2025-09-20 16:00:00,980,21.66,44125.46,202.12,499.99,296.76,4.17,4.17,46.94,28.47,28774.22,Ρίο
14105,14106.0,2025-09-20 16:00:00,982,23.37,34426.11,325.59,2083.12,394.85,6.77,6.77,79.41,21.62,22449.26,Δάφνες
14107,14108.0,2025-09-20 16:00:00,984,25.23,53727.29,293.49,556.11,194.19,5.97,5.97,73.2,35.52,35035.57,Ροιτικά
14111,14112.0,2025-09-20 17:00:00,979,23.1,49773.03,88.35,86.13,56.09,6.35,6.35,74.23,32.57,32456.99,Άγιος Βασίλης
14112,14113.0,2025-09-20 17:00:00,980,21.14,44583.21,203.97,465.52,277.81,4.18,4.18,46.51,28.8,29072.71,Ρίο
14114,14115.0,2025-09-20 17:00:00,982,22.62,34125.04,328.24,1025.98,345.99,6.69,6.69,77.24,21.41,22252.94,Δάφνες
14116,14117.0,2025-09-20 17:00:00,984,25.23,54217.92,293.51,556.11,194.19,6.29,6.29,76.71,35.91,35355.51,Ροιτικά
14121,14122.0,2025-09-20 18:00:00,980,21.22,43527.09,210.93,434.13,260.61,4.79,4.79,53.69,28.04,28384.01,Ρίο
14123,14124.0,2025-09-20 18:00:00,982,22.49,33930.3,326.81,524.74,348.23,6.1,6.1,70.22,21.27,22125.95,Δάφνες
14125,14126.0,2025-09-20 18:00:00,984,25.23,53599.23,293.35,556.11,194.19,6.39,6.39,77.36,35.42,34952.06,Ροιτικά
14129,14130.0,2025-09-20 19:00:00,979,22.31,51827.66,66.11,86.51,55.97,4.9,4.9,56.03,34.08,33796.82,Άγιος Βασίλης
14130,14131.0,2025-09-20 19:00:00,980,21.27,42442.47,202.26,430.84,259.51,4.16,4.16,46.66,27.26,27676.74,Ρίο
14132,14133.0,2025-09-20 19:00:00,982,22.06,33929.07,334.45,557.8,347.85,5.4,5.4,61.6,21.27,22125.15,Δάφνες
14134,14135.0,2025-09-20 19:00:00,984,25.23,53751.03,292.98,556.11,194.19,6.27,6.27,74.76,35.54,35051.05,Ροιτικά
14138,14139.0,2025-09-20 20:00:00,979,22.35,51414.11,57.76,83.97,54.56,4.75,4.75,54.58,33.78,33527.14,Άγιος Βασίλης
14139,14140.0,2025-09-20 20:00:00,980,22.08,40963.73,196.68,441.22,265.85,3.73,3.73,41.82,26.21,26712.45,Ρίο
14141,14142.0,2025-09-20 20:00:00,982,21.73,34043.7,334.79,575.14,338.34,5.3,5.3,59.79,21.35,22199.89,Δάφνες
14143,14144.0,2025-09-20 20:00:00,984,25.23,53646.84,291.11,556.11,194.19,5.86,5.86,69.9,35.46,34983.11,Ροιτικά
14147,14148.0,2025-09-20 21:00:00,979,22.29,51170.93,55.84,96.68,120.3,4.85,4.85,55.62,33.6,33368.57,Άγιος Βασίλης
14148,14149.0,2025-09-20 21:00:00,980,22.43,37112.31,190.68,451.38,271.22,3.47,3.47,39.81,23.49,24200.94,Ρίο
14150,14151.0,2025-09-20 21:00:00,982,21.41,33926.92,337.64,565.35,329.22,5.14,5.14,57.89,21.27,22123.74,Δάφνες
14152,14153.0,2025-09-20 21:00:00,984,25.23,53699.39,290.42,556.11,194.19,5.47,5.47,64.61,35.5,35017.38,Ροιτικά
14156,14157.0,2025-09-20 22:00:00,979,22.18,51412.02,56.63,98.19,92.27,4.78,4.78,54.52,33.78,33525.78,Άγιος Βασίλης
14157,14158.0,2025-09-20 22:00:00,980,22.46,41100.1,190.27,458.06,274.59,3.37,3.37,38.81,26.3,26801.38,Ρίο
14161,14162.0,2025-09-20 22:00:00,984,25.23,53541.24,291.11,556.11,194.19,5.53,5.53,65.39,35.38,34914.24,Ροιτικά
14165,14166.0,2025-09-20 23:00:00,979,22.05,51690.69,57.12,92.23,38.24,4.81,4.81,54.71,33.98,33707.5,Άγιος Βασίλης
14166,14167.0,2025-09-20 23:00:00,980,22.36,43011.27,189.27,461.58,276.62,3.43,3.43,39.38,27.67,28047.65,Ρίο
14170,14171.0,2025-09-20 23:00:00,984,25.23,53858.39,292.07,556.11,194.19,5.47,5.47,64.56,35.63,35121.05,Ροιτικά
14174,14175.0,2025-09-21 00:00:00,979,21.79,50993.2,58.15,84.57,35.0,4.68,4.68,53.16,33.47,33252.67,Άγιος Βασίλης
14175,14176.0,2025-09-21 00:00:00,980,22.26,43888.56,186.06,462.72,277.04,3.25,3.42,37.23,28.3,28619.73,Ρίο
14179,14180.0,2025-09-21 00:00:00,984,25.23,53836.54,292.7,556.11,194.19,5.1,5.1,59.75,35.61,35106.81,Ροιτικά
14183,14184.0,2025-09-21 01:00:00,979,21.67,50172.15,58.02,77.97,33.65,4.72,4.72,53.37,32.86,32717.26,Άγιος Βασίλης
14184,14185.0,2025-09-21 01:00:00,980,22.25,43948.98,185.7,466.21,278.47,3.15,3.15,36.12,28.34,28659.13,Ρίο
14186,14187.0,2025-09-21 01:00:00,982,21.26,33830.29,334.69,1513.88,268.36,5.11,5.11,57.29,21.2,22060.73,Δάφνες
14188,14189.0,2025-09-21 01:00:00,984,25.23,53986.07,293.05,556.11,194.19,5.23,5.23,61.0,35.73,35204.32,Ροιτικά
14192,14193.0,2025-09-21 02:00:00,979,21.52,51547.37,57.16,71.28,33.07,4.48,4.48,50.5,33.88,33614.04,Άγιος Βασίλης
14193,14194.0,2025-09-21 02:00:00,980,21.97,43959.67,187.0,460.71,274.57,3.17,3.17,36.06,27.65,28033.28,Ρίο
14195,14196.0,2025-09-21 02:00:00,982,21.86,33932.02,335.78,1496.94,268.19,4.99,4.99,56.69,21.27,22127.07,Δάφνες
14197,14198.0,2025-09-21 02:00:00,984,25.23,53937.28,293.35,556.11,194.19,5.54,5.54,64.45,35.69,35172.5,Ροιτικά
14201,14202.0,2025-09-21 03:00:00,979,21.5,50593.7,57.95,51.27,32.68,4.53,4.53,51.09,33.17,32992.16,Άγιος Βασίλης
14202,14203.0,2025-09-21 03:00:00,980,22.15,44911.46,188.88,455.55,273.17,3.21,3.21,36.53,29.03,29286.77,Ρίο
14204,14205.0,2025-09-21 03:00:00,982,22.11,33945.55,336.29,1299.44,272.29,4.99,4.99,57.03,21.28,22135.89,Δάφνες
14206,14207.0,2025-09-21 03:00:00,984,25.23,53840.38,294.98,556.11,194.19,5.77,5.77,66.88,35.61,35109.31,Ροιτικά
14210,14211.0,2025-09-21 04:00:00,979,21.62,51395.34,58.58,49.54,31.32,4.62,4.62,52.3,33.76,33514.9,Άγιος Βασίλης
14211,14212.0,2025-09-21 04:00:00,980,22.31,43753.96,186.4,451.14,270.48,3.2,3.2,36.68,28.2,28531.96,Ρίο
14213,14214.0,2025-09-21 04:00:00,982,21.9,34448.97,336.48,864.2,275.05,4.91,4.91,55.82,21.63,22464.17,Δάφνες
14215,14216.0,2025-09-21 04:00:00,984,25.23,53937.24,295.48,556.11,194.19,5.91,5.91,68.37,35.69,35172.48,Ροιτικά
14219,14220.0,2025-09-21 05:00:00,979,21.96,50033.85,57.51,51.42,32.63,4.89,4.89,55.64,32.76,32627.08,Άγιος Βασίλης
14220,14221.0,2025-09-21 05:00:00,980,22.31,44983.5,186.82,449.11,269.14,3.17,3.17,36.31,29.08,29333.74,Ρίο
14222,14223.0,2025-09-21 05:00:00,982,21.64,34015.63,337.31,480.73,281.24,4.97,4.97,56.15,21.33,22181.59,Δάφνες
14224,14225.0,2025-09-21 05:00:00,984,25.23,53711.57,295.78,556.11,194.19,5.9,5.9,68.18,35.51,35025.31,Ροιτικά
14229,14230.0,2025-09-21 06:00:00,980,22.2,44856.24,192.42,440.41,264.53,3.46,3.46,38.87,28.99,29250.76,Ρίο
14231,14232.0,2025-09-21 06:00:00,982,21.43,34453.26,337.51,490.87,287.72,5.04,5.04,56.69,21.63,22466.97,Δάφνες
14233,14234.0,2025-09-21 06:00:00,984,25.23,53783.57,295.57,556.11,194.19,5.84,5.84,67.38,35.57,35072.27,Ροιτικά
14237,14238.0,2025-09-21 07:00:00,979,21.82,49721.62,56.68,52.35,33.21,4.72,4.72,53.6,32.53,32423.47,Άγιος Βασίλης
14238,14239.0,2025-09-21 07:00:00,980,21.45,41831.65,195.87,436.55,262.14,3.63,3.63,40.88,26.82,27278.42,Ρίο
14240,14241.0,2025-09-21 07:00:00,982,21.26,34231.19,337.03,498.59,292.01,5.11,5.11,57.26,21.48,22322.16,Δάφνες
